code_commune;RR;DRR;TNSOL;DG;TNTXM;FFM;datetime
02110;0.4;;-5.6;463.0;-0.2;2.0;2020-01-01
02705;0.2;;;366.0;0.0;4.0;2020-01-01
02738;0.4;;;;;;2020-01-01
02614;0.5;;;;;;2020-01-01
02614;0.9;;;;;;2020-01-02
02738;0.5;;;;;;2020-01-02
02705;0.4;;;0.0;4.0;3.7;2020-01-02
02110;0.2;;1.2;0.0;5.1;2.6;2020-01-02
02738;2.3;;;;;;2020-01-03
02110;1.0;;7.1;0.0;9.8;4.4;2020-01-03
02705;1.2;;;0.0;8.6;4.6;2020-01-03
02614;1.7;;;;;;2020-01-03
02738;0.2;;;;;;2020-01-04
02110;0.2;;-1.3;0.0;4.7;1.7;2020-01-04
02705;0.0;;;25.0;4.1;3.0;2020-01-04
02614;0.0;;;;;;2020-01-04
02110;0.0;;0.3;0.0;5.4;1.0;2020-01-05
02738;0.1;;;;;;2020-01-05
02614;0.0;;;;;;2020-01-05
02705;0.0;;;0.0;5.4;0.9;2020-01-05
02738;0.4;;;;;;2020-01-06
02110;0.2;;-4.7;383.0;3.0;1.9;2020-01-06
02705;0.2;;;455.0;2.5;3.1;2020-01-06
02614;0.3;;;;;;2020-01-06
02738;0.0;;;;;;2020-01-07
02705;0.2;;;0.0;5.1;3.8;2020-01-07
02614;0.2;;;;;;2020-01-07
02110;0.0;;0.1;0.0;7.9;2.2;2020-01-07
02738;2.4;;;;;;2020-01-08
02705;0.2;;;0.0;8.9;3.2;2020-01-08
02614;1.5;;;;;;2020-01-08
02110;0.4;;7.2;0.0;9.7;2.8;2020-01-08
02110;3.6;;9.9;0.0;11.6;5.7;2020-01-09
02738;6.3;;;;;;2020-01-09
02705;5.8;;;0.0;11.2;4.4;2020-01-09
02614;7.7;;;;;;2020-01-09
02738;0.1;;;;;;2020-01-10
02705;0.6;;;0.0;7.6;3.9;2020-01-10
02614;0.0;;;;;;2020-01-10
02110;0.6;;5.3;0.0;8.0;2.8;2020-01-10
02705;0.0;;;0.0;4.3;2.8;2020-01-11
02614;0.0;;;;;;2020-01-11
02110;0.0;;-1.4;0.0;4.7;2.3;2020-01-11
02738;0.1;;;;;;2020-01-11
02705;0.8;;;0.0;4.7;4.0;2020-01-12
02614;2.2;;;;;;2020-01-12
02738;1.7;;;;;;2020-01-12
02110;0.4;;-0.6;0.0;5.6;3.4;2020-01-12
02705;1.8;;;0.0;8.4;4.4;2020-01-13
02614;0.3;;;;;;2020-01-13
02738;0.4;;;;;;2020-01-13
02110;0.2;;5.6;0.0;8.9;4.8;2020-01-13
02110;1.4;;7.3;0.0;10.8;7.1;2020-01-14
02738;0.8;;;;;;2020-01-14
02705;0.6;;;0.0;10.1;6.7;2020-01-14
02614;0.5;;;;;;2020-01-14
02738;1.4;;;;;;2020-01-15
02110;0.6;;7.7;0.0;10.8;5.0;2020-01-15
02705;0.2;;;0.0;9.4;4.4;2020-01-15
02614;1.0;;;;;;2020-01-15
02738;0.7;;;;;;2020-01-16
02614;0.8;;;;;;2020-01-16
02705;0.2;;;0.0;7.2;4.1;2020-01-16
02110;0.0;;0.6;0.0;8.0;3.8;2020-01-16
02738;0.1;;;;;;2020-01-17
02614;0.3;;;;;;2020-01-17
02705;1.2;;;0.0;8.8;4.6;2020-01-17
02110;0.8;;4.8;0.0;9.7;3.9;2020-01-17
02738;0.0;;;;;;2020-01-18
02705;0.0;;;339.0;3.8;2.4;2020-01-18
02614;0.6;;;;;;2020-01-18
02110;0.4;;-2.2;241.0;4.8;1.4;2020-01-18
02614;0.0;;;;;;2020-01-19
02705;0.4;;;517.0;2.5;3.6;2020-01-19
02738;0.4;;;;;;2020-01-19
02110;0.2;;-5.7;515.0;2.4;2.3;2020-01-19
02705;0.0;;;133.0;3.8;2.9;2020-01-20
02110;0.2;;-4.3;300.0;3.0;2.2;2020-01-20
