code_commune;RR;DRR;TNSOL;DG;TNTXM;FFM;datetime
28051;4.0;;;;;;2020-01-01
28064;1.5;;;;;;2020-01-01
28064;0.2;;;254.0;2.1;;2020-01-01
28168;3.6;;;;;;2020-01-01
28198;1.8;254.0;0.5;0.0;4.2;2.5;2020-01-01
28214;2.4;;;0.0;3.0;;2020-01-01
28305;2.2;;;0.0;3.4;;2020-01-01
28386;1.3;;;;2.3;;2020-01-01
28406;2.8;;;0.0;3.5;;2020-01-01
28406;2.2;;;0.0;3.2;;2020-01-01
28239;0.6;;;210.0;2.3;;2020-01-01
28061;3.0;;;;;;2020-01-01
28168;0.5;;;;;;2020-01-02
28061;1.0;;;;;;2020-01-02
28239;0.0;;;0.0;7.2;;2020-01-02
28305;0.6;;;0.0;7.9;;2020-01-02
28214;0.6;;;0.0;7.5;;2020-01-02
28064;0.0;;;0.0;7.2;;2020-01-02
28386;1.3;;;;6.7;;2020-01-02
28064;1.0;;;;;;2020-01-02
28051;1.2;;;;;;2020-01-02
28406;0.8;;;0.0;7.7;;2020-01-02
28406;0.6;;;0.0;8.0;;2020-01-02
28198;1.2;126.0;7.2;0.0;8.4;4.0;2020-01-02
28198;0.2;60.0;7.1;0.0;10.1;5.7;2020-01-03
28168;0.4;;;;;;2020-01-03
28061;0.0;;;;;;2020-01-03
28214;0.6;;;0.0;9.3;;2020-01-03
28239;0.4;;;0.0;9.5;;2020-01-03
28406;0.0;;;0.0;9.5;;2020-01-03
28051;0.0;;;;;;2020-01-03
28305;0.6;;;0.0;9.4;;2020-01-03
28064;0.4;;;0.0;9.7;;2020-01-03
28406;0.2;;;0.0;9.5;;2020-01-03
28064;0.1;;;;;;2020-01-03
28386;0.3;;;;7.5;;2020-01-03
28168;0.0;;;;;;2020-01-04
28198;0.0;0.0;-4.0;32.0;4.1;2.2;2020-01-04
28051;0.0;;;;;;2020-01-04
28061;0.0;;;;;;2020-01-04
28064;0.0;;;;;;2020-01-04
28305;0.2;;;0.0;4.6;;2020-01-04
28239;0.2;;;0.0;5.0;;2020-01-04
28386;0.5;;;;4.6;;2020-01-04
28064;0.0;;;0.0;4.8;;2020-01-04
28406;0.2;;;0.0;4.7;;2020-01-04
28214;0.2;;;431.0;3.7;;2020-01-04
28406;0.0;;;0.0;4.5;;2020-01-04
28051;0.0;;;;;;2020-01-05
28406;0.0;;;0.0;6.6;;2020-01-05
28198;0.0;0.0;4.4;6.0;6.8;1.7;2020-01-05
28214;0.0;;;0.0;6.1;;2020-01-05
28064;0.0;;;0.0;7.0;;2020-01-05
28239;0.0;;;0.0;6.8;;2020-01-05
28305;0.0;;;2.0;6.6;;2020-01-05
28064;0.1;;;;;;2020-01-05
28386;0.0;;;;6.6;;2020-01-05
28406;0.0;;;0.0;6.9;;2020-01-05
28061;0.0;;;;;;2020-01-05
28168;0.0;;;;;;2020-01-05
28239;0.2;;;306.0;3.7;;2020-01-06
28406;0.0;;;268.0;3.3;;2020-01-06
28305;0.2;;;536.0;3.4;;2020-01-06
28386;0.2;;;;3.6;;2020-01-06
28406;0.2;;;435.0;3.4;;2020-01-06
28051;0.0;;;;;;2020-01-06
28214;0.0;;;508.0;2.7;;2020-01-06
28168;0.4;;;;;;2020-01-06
28064;0.0;;;95.0;3.8;;2020-01-06
28198;0.0;4.0;-7.8;535.0;2.7;3.6;2020-01-06
28061;0.0;;;;;;2020-01-06
28064;0.1;;;;;;2020-01-06
28051;0.0;;;;;;2020-01-07
28239;0.2;;;0.0;8.2;;2020-01-07
28064;0.0;;;0.0;8.2;;2020-01-07
28064;0.0;;;;;;2020-01-07
28386;0.2;;;;7.1;;2020-01-07
28168;0.1;;;;;;2020-01-07
28406;0.0;;;0.0;8.3;;2020-01-07
28406;0.0;;;0.0;7.7;;2020-01-07
28305;0.0;;;0.0;7.9;;2020-01-07
28214;0.2;;;0.0;7.9;;2020-01-07
28061;0.0;;;;;;2020-01-07
28198;0.0;83.0;5.5;0.0;8.6;3.5;2020-01-07
28198;0.2;105.0;9.1;0.0;10.6;5.4;2020-01-08
28386;0.5;;;;9.1;;2020-01-08
28305;0.0;;;0.0;10.3;;2020-01-08
28239;0.0;;;0.0;10.2;;2020-01-08
28406;0.0;;;0.0;10.3;;2020-01-08
28064;0.0;;;0.0;10.2;;2020-01-08
28168;0.1;;;;;;2020-01-08
28064;0.3;;;;;;2020-01-08
28061;0.0;;;;;;2020-01-08
28406;0.2;;;0.0;10.1;;2020-01-08
28051;0.0;;;;;;2020-01-08
28214;0.6;;;0.0;10.7;;2020-01-08
28198;4.4;470.0;9.8;0.0;11.0;7.6;2020-01-09
28239;2.2;;;0.0;10.8;;2020-01-09
28051;4.3;;;;;;2020-01-09
28061;5.5;;;;;;2020-01-09
28386;4.4;;;;10.2;;2020-01-09
28406;4.2;;;0.0;10.9;;2020-01-09
28064;4.6;;;;;;2020-01-09
28168;5.0;;;;;;2020-01-09
28214;6.0;;;0.0;10.7;;2020-01-09
