code_commune;RR;DRR;TNSOL;DG;TNTXM;FFM;datetime
30003;0.0;;;0.0;6.8;1.8;2020-01-01
30339;0.0;0.0;;0.0;7.1;5.6;2020-01-01
30009;0.2;;;934.0;3.3;;2020-01-01
30068;0.0;;;721.0;4.7;;2020-01-01
30138;0.0;;;;;;2020-01-01
30093;0.0;;;;4.7;;2020-01-01
30123;0.2;;;28.0;6.5;;2020-01-01
30101;0.2;;;131.0;5.4;1.8;2020-01-01
30305;0.2;;;763.0;4.8;;2020-01-01
30076;0.0;;;;4.5;;2020-01-01
30200;0.2;;;;;;2020-01-01
30350;0.0;;;554.0;6.0;;2020-01-01
30183;0.0;;;;;;2020-01-01
30154;0.2;;;;5.7;;2020-01-01
30015;0.0;;;;5.8;;2020-01-01
30334;0.0;;;796.0;4.6;0.5;2020-01-01
30189;0.2;;;;;;2020-01-01
30065;0.0;;;;;;2020-01-01
30258;0.0;0.0;;0.0;6.1;1.4;2020-01-01
30164;0.2;;;542.0;5.4;1.0;2020-01-01
30151;0.0;;;;3.3;;2020-01-01
30175;0.2;;;906.0;5.0;;2020-01-01
30224;0.2;;;772.0;4.7;;2020-01-01
30243;0.2;;;705.0;4.9;;2020-01-01
30231;0.0;;;;;;2020-01-01
30129;0.2;;;500.0;5.6;;2020-01-01
30316;0.0;;;;;;2020-01-01
30347;0.0;;;;5.9;;2020-01-01
30081;0.0;;;152.0;4.8;2.0;2020-01-01
30352;0.2;;-4.1;451.0;6.0;1.1;2020-01-01
30176;0.0;;;301.0;4.9;2.0;2020-01-01
30153;0.0;;;;;;2020-01-01
30209;0.2;;;818.0;3.8;0.8;2020-01-01
30132;0.0;;;0.0;7.2;1.4;2020-01-01
30269;0.2;;;691.0;3.4;;2020-01-01
30349;0.2;;;762.0;5.1;;2020-01-01
30263;0.0;;;;;;2020-01-01
30130;0.0;;;0.0;8.3;;2020-01-01
30283;0.2;;;0.0;7.0;;2020-01-01
30325;0.0;;;;6.8;;2020-01-01
30189;0.0;;-3.0;61.0;6.2;0.9;2020-01-01
30273;0.0;;;;5.5;;2020-01-01
30133;;;;;;2.1;2020-01-01
30076;0.0;;;;1.5;;2020-01-02
30015;0.0;;;;3.4;;2020-01-02
30189;0.0;;-3.0;198.0;4.2;1.0;2020-01-02
30352;0.2;;-3.6;275.0;3.9;1.5;2020-01-02
30132;0.0;;;0.0;4.7;0.7;2020-01-02
30151;0.0;;;;0.9;;2020-01-02
30224;0.0;;;536.0;1.8;;2020-01-02
30258;0.0;0.0;;0.0;4.5;2.0;2020-01-02
30101;0.0;;;100.0;2.8;1.9;2020-01-02
30189;0.0;;;;;;2020-01-02
30243;0.2;;;447.0;1.9;;2020-01-02
30138;0.0;;;;;;2020-01-02
30133;;;;;;3.0;2020-01-02
30154;0.0;;;;4.5;;2020-01-02
30093;0.0;;;;2.5;;2020-01-02
30129;0.2;;;434.0;2.4;;2020-01-02
30316;0.0;;;;;;2020-01-02
30176;0.2;;;0.0;4.2;1.0;2020-01-02
30263;0.0;;;;;;2020-01-02
30231;0.0;;;;;;2020-01-02
30334;0.2;;;518.0;2.0;0.2;2020-01-02
30009;0.0;;;445.0;1.9;;2020-01-02
30305;0.0;;;511.0;1.3;;2020-01-02
30081;0.2;;;384.0;2.5;1.0;2020-01-02
30065;0.0;;;;;;2020-01-02
30068;0.0;;;446.0;1.6;;2020-01-02
30283;0.0;;;0.0;4.7;;2020-01-02
30325;0.0;;;;3.8;;2020-01-02
30350;0.2;;;419.0;2.0;;2020-01-02
30273;0.0;;;;1.5;;2020-01-02
30347;0.0;;;;3.8;;2020-01-02
30183;0.0;;;;;;2020-01-02
30200;0.0;;;;;;2020-01-02
30209;0.2;;;542.0;0.9;0.3;2020-01-02
30269;0.0;;;426.0;2.4;;2020-01-02
30164;0.2;;;488.0;2.0;0.6;2020-01-02
30349;0.0;;;470.0;2.6;;2020-01-02
30123;0.0;;;221.0;4.3;;2020-01-02
30003;0.0;;;0.0;5.8;2.7;2020-01-02
30175;0.2;;;599.0;0.6;;2020-01-02
30339;0.0;;;0.0;4.2;7.4;2020-01-02
30130;0.0;;;0.0;4.9;;2020-01-02
30153;0.0;;;;;;2020-01-02
30200;0.0;;;;;;2020-01-03
30352;0.0;;2.7;0.0;9.3;1.5;2020-01-03
30176;0.0;;;0.0;7.3;2.3;2020-01-03
30123;0.0;;;0.0;9.7;;2020-01-03
30081;0.0;;;0.0;8.5;3.0;2020-01-03
30350;0.0;;;0.0;8.0;;2020-01-03
30273;0.0;;;;8.0;;2020-01-03
30151;0.0;;;;7.0;;2020-01-03
30183;0.0;;;;;;2020-01-03
30224;0.0;;;0.0;7.8;;2020-01-03
30003;0.0;;;0.0;9.8;2.9;2020-01-03
30130;0.0;;;0.0;7.6;;2020-01-03
30316;0.0;;;;;;2020-01-03
30154;0.0;;;;7.7;;2020-01-03
30263;0.0;;;;;;2020-01-03
30065;0.0;;;;;;2020-01-03
30076;0.0;;;;8.3;;2020-01-03
30349;0.0;;;0.0;8.4;;2020-01-03
30164;0.0;;;0.0;7.3;1.6;2020-01-03
30175;0.0;;;0.0;8.2;;2020-01-03
30347;0.0;;;;9.8;;2020-01-03
30269;0.0;;;0.0;7.7;;2020-01-03
30015;0.0;;;;7.7;;2020-01-03
30153;0.0;;;;;;2020-01-03
30189;0.0;;3.1;0.0;9.7;1.4;2020-01-03
30283;0.0;;;0.0;7.8;;2020-01-03
30209;0.0;;;0.0;8.2;1.9;2020-01-03
30339;0.0;0.0;;0.0;2.1;15.4;2020-01-03
30129;0.0;;;0.0;7.7;;2020-01-03
30325;0.0;;;;8.2;;2020-01-03
30068;0.0;;;0.0;6.9;;2020-01-03
30101;0.0;;;0.0;7.7;1.8;2020-01-03
30243;0.2;;;0.0;7.1;;2020-01-03
30132;0.0;;;0.0;7.8;1.7;2020-01-03
30189;0.1;;;;;;2020-01-03
30009;0.0;;;0.0;5.4;;2020-01-03
30334;0.0;;;0.0;7.7;0.4;2020-01-03
30138;0.0;;;;;;2020-01-03
30133;;;;;;2.9;2020-01-03
30093;0.0;;;;7.5;;2020-01-03
30258;0.0;0.0;;0.0;9.3;1.9;2020-01-03
30231;0.0;;;;;;2020-01-03
30305;0.0;;;0.0;7.3;;2020-01-03
30101;0.0;;;0.0;10.1;4.1;2020-01-04
30129;0.0;;;0.0;8.6;;2020-01-04
30065;0.0;;;;;;2020-01-04
30200;0.0;;;;;;2020-01-04
30305;0.0;;;0.0;8.7;;2020-01-04
30231;0.0;;;;;;2020-01-04
30189;0.0;;1.5;0.0;9.9;4.1;2020-01-04
30003;0.0;;;0.0;12.0;7.3;2020-01-04
30352;0.0;;3.1;0.0;10.7;3.3;2020-01-04
30164;0.0;;;0.0;9.5;4.7;2020-01-04
30130;0.0;;;0.0;9.9;;2020-01-04
30076;0.0;;;;8.5;;2020-01-04
30347;0.0;;;;10.6;;2020-01-04
30133;;;;;;5.7;2020-01-04
30243;0.0;;;0.0;8.7;;2020-01-04
30189;0.0;;;;;;2020-01-04
30132;0.0;;;0.0;9.7;6.5;2020-01-04
30258;0.0;0.0;;0.0;10.2;6.8;2020-01-04
30138;0.0;;;;;;2020-01-04
30009;0.0;;;0.0;8.1;;2020-01-04
30093;0.0;;;;7.0;;2020-01-04
30349;0.0;;;0.0;9.5;;2020-01-04
30153;0.0;;;;;;2020-01-04
30269;0.0;;;0.0;10.2;;2020-01-04
30283;0.0;;;0.0;10.4;;2020-01-04
30209;0.0;;;0.0;10.9;10.1;2020-01-04
30068;0.0;;;0.0;9.0;;2020-01-04
30325;0.0;;;;9.5;;2020-01-04
30175;0.0;;;2.0;7.2;;2020-01-04
30263;0.0;;;;;;2020-01-04
30339;0.0;0.0;;1198.0;1.2;19.8;2020-01-04
30334;0.0;;;18.0;7.4;2.9;2020-01-04
30273;0.0;;;;9.5;;2020-01-04
30015;0.0;;;;10.3;;2020-01-04
30176;0.0;;;0.0;8.8;4.1;2020-01-04
30224;0.0;;;0.0;9.7;;2020-01-04
30154;0.0;;;;9.9;;2020-01-04
30123;0.0;;;0.0;10.8;;2020-01-04
30316;0.0;;;;;;2020-01-04
30350;0.0;;;0.0;10.8;;2020-01-04
30151;0.0;;;;7.6;;2020-01-04
30183;0.0;;;;;;2020-01-04
30081;0.0;;;0.0;11.1;11.0;2020-01-04
30123;0.0;;;0.0;10.0;;2020-01-05
30209;0.0;;;0.0;8.8;9.0;2020-01-05
30347;0.0;;;;9.3;;2020-01-05
30093;0.0;;;;7.0;;2020-01-05
30101;0.0;;;0.0;8.9;5.5;2020-01-05
30009;0.0;;;347.0;6.2;;2020-01-05
30138;0.0;;;;;;2020-01-05
30316;0.0;;;;;;2020-01-05
30133;;;;;;4.2;2020-01-05
30305;0.0;;;0.0;8.5;;2020-01-05
30015;0.0;;;;7.0;;2020-01-05
30224;0.0;;;0.0;9.7;;2020-01-05
30339;0.0;0.0;;0.0;3.2;11.9;2020-01-05
30273;0.0;;;;7.5;;2020-01-05
30334;0.0;;;0.0;8.7;5.0;2020-01-05
30263;0.0;;;;;;2020-01-05
30176;0.0;;;0.0;6.5;2.3;2020-01-05
30132;0.0;;;0.0;8.2;5.6;2020-01-05
30154;0.0;;;;6.8;;2020-01-05
30189;0.0;;;;;;2020-01-05
30153;0.0;;;;;;2020-01-05
30349;0.0;;;0.0;9.5;;2020-01-05
30175;0.0;;;84.0;8.5;;2020-01-05
30129;0.0;;;135.0;7.1;;2020-01-05
30269;0.0;;;122.0;7.9;;2020-01-05
30283;0.0;;;0.0;9.0;;2020-01-05
30325;0.0;;;;9.3;;2020-01-05
30258;0.0;0.0;;0.0;8.8;8.1;2020-01-05
30151;0.0;;;;7.3;;2020-01-05
30081;0.0;;;0.0;8.3;13.0;2020-01-05
30189;0.0;;6.3;0.0;9.3;5.9;2020-01-05
30164;0.0;;;22.0;7.7;6.0;2020-01-05
30076;0.0;;;;8.3;;2020-01-05
30352;0.0;;2.0;0.0;9.8;4.9;2020-01-05
30231;0.0;;;;;;2020-01-05
30065;0.0;;;;;;2020-01-05
30200;0.0;;;;;;2020-01-05
30243;0.0;;;0.0;7.9;;2020-01-05
30003;0.0;;;0.0;10.0;7.3;2020-01-05
30130;0.0;;;0.0;8.6;;2020-01-05
30183;0.0;;;;;;2020-01-05
30350;0.0;;;589.0;5.9;;2020-01-05
30068;0.0;;;0.0;9.3;;2020-01-05
30164;0.4;;;150.0;5.7;1.4;2020-01-06
30269;0.2;;;308.0;4.1;;2020-01-06
30151;0.0;;;;4.7;;2020-01-06
30352;0.0;;-0.2;0.0;7.6;1.3;2020-01-06
30347;0.0;;;;7.8;;2020-01-06
30009;0.0;;;279.0;3.0;;2020-01-06
30349;0.0;;;0.0;6.8;;2020-01-06
30081;0.0;;;0.0;7.1;1.2;2020-01-06
30153;0.0;;;;;;2020-01-06
30189;0.0;;-1.0;0.0;8.3;0.9;2020-01-06
30130;0.0;;;0.0;6.2;;2020-01-06
30305;0.0;;;141.0;5.4;;2020-01-06
30132;0.0;;;0.0;6.3;1.1;2020-01-06
30176;0.0;;;0.0;6.4;2.0;2020-01-06
30263;0.0;;;;;;2020-01-06
30339;0.0;34.0;;135.0;2.4;10.4;2020-01-06
30123;0.0;;;0.0;8.5;;2020-01-06
30068;0.0;;;0.0;6.1;;2020-01-06
30231;0.0;;;;;;2020-01-06
30065;0.0;;;;;;2020-01-06
30133;;;;;;3.0;2020-01-06
30076;0.0;;;;6.2;;2020-01-06
30200;0.0;;;;;;2020-01-06
30243;0.0;;;27.0;5.6;;2020-01-06
30350;0.2;;;281.0;4.2;;2020-01-06
30183;0.0;;;;;;2020-01-06
30015;0.0;;;;5.4;;2020-01-06
30154;0.0;;;;6.1;;2020-01-06
30224;0.0;;;29.0;6.7;;2020-01-06
30334;0.0;;;0.0;7.8;0.6;2020-01-06
30189;0.1;;;;;;2020-01-06
30273;0.0;;;;7.5;;2020-01-06
30258;0.0;0.0;;0.0;9.3;2.1;2020-01-06
30175;0.0;;;613.0;5.8;;2020-01-06
30129;0.2;;;273.0;4.8;;2020-01-06
30283;0.0;;;0.0;6.7;;2020-01-06
30325;0.0;;;;5.5;;2020-01-06
30003;0.0;;;0.0;8.6;3.0;2020-01-06
30101;0.2;;;0.0;6.3;2.1;2020-01-06
30209;0.0;;;30.0;7.2;1.0;2020-01-06
30093;0.0;;;;6.0;;2020-01-06
30138;0.0;;;;;;2020-01-06
30316;0.0;;;;;;2020-01-06
30123;0.0;;;0.0;9.4;;2020-01-07
30183;0.0;;;;;;2020-01-07
30068;0.0;;;191.0;7.8;;2020-01-07
30015;0.0;;;;7.9;;2020-01-07
30093;0.0;;;;8.0;;2020-01-07
30151;0.0;;;;6.5;;2020-01-07
30154;0.0;;;;9.0;;2020-01-07
30189;0.0;;-0.3;0.0;9.6;2.7;2020-01-07
30334;0.0;;;383.0;7.4;2.1;2020-01-07
30224;0.2;;;387.0;7.2;;2020-01-07
30263;0.0;;;;;;2020-01-07
30176;0.0;;;0.0;7.7;3.8;2020-01-07
30132;0.0;;;0.0;8.9;6.6;2020-01-07
30189;0.2;;;;;;2020-01-07
30138;0.0;;;;;;2020-01-07
30273;0.0;;;;8.0;;2020-01-07
30009;0.0;;;0.0;4.8;;2020-01-07
30153;0.0;;;;;;2020-01-07
30258;0.0;0.0;;0.0;9.2;4.5;2020-01-07
30349;0.0;;;453.0;7.7;;2020-01-07
30175;0.0;;;470.0;7.3;;2020-01-07
30347;0.0;;;;8.9;;2020-01-07
