code_commune;RR;DRR;TNSOL;DG;TNTXM;FFM;datetime
60175;0.2;101.0;-7.6;452.0;-0.1;;2020-01-01
60282;2.0;;;;;;2020-01-01
60575;2.0;;;;;;2020-01-01
60623;0.8;;;592.0;-0.4;;2020-01-01
60639;0.2;2.0;-7.5;617.0;0.2;2.5;2020-01-01
60260;0.6;;;442.0;-0.6;;2020-01-01
60652;2.4;;;530.0;0.8;;2020-01-01
60259;2.0;;;;;;2020-01-01
60575;1.0;;;;;;2020-01-02
60282;1.0;;;;;;2020-01-02
60652;0.4;;;0.0;5.6;;2020-01-02
60639;0.2;41.0;2.8;0.0;6.0;3.3;2020-01-02
60175;0.4;79.0;2.7;0.0;5.9;2.6;2020-01-02
60260;0.6;;;0.0;5.6;;2020-01-02
60259;0.4;;;;;;2020-01-02
60623;0.8;;;0.0;5.6;;2020-01-02
60175;0.8;123.0;7.7;0.0;10.0;5.0;2020-01-03
60652;1.6;;;0.0;8.8;;2020-01-03
60260;2.0;;;0.0;10.0;;2020-01-03
60282;0.5;;;;;;2020-01-03
60259;0.0;;;;;;2020-01-03
60639;1.2;93.0;7.7;0.0;9.5;5.2;2020-01-03
60623;1.8;;;0.0;9.0;;2020-01-03
60575;0.4;;;;;;2020-01-03
60260;0.0;;;214.0;3.9;;2020-01-04
60575;0.4;;;;;;2020-01-04
60259;0.0;;;;;;2020-01-04
60639;0.0;0.0;-3.8;41.0;3.6;2.6;2020-01-04
60623;0.2;;;357.0;3.4;;2020-01-04
60282;0.0;;;;;;2020-01-04
60652;0.2;;;83.0;3.2;;2020-01-04
60175;0.0;28.0;-2.5;0.0;4.8;2.2;2020-01-04
60259;0.0;;;;;;2020-01-05
60652;0.0;;;0.0;5.8;;2020-01-05
60575;0.1;;;;;;2020-01-05
60623;0.0;;;0.0;6.4;;2020-01-05
60260;0.0;;;0.0;6.3;;2020-01-05
60282;0.0;;;;;;2020-01-05
60639;0.0;0.0;4.6;0.0;6.6;1.4;2020-01-05
60175;0.0;0.0;4.6;0.0;7.0;1.1;2020-01-05
60575;0.5;;;;;;2020-01-06
60282;0.0;;;;;;2020-01-06
60259;1.3;;;;;;2020-01-06
60652;0.0;;;74.0;3.2;;2020-01-06
60639;0.0;0.0;-4.7;109.0;3.7;3.6;2020-01-06
60260;0.4;;;435.0;2.5;;2020-01-06
60623;0.2;;;339.0;3.0;;2020-01-06
60175;0.2;67.0;-5.9;250.0;3.1;2.6;2020-01-06
60259;0.0;;;;;;2020-01-07
60260;0.4;;;0.0;6.4;;2020-01-07
60639;0.0;0.0;3.3;0.0;8.5;3.8;2020-01-07
60652;0.4;;;0.0;6.8;;2020-01-07
60175;0.0;48.0;3.7;0.0;8.4;3.2;2020-01-07
60282;0.0;;;;;;2020-01-07
60575;0.5;;;;;;2020-01-07
60623;0.4;;;0.0;8.2;;2020-01-07
60259;1.5;;;;;;2020-01-08
60575;1.0;;;;;;2020-01-08
60623;0.6;;;0.0;10.7;;2020-01-08
60175;0.0;61.0;8.1;0.0;10.7;3.8;2020-01-08
60282;0.0;;;;;;2020-01-08
60652;2.4;;;0.0;10.0;;2020-01-08
60639;0.0;18.0;8.5;0.0;11.0;4.4;2020-01-08
60260;0.4;;;0.0;10.2;;2020-01-08
60623;6.8;;;0.0;11.7;;2020-01-09
60575;4.0;;;;;;2020-01-09
60639;2.6;258.0;10.4;0.0;11.8;7.1;2020-01-09
60175;4.6;317.0;10.2;0.0;11.7;6.0;2020-01-09
60259;5.0;;;;;;2020-01-09
60282;4.0;;;;;;2020-01-09
60652;4.0;;;0.0;10.9;;2020-01-09
60260;7.4;;;0.0;11.5;;2020-01-09
60623;0.2;;;0.0;7.0;;2020-01-10
60260;0.4;;;0.0;7.7;;2020-01-10
60575;0.3;;;;;;2020-01-10
60639;0.0;80.0;5.7;0.0;7.3;4.1;2020-01-10
60282;0.0;;;;;;2020-01-10
60259;0.0;;;;;;2020-01-10
60175;0.2;81.0;6.0;0.0;7.6;2.9;2020-01-10
60652;0.2;;;0.0;6.8;;2020-01-10
60639;0.0;0.0;-0.1;0.0;5.4;3.6;2020-01-11
60175;0.0;0.0;0.1;0.0;5.7;3.1;2020-01-11
60259;0.0;;;;;;2020-01-11
60260;0.0;;;0.0;4.3;;2020-01-11
