code_commune;RR;DRR;TNSOL;DG;TNTXM;FFM;datetime
06015;0.9;;;;;;2020-01-01
06118;0.2;;1.3;0.0;8.4;1.2;2020-01-01
06059;0.0;;;0.0;8.1;;2020-01-01
06038;0.0;;;0.0;9.5;1.5;2020-01-01
06118;0.2;;0.5;0.0;6.8;1.5;2020-01-02
06059;0.0;;;0.0;6.9;;2020-01-02
06015;0.0;;;;;;2020-01-02
06038;0.0;;;0.0;8.8;1.7;2020-01-02
06038;0.0;;;0.0;8.1;1.6;2020-01-03
06059;0.2;;;0.0;6.5;;2020-01-03
06015;0.0;;;;;;2020-01-03
06118;0.2;;1.4;0.0;6.3;1.0;2020-01-03
06038;0.0;;;0.0;9.7;2.5;2020-01-04
06015;0.0;;;;;;2020-01-04
06118;0.0;;0.0;0.0;7.2;1.9;2020-01-04
06059;0.0;;;0.0;8.6;;2020-01-04
06118;0.0;;3.1;0.0;10.3;2.3;2020-01-05
06038;0.0;;;0.0;10.9;2.7;2020-01-05
06059;0.0;;;0.0;10.0;;2020-01-05
06015;0.0;;;;;;2020-01-05
06118;0.0;;1.2;0.0;7.3;1.8;2020-01-06
06059;0.0;;;0.0;7.9;;2020-01-06
06038;0.0;;;0.0;9.2;2.0;2020-01-06
06015;0.0;;;;;;2020-01-06
06118;0.0;;0.1;0.0;5.9;1.7;2020-01-07
06038;0.0;;;0.0;8.3;2.8;2020-01-07
06059;0.0;;;0.0;7.2;;2020-01-07
06015;0.0;;;;;;2020-01-07
06118;0.0;;0.2;0.0;8.2;2.4;2020-01-08
06059;0.0;;;0.0;9.5;;2020-01-08
06015;0.0;;;;;;2020-01-08
06038;0.0;;;0.0;10.6;2.8;2020-01-08
06059;0.0;;;0.0;7.5;;2020-01-09
06015;0.0;;;;;;2020-01-09
06118;0.0;;0.8;0.0;7.9;1.6;2020-01-09
06038;0.0;;;0.0;9.3;2.3;2020-01-09
06038;5.0;;;0.0;6.9;2.3;2020-01-10
06059;1.6;;;0.0;6.2;;2020-01-10
06118;8.2;;-0.2;0.0;4.4;2.1;2020-01-10
06015;0.1;;;;;;2020-01-10
06038;0.0;;;0.0;9.8;3.0;2020-01-11
06118;0.0;;0.9;0.0;7.8;2.1;2020-01-11
06059;0.2;;;0.0;8.6;;2020-01-11
06015;0.0;;;;;;2020-01-11
06118;0.0;;1.1;0.0;7.5;2.2;2020-01-12
06015;0.0;;;;;;2020-01-12
06059;0.0;;;0.0;8.1;;2020-01-12
