code_commune;RR;DRR;TNSOL;DG;TNTXM;FFM;datetime
08107;0.1;;;;;;2020-01-01
08116;0.5;;;;;;2020-01-01
08401;0.4;;-1.1;0.0;1.2;3.2;2020-01-01
08207;0.2;;;648.0;1.4;;2020-01-01
08116;3.0;;;;;;2020-01-02
08107;0.5;;;;;;2020-01-02
08207;0.0;;;0.0;4.6;;2020-01-02
08401;1.4;;0.2;0.0;3.8;4.7;2020-01-02
08207;4.4;;;0.0;7.7;;2020-01-03
08116;2.6;;;;;;2020-01-03
08107;1.0;;;;;;2020-01-03
08401;1.8;;5.8;0.0;8.4;6.5;2020-01-03
08207;0.0;;;0.0;4.1;;2020-01-04
08116;0.2;;;;;;2020-01-04
08401;0.2;;-0.6;0.0;4.3;3.3;2020-01-04
08107;0.1;;;;;;2020-01-04
08107;0.0;;;;;;2020-01-05
08207;0.0;;;0.0;5.9;;2020-01-05
08401;0.0;;1.6;0.0;5.5;1.0;2020-01-05
08116;0.0;;;;;;2020-01-05
08116;1.5;;;;;;2020-01-06
08107;1.5;;;;;;2020-01-06
08207;0.4;;;287.0;4.1;;2020-01-06
08401;0.8;;-2.8;134.0;2.8;3.5;2020-01-06
08207;0.0;;;0.0;6.4;;2020-01-07
08401;0.2;;0.0;0.0;5.0;4.2;2020-01-07
08107;0.5;;;;;;2020-01-07
08116;2.4;;;;;;2020-01-07
08401;1.0;;5.4;0.0;8.2;4.4;2020-01-08
08107;3.5;;;;;;2020-01-08
08116;6.4;;;;;;2020-01-08
08207;1.4;;;0.0;9.2;;2020-01-08
08107;11.0;;;;;;2020-01-09
08401;6.0;;9.5;0.0;10.6;7.8;2020-01-09
08207;7.8;;;0.0;11.2;;2020-01-09
08116;19.0;;;;;;2020-01-09
08401;0.6;;5.3;0.0;7.3;5.5;2020-01-10
08207;1.2;;;0.0;7.4;;2020-01-10
08116;0.5;;;;;;2020-01-10
08107;1.0;;;;;;2020-01-10
08401;0.2;;0.1;0.0;4.5;2.7;2020-01-11
08207;0.0;;;0.0;4.9;;2020-01-11
08116;0.0;;;;;;2020-01-11
08107;0.0;;;;;;2020-01-11
08116;2.5;;;;;;2020-01-12
08401;0.6;;-1.0;0.0;3.4;5.1;2020-01-12
08207;1.2;;;0.0;5.3;;2020-01-12
