code_commune;RR;DRR;TNSOL;DG;TNTXM;FFM;datetime
19010;0.0;;;0.0;3.0;0.1;2020-01-01
19133;0.0;;;;;;2020-01-01
19148;0.0;;-2.5;0.0;2.3;;2020-01-01
19272;0.0;;;0.0;3.0;;2020-01-01
19031;0.0;10.0;0.1;0.0;4.6;0.9;2020-01-01
19031;0.0;3.0;3.0;0.0;8.2;0.6;2020-01-02
19133;0.0;;;;;;2020-01-02
19148;0.0;;2.5;0.0;6.8;;2020-01-02
19010;0.0;;;0.0;9.3;0.3;2020-01-02
19272;0.2;;;0.0;8.4;;2020-01-02
19133;4.2;;;;;;2020-01-03
19031;3.8;442.0;0.2;0.0;5.2;0.3;2020-01-03
19148;2.6;;-0.6;0.0;3.3;;2020-01-03
19272;4.8;;;0.0;3.8;;2020-01-03
19010;2.4;;;0.0;3.9;0.2;2020-01-03
19148;0.0;;1.1;8.0;5.1;;2020-01-04
19010;0.0;;;184.0;7.5;0.3;2020-01-04
19031;0.4;63.0;3.3;63.0;8.3;0.8;2020-01-04
19133;0.0;;;;;;2020-01-04
19272;0.0;;;136.0;7.4;;2020-01-04
19010;0.2;;;856.0;3.9;0.2;2020-01-05
19272;0.4;;;863.0;4.5;;2020-01-05
19031;0.0;;-4.5;765.0;3.5;0.4;2020-01-05
19133;0.0;;;;;;2020-01-05
19148;0.0;;-2.2;301.0;4.0;;2020-01-05
19148;0.0;;-4.1;468.0;4.7;;2020-01-06
19272;0.2;;;575.0;5.2;;2020-01-06
19133;0.2;;;;;;2020-01-06
19010;0.2;;;630.0;4.3;0.1;2020-01-06
19031;0.0;8.0;-5.0;561.0;4.6;0.4;2020-01-06
19133;2.0;;;;;;2020-01-07
19010;0.8;;;0.0;3.7;0.0;2020-01-07
19148;1.2;;-0.6;0.0;3.6;;2020-01-07
19272;1.8;;;0.0;3.7;;2020-01-07
19031;1.0;350.0;-0.6;0.0;4.7;0.5;2020-01-07
19148;0.2;;4.1;0.0;8.3;;2020-01-08
19010;0.0;;;0.0;9.8;0.0;2020-01-08
19133;0.0;;;;;;2020-01-08
19272;0.4;;;0.0;10.5;;2020-01-08
19031;0.0;0.0;7.2;0.0;10.0;0.4;2020-01-08
19133;19.0;;;;;;2020-01-09
19031;5.6;443.0;4.7;0.0;9.8;1.6;2020-01-09
19010;12.2;;;0.0;10.6;0.8;2020-01-09
19148;9.0;;-0.1;0.0;7.3;;2020-01-09
19272;20.0;;;0.0;8.9;;2020-01-09
19031;0.0;3.0;4.1;0.0;8.5;2.0;2020-01-10
19148;1.4;;3.6;0.0;6.0;;2020-01-10
19010;0.4;;;0.0;7.7;1.2;2020-01-10
19133;3.0;;;;;;2020-01-10
19272;2.6;;;0.0;6.0;;2020-01-10
19148;0.0;;-0.7;286.0;4.9;;2020-01-11
19272;0.0;;;240.0;6.6;;2020-01-11
19031;0.0;0.0;1.5;167.0;6.0;0.6;2020-01-11
19133;0.0;;;;;;2020-01-11
19010;0.2;;;73.0;5.9;0.3;2020-01-11
19272;0.2;;;623.0;3.3;;2020-01-12
19010;0.0;;;107.0;2.8;0.6;2020-01-12
19148;0.0;;-6.7;747.0;1.1;;2020-01-12
19133;0.0;;;;;;2020-01-12
19031;0.0;0.0;-4.8;600.0;2.1;0.5;2020-01-12
19272;0.0;;;223.0;7.0;;2020-01-13
19148;0.0;;-2.0;72.0;5.6;;2020-01-13
19010;0.0;;;413.0;4.7;0.2;2020-01-13
19133;0.0;;;;;;2020-01-13
19031;0.0;0.0;2.3;53.0;6.6;1.0;2020-01-13
19010;0.2;;;578.0;6.6;1.0;2020-01-14
19148;0.0;;-3.0;475.0;5.9;;2020-01-14
19031;0.0;0.0;-2.6;328.0;7.8;1.0;2020-01-14
19133;0.0;;;;;;2020-01-14
19272;0.0;;;530.0;7.1;;2020-01-14
19148;0.0;;-1.1;0.0;6.5;;2020-01-15
19031;0.8;164.0;-1.0;0.0;8.5;2.4;2020-01-15
19272;0.4;;;0.0;7.7;;2020-01-15
19010;0.0;;;0.0;9.2;1.6;2020-01-15
19133;0.8;;;;;;2020-01-15
19272;0.4;;;0.0;9.4;;2020-01-16
19148;1.4;;-1.4;0.0;7.0;;2020-01-16
19133;2.5;;;;;;2020-01-16
19031;0.0;38.0;0.4;0.0;9.3;1.8;2020-01-16
19010;0.6;;;0.0;8.3;1.4;2020-01-16
19148;9.6;;3.3;0.0;5.9;;2020-01-17
19010;9.4;;;0.0;8.1;0.9;2020-01-17
19031;3.2;254.0;5.9;0.0;9.4;2.1;2020-01-17
19272;7.0;;;0.0;7.7;;2020-01-17
19133;9.0;;;;;;2020-01-17
19031;0.0;0.0;-1.6;39.0;5.4;1.8;2020-01-18
19272;0.0;;;0.0;5.7;;2020-01-18
19133;0.0;;;;;;2020-01-18
19010;0.2;;;144.0;6.6;0.6;2020-01-18
19148;0.0;;-0.1;0.0;3.9;;2020-01-18
19031;0.0;0.0;0.9;0.0;5.6;3.8;2020-01-19
19010;0.0;;;2.0;3.5;3.4;2020-01-19
19133;0.0;;;;;;2020-01-19
19272;0.0;;;0.0;4.7;;2020-01-19
19148;0.0;;-0.9;63.0;1.9;;2020-01-19
19031;0.0;0.0;0.6;24.0;5.9;2.7;2020-01-20
19133;0.0;;;;;;2020-01-20
19010;0.0;;;38.0;4.7;2.4;2020-01-20
19272;0.0;;;168.0;4.3;;2020-01-20
19148;0.0;;-2.5;722.0;1.5;;2020-01-20
19031;0.0;65.0;-2.1;0.0;7.0;0.3;2020-01-21
19133;0.0;;;;;;2020-01-21
19148;0.0;;-2.1;350.0;4.3;;2020-01-21
19272;0.0;;;95.0;5.1;;2020-01-21
19010;0.0;;;0.0;5.5;0.6;2020-01-21
19133;0.0;;;;;;2020-01-22
19272;0.0;;;128.0;6.6;;2020-01-22
19031;0.2;42.0;-0.7;0.0;8.6;0.8;2020-01-22
