code_commune;RR;DRR;TNSOL;DG;TNTXM;FFM;datetime
89003;3.4;;;;1.2;;2020-01-01
89068;0.4;;;425.0;1.2;;2020-01-01
89086;3.0;;;;;;2020-01-01
89165;0.3;;;;0.6;;2020-01-01
89206;3.0;;;433.0;2.0;;2020-01-01
89227;4.8;;;;;;2020-01-01
89279;0.6;;;539.0;0.4;;2020-01-01
89365;5.2;;-2.7;321.0;2.0;1.8;2020-01-01
89387;1.4;;;236.0;2.1;0.9;2020-01-01
89418;0.2;;-4.8;656.0;0.0;2.1;2020-01-01
89048;1.0;;;;;;2020-01-01
89165;1.3;;;;6.3;;2020-01-02
89418;0.2;;2.4;0.0;4.9;3.3;2020-01-02
89227;0.0;;;;;;2020-01-02
89365;1.4;;5.0;0.0;6.7;2.4;2020-01-02
89003;0.1;;;;5.9;;2020-01-02
89068;0.0;;;0.0;6.1;;2020-01-02
89048;1.0;;;;;;2020-01-02
89206;0.2;;;0.0;6.7;;2020-01-02
89279;0.6;;;0.0;4.7;;2020-01-02
89086;0.5;;;;;;2020-01-02
89387;1.4;;;0.0;6.5;2.4;2020-01-02
89227;2.0;;;;;;2020-01-03
89279;2.2;;;0.0;6.5;;2020-01-03
89048;1.1;;;;;;2020-01-03
89206;0.6;;;0.0;8.4;;2020-01-03
89086;2.1;;;;;;2020-01-03
89003;1.9;;;;8.4;;2020-01-03
89068;1.6;;;0.0;7.5;;2020-01-03
89365;2.2;;3.7;0.0;7.9;3.2;2020-01-03
89418;1.8;;4.0;0.0;7.2;4.0;2020-01-03
89165;1.8;;;;8.3;;2020-01-03
89387;0.2;;;0.0;9.0;4.0;2020-01-03
89279;0.0;;;0.0;5.6;;2020-01-04
89068;0.0;;;0.0;6.2;;2020-01-04
89365;0.0;;0.8;0.0;5.8;1.0;2020-01-04
89003;0.0;;;;5.7;;2020-01-04
89206;0.0;;;0.0;5.5;;2020-01-04
89227;0.0;;;;;;2020-01-04
89086;0.1;;;;;;2020-01-04
