code_commune;RR;DRR;TNSOL;DG;TNTXM;FFM;datetime
65001;0.0;;;105.0;5.4;1.1;2020-01-01
65329;0.0;;;;6.7;;2020-01-01
65031;0.0;;;;;;2020-01-01
65138;0.0;;;;;;2020-01-01
65138;0.0;;;;;;2020-01-01
65388;0.0;;;;;;2020-01-01
65075;0.0;;-9.3;865.0;2.3;0.4;2020-01-01
65192;0.0;;;;7.8;;2020-01-01
65017;0.0;;;;;;2020-01-01
65017;0.0;;;;;;2020-01-01
65129;0.0;;0.2;0.0;8.2;1.3;2020-01-01
65099;0.0;;;;;;2020-01-01
65413;;;;;3.9;0.6;2020-01-01
65388;0.0;;;;5.1;;2020-01-01
65395;0.0;;;;;;2020-01-01
65138;0.0;;;0.0;4.5;;2020-01-01
65195;0.0;;;;3.0;;2020-01-01
65460;0.0;;;28.0;8.4;1.5;2020-01-01
65032;0.0;;;;;;2020-01-01
65059;0.0;;;0.0;4.1;;2020-01-01
65447;0.1;;;;5.9;;2020-01-01
65481;0.0;;;;6.1;;2020-01-01
65123;0.0;;;;;;2020-01-01
65295;0.0;;;;7.8;;2020-01-01
65295;0.0;;;;6.0;;2020-01-01
65286;0.2;;;;;;2020-01-01
65018;0.0;;;263.0;3.2;;2020-01-01
65304;0.0;;;0.0;9.3;;2020-01-01
65055;0.0;;;0.0;6.5;;2020-01-01
65295;0.0;;;;6.2;;2020-01-02
65017;0.0;;;;;;2020-01-02
65447;0.2;;;;8.3;;2020-01-02
65129;0.0;;-4.6;147.0;6.8;1.4;2020-01-02
65388;0.0;;;;6.1;;2020-01-02
65304;0.2;;;515.0;6.2;;2020-01-02
65395;0.0;;;;;;2020-01-02
65059;0.0;;;0.0;3.9;;2020-01-02
65055;0.0;;;0.0;8.8;;2020-01-02
65388;0.0;;;;;;2020-01-02
65138;0.0;;;;;;2020-01-02
65138;0.0;;;;;;2020-01-02
65329;;;;;;;2020-01-02
65286;0.3;;;;;;2020-01-02
65032;0.0;;;;;;2020-01-02
65018;0.0;;;0.0;10.1;;2020-01-02
65192;0.0;;;;10.3;;2020-01-02
65195;0.0;;;;4.0;;2020-01-02
65138;0.0;;;0.0;5.2;;2020-01-02
65295;0.0;;;;10.3;;2020-01-02
65075;0.0;;-8.6;563.0;6.1;0.3;2020-01-02
65017;0.0;;;;;;2020-01-02
65031;0.0;;;;;;2020-01-02
65460;0.2;;;504.0;6.0;0.9;2020-01-02
65481;0.0;;;;6.2;;2020-01-02
65099;0.0;;;;9.4;;2020-01-02
65413;;;;;2.2;0.2;2020-01-02
65123;0.0;;;;;;2020-01-02
65001;0.0;;;541.0;6.7;0.6;2020-01-02
65129;0.2;;-0.9;0.0;6.7;1.3;2020-01-03
65192;0.0;;;;4.5;;2020-01-03
65195;0.0;;;;4.0;;2020-01-03
65017;0.0;;;;;;2020-01-03
65017;0.0;;;;;;2020-01-03
65286;2.3;;;;;;2020-01-03
65099;0.0;;;;4.0;;2020-01-03
65138;0.0;;;276.0;2.7;;2020-01-03
65447;0.2;;;;7.5;;2020-01-03
65001;0.0;;;0.0;5.3;0.9;2020-01-03
65460;0.0;;;0.0;6.8;1.4;2020-01-03
65018;0.2;;;0.0;5.0;;2020-01-03
65055;0.0;;;0.0;6.3;;2020-01-03
65481;0.0;;;;3.4;;2020-01-03
65304;0.0;;;0.0;6.8;;2020-01-03
65388;0.0;;;;;;2020-01-03
65138;0.0;;;;;;2020-01-03
65413;;;;;-1.9;0.2;2020-01-03
65032;0.3;;;;;;2020-01-03
65295;0.0;;;;5.8;;2020-01-03
65138;0.0;;;;;;2020-01-03
65395;0.6;;;;;;2020-01-03
65059;0.0;;;509.0;0.7;;2020-01-03
65295;0.2;;;;3.4;;2020-01-03
65031;0.0;;;;;;2020-01-03
65329;0.4;;;;;;2020-01-03
65388;0.0;;;;1.6;;2020-01-03
65123;0.0;;;;;;2020-01-03
65075;0.0;;-4.9;398.0;4.2;0.5;2020-01-03
65329;0.0;;;;1.8;;2020-01-04
65295;0.0;;;;5.8;;2020-01-04
65017;0.0;;;;;;2020-01-04
65388;0.0;;;;;;2020-01-04
65304;0.6;;;0.0;8.9;;2020-01-04
65018;0.0;;;0.0;4.3;;2020-01-04
65138;0.0;;;;;;2020-01-04
65460;0.0;;;0.0;7.1;1.4;2020-01-04
65055;0.0;;;0.0;6.9;;2020-01-04
65031;0.0;;;;;;2020-01-04
65138;0.0;;;;;;2020-01-04
65059;0.0;;;;-1.5;;2020-01-04
65481;0.0;;;;0.6;;2020-01-04
65032;0.0;;;;;;2020-01-04
65395;0.1;;;;;;2020-01-04
65123;0.0;;;;;;2020-01-04
65413;;;;;-3.1;0.5;2020-01-04
65295;0.0;;;;0.5;;2020-01-04
65388;0.0;;;;-2.0;;2020-01-04
65129;0.0;;1.3;0.0;7.2;1.5;2020-01-04
65075;0.0;;-5.9;292.0;4.2;1.1;2020-01-04
65001;0.0;;;28.0;5.8;1.5;2020-01-04
65286;0.2;;;;;;2020-01-04
65099;0.0;;;;;;2020-01-04
65017;0.0;;;;;;2020-01-04
65447;0.3;;;;6.3;;2020-01-04
65138;0.0;;;965.0;0.9;;2020-01-04
65192;0.0;;;;4.0;;2020-01-04
65195;0.0;;;;0.5;;2020-01-04
65460;0.0;;;0.0;4.7;1.3;2020-01-05
65329;0.0;;;;5.2;;2020-01-05
65286;0.3;;;;;;2020-01-05
65192;0.0;;;;6.0;;2020-01-05
65018;0.0;;;2.0;6.8;;2020-01-05
65059;0.0;;;643.0;1.1;;2020-01-05
65195;0.0;;;;1.0;;2020-01-05
65031;0.0;;;;;;2020-01-05
65138;0.0;;;;;;2020-01-05
65304;0.2;;;0.0;3.7;;2020-01-05
65395;0.3;;;;;;2020-01-05
65032;0.0;;;;;;2020-01-05
65295;0.0;;;;2.9;;2020-01-05
65413;;;;;0.5;0.3;2020-01-05
65388;0.0;;;;1.1;;2020-01-05
65129;0.0;;-2.6;0.0;5.2;1.0;2020-01-05
65001;0.0;;;456.0;5.8;0.9;2020-01-05
65099;0.0;;;;5.8;;2020-01-05
65017;0.0;;;;;;2020-01-05
65447;0.0;;;;4.3;;2020-01-05
65123;0.0;;;;;;2020-01-05
65481;0.0;;;;2.3;;2020-01-05
65075;0.0;;-9.5;841.0;4.4;0.5;2020-01-05
65055;0.0;;;0.0;7.4;;2020-01-05
65388;0.0;;;;;;2020-01-05
65017;0.0;;;;;;2020-01-05
65138;0.0;;;;;;2020-01-05
65295;0.0;;;;7.3;;2020-01-05
65138;0.0;;;525.0;3.1;;2020-01-05
65286;0.1;;;;;;2020-01-06
65001;0.0;;;596.0;6.1;1.1;2020-01-06
65018;0.0;;;4.0;7.3;;2020-01-06
65055;0.0;;;0.0;8.0;;2020-01-06
65295;;;;;;;2020-01-06
65295;0.0;;;;9.3;;2020-01-06
65447;0.1;;;;7.5;;2020-01-06
65329;0.0;;;;6.5;;2020-01-06
65304;0.0;;;0.0;6.1;;2020-01-06
65017;0.0;;;;;;2020-01-06
65075;0.0;;-6.9;758.0;6.4;1.0;2020-01-06
65123;0.0;;;;;;2020-01-06
65388;0.0;;;;;;2020-01-06
65017;0.0;;;;;;2020-01-06
65129;0.0;;-3.9;378.0;4.3;1.5;2020-01-06
65138;0.0;;;;;;2020-01-06
65388;0.0;;;;1.8;;2020-01-06
65138;0.0;;;40.0;5.1;;2020-01-06
65032;0.0;;;;;;2020-01-06
65481;0.0;;;;4.1;;2020-01-06
65138;0.0;;;;;;2020-01-06
65192;0.0;;;;9.3;;2020-01-06
65395;0.2;;;;;;2020-01-06
65195;0.0;;;;3.5;;2020-01-06
65031;0.0;;;;;;2020-01-06
65059;0.0;;;;3.4;;2020-01-06
65460;0.0;;;0.0;6.1;1.5;2020-01-06
65413;;;;;1.7;0.3;2020-01-06
65099;0.0;;;;6.8;;2020-01-06
65295;0.0;;;;;;2020-01-07
65388;0.0;;;;2.1;;2020-01-07
65413;;;;;1.4;0.2;2020-01-07
65129;0.0;;-0.3;0.0;7.9;1.3;2020-01-07
65395;0.0;;;;;;2020-01-07
65031;0.0;;;;;;2020-01-07
65447;0.1;;;;7.8;;2020-01-07
65017;0.0;;;;;;2020-01-07
65123;0.0;;;;;;2020-01-07
65138;0.0;;;0.0;4.3;;2020-01-07
65059;0.0;;;130.0;3.1;;2020-01-07
65018;0.0;;;103.0;6.4;;2020-01-07
65195;0.0;;;;0.5;;2020-01-07
65460;0.0;;;0.0;7.3;1.2;2020-01-07
65192;0.0;;;;6.8;;2020-01-07
65329;0.0;;;;6.1;;2020-01-07
65099;;;;;;;2020-01-07
65286;0.1;;;;;;2020-01-07
65017;0.0;;;;;;2020-01-07
65138;0.0;;;;;;2020-01-07
65295;0.0;;;;6.8;;2020-01-07
65055;0.0;;;0.0;6.6;;2020-01-07
65388;0.0;;;;;;2020-01-07
65075;0.0;;-9.7;812.0;3.7;0.4;2020-01-07
65138;0.0;;;;;;2020-01-07
65304;0.0;;;0.0;8.5;;2020-01-07
65481;0.0;;;;3.8;;2020-01-07
65032;0.0;;;;;;2020-01-07
65001;0.0;;;525.0;5.0;1.1;2020-01-07
65295;0.0;;;;9.3;;2020-01-08
65395;0.0;;;;;;2020-01-08
65460;0.0;;;0.0;8.5;1.2;2020-01-08
65129;0.0;;-1.2;0.0;8.4;1.6;2020-01-08
65138;0.0;;;;;;2020-01-08
65388;0.0;;;;;;2020-01-08
65138;0.0;;;;;;2020-01-08
65192;0.0;;;;8.0;;2020-01-08
65075;0.0;;-5.8;384.0;6.7;0.6;2020-01-08
65017;0.0;;;;;;2020-01-08
65099;0.0;;;;;;2020-01-08
65123;0.0;;;;;;2020-01-08
65286;0.2;;;;;;2020-01-08
65295;0.0;;;;5.6;;2020-01-08
65017;0.0;;;;;;2020-01-08
65413;;;;;1.8;0.1;2020-01-08
65031;0.0;;;;;;2020-01-08
65388;0.0;;;;2.4;;2020-01-08
65195;0.0;;;;4.5;;2020-01-08
65059;0.0;;;1.0;3.6;;2020-01-08
65055;0.0;;;0.0;9.8;;2020-01-08
65481;0.0;;;;4.3;;2020-01-08
65018;0.0;;;0.0;7.9;;2020-01-08
65001;0.0;;;20.0;7.8;1.0;2020-01-08
65304;0.2;;;0.0;9.3;;2020-01-08
65138;0.0;;;0.0;5.0;;2020-01-08
65032;0.0;;;;;;2020-01-08
65447;0.2;;;;9.5;;2020-01-08
65329;;;;;;;2020-01-08
65295;4.6;;;;6.9;;2020-01-09
65017;3.3;;;;;;2020-01-09
65329;10.5;;;;;;2020-01-09
65017;5.6;;;;;;2020-01-09
65055;4.2;;;0.0;11.7;;2020-01-09
65192;1.8;;;;11.0;;2020-01-09
65388;3.0;;;;;;2020-01-09
65460;3.2;;;35.0;8.9;1.8;2020-01-09
65018;9.7;;;0.0;11.2;;2020-01-09
65138;7.0;;;;;;2020-01-09
65447;7.4;;;;12.8;;2020-01-09
65286;10.5;;;;;;2020-01-09
65099;6.5;;;;8.7;;2020-01-09
65138;8.2;;;;;;2020-01-09
65304;5.0;;;0.0;9.5;;2020-01-09
65395;9.4;;;;;;2020-01-09
65032;6.2;;;;;;2020-01-09
65388;3.5;;;;3.8;;2020-01-09
65001;3.2;;;0.0;8.9;1.6;2020-01-09
65031;2.5;;;;;;2020-01-09
65059;1.6;;;178.0;5.0;;2020-01-09
65295;4.0;;;;13.0;;2020-01-09
65129;5.4;;-1.5;0.0;9.0;1.9;2020-01-09
65481;8.2;;;;3.0;;2020-01-09
65195;4.0;;;;8.0;;2020-01-09
65138;4.6;;;22.0;6.5;;2020-01-09
65123;2.7;;;;;;2020-01-09
65075;1.2;;-4.7;365.0;8.8;1.6;2020-01-09
65413;;;;;2.0;1.0;2020-01-09
65099;0.8;;;;0.7;;2020-01-10
65017;0.0;;;;;;2020-01-10
65395;3.3;;;;;;2020-01-10
65447;4.0;;;;8.0;;2020-01-10
65032;0.7;;;;;;2020-01-10
65388;1.0;;;;-3.6;;2020-01-10
65138;3.7;;;;;;2020-01-10
65031;0.5;;;;;;2020-01-10
65018;3.2;;;0.0;2.6;;2020-01-10
65017;1.4;;;;;;2020-01-10
65192;0.5;;;;3.0;;2020-01-10
65286;2.0;;;;;;2020-01-10
