code_commune;RR;DRR;TNSOL;DG;TNTXM;FFM;datetime
07019;0.5;;;823.0;4.0;;2020-01-01
07329;0.0;;;;;;2020-01-01
07131;0.0;4.0;-6.3;610.0;3.7;0.8;2020-01-01
07330;0.0;;;;1.3;;2020-01-01
07301;0.0;;;;;;2020-01-01
07232;0.2;;;1002.0;4.1;;2020-01-01
07033;0.4;;;35.0;5.1;;2020-01-01
07159;0.2;;;512.0;4.7;;2020-01-01
07119;0.0;;;;;;2020-01-01
07202;0.0;;;0.0;8.1;0.7;2020-01-01
07107;0.0;;;;;;2020-01-01
07117;0.0;;;192.0;3.9;;2020-01-01
07117;0.0;;;;;;2020-01-01
07315;0.0;;;;;;2020-01-01
07329;0.0;;;;;;2020-01-02
07117;0.0;;;472.0;2.1;;2020-01-02
07119;0.0;;;;;;2020-01-02
07301;0.0;;;;;;2020-01-02
07033;0.0;;;76.0;2.9;;2020-01-02
07232;0.2;;;476.0;-0.3;;2020-01-02
07159;0.2;;;538.0;1.5;;2020-01-02
07202;0.0;;;0.0;4.3;0.3;2020-01-02
07107;0.0;;;;;;2020-01-02
07117;0.0;;;;;;2020-01-02
07315;0.2;;;;;;2020-01-02
07330;0.0;;;;0.0;;2020-01-02
07131;0.0;0.0;-5.9;554.0;1.0;0.3;2020-01-02
07019;0.0;;;610.0;-0.3;;2020-01-02
07119;0.0;;;;;;2020-01-03
07019;0.0;;;0.0;7.3;;2020-01-03
07329;0.0;;;;;;2020-01-03
07330;0.0;;;;5.9;;2020-01-03
07301;1.0;;;;;;2020-01-03
07131;0.0;16.0;1.4;0.0;7.3;1.1;2020-01-03
07033;0.0;;;0.0;8.0;;2020-01-03
07202;0.0;;;0.0;7.8;0.8;2020-01-03
07315;0.2;;;;;;2020-01-03
07107;0.0;;;;;;2020-01-03
07117;0.0;;;;;;2020-01-03
07117;0.0;;;0.0;6.8;;2020-01-03
07159;0.0;;;0.0;7.9;;2020-01-03
07232;0.1;;;372.0;2.5;;2020-01-03
07315;0.0;;;;;;2020-01-04
07107;0.0;;;;;;2020-01-04
07019;0.0;;;0.0;7.7;;2020-01-04
07202;0.0;;;0.0;10.3;2.3;2020-01-04
07119;1.4;;;;;;2020-01-04
07329;0.0;;;;;;2020-01-04
07117;0.0;;;0.0;9.0;;2020-01-04
07301;0.0;;;;;;2020-01-04
07117;0.0;;;;;;2020-01-04
07232;0.5;;;244.0;2.7;;2020-01-04
07330;0.0;;;;6.7;;2020-01-04
07033;0.0;;;0.0;10.4;;2020-01-04
07159;0.0;;;0.0;8.6;;2020-01-04
07131;0.0;0.0;1.0;0.0;9.1;5.9;2020-01-04
07330;0.0;;;;8.6;;2020-01-05
07301;0.0;;;;;;2020-01-05
07329;0.0;;;;;;2020-01-05
07019;0.0;;;10.0;8.5;;2020-01-05
07117;0.0;;;0.0;6.2;;2020-01-05
07159;0.0;;;0.0;7.3;;2020-01-05
07232;0.2;;;1010.0;1.4;;2020-01-05
07107;0.0;;;;;;2020-01-05
07202;0.0;;;0.0;8.7;2.1;2020-01-05
07315;0.0;;;;;;2020-01-05
07033;0.0;;;0.0;8.4;;2020-01-05
07119;0.0;;;;;;2020-01-05
07131;0.0;0.0;3.5;0.0;7.8;5.4;2020-01-05
07117;0.0;;;;;;2020-01-05
07107;0.0;;;;;;2020-01-06
07202;0.0;;;0.0;6.4;0.5;2020-01-06
07019;0.0;;;488.0;5.2;;2020-01-06
07119;0.0;;;;;;2020-01-06
07330;0.0;;;;4.0;;2020-01-06
07131;0.0;0.0;-5.0;361.0;4.9;0.9;2020-01-06
07159;0.2;;;259.0;5.3;;2020-01-06
07117;0.0;;;;;;2020-01-06
07315;0.0;;;;;;2020-01-06
07033;0.0;;;0.0;6.7;;2020-01-06
07117;0.0;;;118.0;4.8;;2020-01-06
07232;0.1;;;730.0;1.6;;2020-01-06
07329;0.0;;;;;;2020-01-06
07301;0.0;;;;;;2020-01-06
07330;0.0;;;;6.6;;2020-01-07
07159;0.2;;;0.0;7.4;;2020-01-07
07131;0.0;0.0;-3.4;8.0;7.4;3.2;2020-01-07
07117;0.0;;;;;;2020-01-07
07033;0.0;;;0.0;9.2;;2020-01-07
07232;0.0;;;502.0;0.5;;2020-01-07
07119;0.7;;;;;;2020-01-07
07107;0.0;;;;;;2020-01-07
07315;0.0;;;;;;2020-01-07
07329;0.0;;;;;;2020-01-07
07117;0.0;;;0.0;8.1;;2020-01-07
07019;0.0;;;362.0;6.7;;2020-01-07
07301;0.0;;;;;;2020-01-07
07202;0.0;;;0.0;9.3;2.3;2020-01-07
07119;0.0;;;;;;2020-01-08
07329;0.0;;;;;;2020-01-08
07019;0.0;;;0.0;9.7;;2020-01-08
07232;0.0;;;0.0;7.6;;2020-01-08
07131;0.0;0.0;1.2;0.0;10.1;1.2;2020-01-08
07315;0.1;;;;;;2020-01-08
07202;0.0;;;0.0;10.0;0.6;2020-01-08
07330;0.0;;;;9.3;;2020-01-08
07159;0.0;;;0.0;10.3;;2020-01-08
07107;0.2;;;;;;2020-01-08
07033;0.2;;;0.0;9.0;;2020-01-08
07301;0.0;;;;;;2020-01-08
07117;0.0;;;0.0;9.1;;2020-01-08
07117;0.0;;;;;;2020-01-08
07315;5.7;;;;;;2020-01-09
07330;7.4;;;;4.8;;2020-01-09
07033;7.4;;;0.0;8.2;;2020-01-09
07117;8.2;;;;;;2020-01-09
07329;5.0;;;;;;2020-01-09
07131;9.0;367.0;-0.7;0.0;6.9;1.2;2020-01-09
07019;9.5;;;0.0;7.6;;2020-01-09
07159;5.2;;;0.0;7.2;;2020-01-09
07117;10.0;;;0.0;7.0;;2020-01-09
07301;1.5;;;;;;2020-01-09
07107;4.6;;;;;;2020-01-09
07232;0.0;;;0.0;6.4;;2020-01-09
07119;1.0;;;;;;2020-01-09
07202;2.8;;;0.0;10.2;0.6;2020-01-09
07315;0.4;;;;;;2020-01-10
07232;1.3;;;66.0;4.5;;2020-01-10
07033;0.0;;;0.0;10.3;;2020-01-10
07131;0.8;20.0;2.6;0.0;9.8;1.9;2020-01-10
07019;0.0;;;0.0;9.6;;2020-01-10
07301;0.0;;;;;;2020-01-10
07329;0.0;;;;;;2020-01-10
07107;0.0;;;;;;2020-01-10
07202;0.0;;;0.0;10.5;1.0;2020-01-10
07159;0.2;;;0.0;10.1;;2020-01-10
