code_commune,rain_24,average_celsius,average_wind,datetime,num_risque_jo,lib_risque_jo,duration_days
1025,35.0,23.3,,2016-06-24,54.0,Inondations et/ou Coulées de Boue,0
1104,151.7,6.98,,1990-02-13,54.0,Inondations et/ou Coulées de Boue,5
1143,65.0,4.5,,1990-02-13,54.0,Inondations et/ou Coulées de Boue,5
1143,42.5,22.3,,1990-06-27,54.0,Inondations et/ou Coulées de Boue,1
1143,61.9,2.0,,1991-12-21,54.0,Inondations et/ou Coulées de Boue,3
1143,34.9,16.5,,1992-05-30,54.0,Inondations et/ou Coulées de Boue,2
1143,60.6,18.3,,2007-06-11,54.0,Inondations et/ou Coulées de Boue,0
1210,121.7,2.3,,1990-02-13,54.0,Inondations et/ou Coulées de Boue,5
1224,32.5,6.0,,1990-02-13,54.0,Inondations et/ou Coulées de Boue,5
1224,41.8,17.0,,1993-10-05,54.0,Inondations et/ou Coulées de Boue,5
2110,53.0,27.65,,1988-07-23,54.0,Inondations et/ou Coulées de Boue,0
2110,16.0,7.95,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
2110,16.0,7.95,,1999-12-25,60.0,Mouvement de Terrain,4
2110,11.6,6.7,7.3,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
2110,11.6,6.7,7.3,1999-12-25,60.0,Mouvement de Terrain,4
2110,30.0,8.7,,2001-03-21,54.0,Inondations et/ou Coulées de Boue,8
2110,29.0,10.0,,2001-03-21,54.0,Inondations et/ou Coulées de Boue,8
2110,26.9,22.8,2.7,2015-06-05,54.0,Inondations et/ou Coulées de Boue,0
2153,47.8,15.5,,1992-05-28,54.0,Inondations et/ou Coulées de Boue,1
2153,14.5,8.1,,1999-12-25,60.0,Mouvement de Terrain,4
2153,14.5,8.1,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
2153,5.7,18.4,,2000-05-11,54.0,Inondations et/ou Coulées de Boue,0
2163,44.6,20.4,,1987-09-01,54.0,Inondations et/ou Coulées de Boue,0
2163,0.2,13.0,,1993-12-17,54.0,Inondations et/ou Coulées de Boue,16
2163,6.5,5.55,,1995-01-17,54.0,Inondations et/ou Coulées de Boue,14
2163,37.8,13.65,,1996-05-18,54.0,Inondations et/ou Coulées de Boue,0
2163,12.2,7.95,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
2163,12.2,7.95,,1999-12-25,60.0,Mouvement de Terrain,4
2237,0.0,7.45,,1988-12-02,54.0,Inondations et/ou Coulées de Boue,6
2237,23.5,17.9,,1989-07-08,54.0,Inondations et/ou Coulées de Boue,0
2239,91.2,21.3,,1987-09-01,54.0,Inondations et/ou Coulées de Boue,0
2239,6.1,4.5,,1995-01-17,54.0,Inondations et/ou Coulées de Boue,14
2239,18.0,7.5,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
2239,18.0,7.5,,1999-12-25,60.0,Mouvement de Terrain,4
2502,72.8,27.7,,1988-07-23,54.0,Inondations et/ou Coulées de Boue,0
2502,0.0,2.65,,1988-12-02,54.0,Inondations et/ou Coulées de Boue,6
2502,8.0,10.3,,1993-12-17,54.0,Inondations et/ou Coulées de Boue,16
2502,2.0,5.8,,1995-01-17,54.0,Inondations et/ou Coulées de Boue,14
2502,13.2,7.35,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
2502,13.2,7.35,,1999-12-25,60.0,Mouvement de Terrain,4
2502,23.0,4.05,,2003-01-02,54.0,Inondations et/ou Coulées de Boue,2
2502,38.0,22.95,,2004-08-18,54.0,Inondations et/ou Coulées de Boue,0
2558,5.0,6.5,,1993-12-17,54.0,Inondations et/ou Coulées de Boue,16
2558,10.2,3.8,,1995-01-17,54.0,Inondations et/ou Coulées de Boue,14
2558,74.7,22.5,,1995-08-06,54.0,Inondations et/ou Coulées de Boue,1
2558,24.0,6.3,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
2558,24.0,6.3,,1999-12-25,60.0,Mouvement de Terrain,4
2558,45.0,7.0,,2002-11-10,54.0,Inondations et/ou Coulées de Boue,1
2614,25.0,7.6,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
2614,25.0,7.6,,1999-12-25,60.0,Mouvement de Terrain,4
2614,63.0,18.3,,2018-05-24,54.0,Inondations et/ou Coulées de Boue,0
2705,6.8,6.8,8.3,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
2705,6.8,6.8,8.3,1999-12-25,60.0,Mouvement de Terrain,4
2734,16.4,8.8,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
2734,16.4,8.8,,1999-12-25,60.0,Mouvement de Terrain,4
2734,48.0,17.0,,2000-05-07,54.0,Inondations et/ou Coulées de Boue,0
2734,63.5,16.5,,2006-05-06,54.0,Inondations et/ou Coulées de Boue,0
2738,19.3,13.2,,1993-05-18,54.0,Inondations et/ou Coulées de Boue,0
2738,9.1,10.55,,1993-12-17,54.0,Inondations et/ou Coulées de Boue,16
2738,39.5,13.2,,1994-05-18,54.0,Inondations et/ou Coulées de Boue,1
2738,5.2,4.1,,1995-01-17,54.0,Inondations et/ou Coulées de Boue,14
2738,18.3,11.5,,1997-06-11,54.0,Inondations et/ou Coulées de Boue,0
2738,10.7,7.0,,1999-12-25,60.0,Mouvement de Terrain,4
2738,10.7,7.0,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
2738,39.0,11.3,,2004-10-20,54.0,Inondations et/ou Coulées de Boue,0
2738,46.2,16.7,,2008-09-11,54.0,Inondations et/ou Coulées de Boue,0
2738,0.0,23.7,,2021-06-18,54.0,Inondations et/ou Coulées de Boue,0
2738,1.2,23.1,,2023-08-23,54.0,Inondations et/ou Coulées de Boue,0
2758,16.7,20.3,,1992-05-28,54.0,Inondations et/ou Coulées de Boue,1
2758,16.7,20.3,,1992-05-28,54.0,Inondations et/ou Coulées de Boue,1
2758,49.5,14.9,,1992-06-03,54.0,Inondations et/ou Coulées de Boue,0
2758,49.5,14.9,,1992-06-03,54.0,Inondations et/ou Coulées de Boue,0
2758,8.4,7.4,,1993-12-17,54.0,Inondations et/ou Coulées de Boue,16
2758,5.7,6.3,,1995-01-17,54.0,Inondations et/ou Coulées de Boue,14
2758,16.4,9.4,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
2758,16.4,9.4,,1999-12-25,60.0,Mouvement de Terrain,4
2814,4.2,10.48,,1993-12-17,54.0,Inondations et/ou Coulées de Boue,16
2814,17.5,6.48,,1999-12-25,60.0,Mouvement de Terrain,4
2814,17.5,6.48,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
2814,39.4,7.08,,2003-01-01,54.0,Inondations et/ou Coulées de Boue,1
2814,27.0,4.5,,2011-01-06,54.0,Inondations et/ou Coulées de Boue,1
3003,15.3,8.65,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
3003,15.3,8.65,,1999-12-25,60.0,Mouvement de Terrain,4
3006,4.7,9.8,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
3006,4.7,9.8,,1999-12-25,60.0,Mouvement de Terrain,4
3103,38.5,9.73,,1999-10-22,54.0,Inondations et/ou Coulées de Boue,0
3103,10.8,12.6,,1999-12-25,60.0,Mouvement de Terrain,4
3103,10.8,12.6,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
3108,61.7,12.8,,1988-05-13,54.0,Inondations et/ou Coulées de Boue,6
3108,12.6,6.5,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
3108,12.6,6.5,,1999-12-25,60.0,Mouvement de Terrain,4
3132,23.7,29.0,,1990-06-26,54.0,Inondations et/ou Coulées de Boue,2
3132,10.0,12.6,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
3132,10.0,12.6,,1999-12-25,60.0,Mouvement de Terrain,4
3138,13.1,9.07,,1988-03-18,54.0,Inondations et/ou Coulées de Boue,3
3138,61.2,29.0,,1990-06-26,54.0,Inondations et/ou Coulées de Boue,2
3138,72.9,16.38,,1998-06-06,54.0,Inondations et/ou Coulées de Boue,0
3138,6.6,12.6,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
3138,6.6,12.6,,1999-12-25,60.0,Mouvement de Terrain,4
3139,0.5,28.18,,1993-07-05,54.0,Inondations et/ou Coulées de Boue,1
3139,5.6,12.6,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
3139,5.6,12.6,,1999-12-25,60.0,Mouvement de Terrain,4
3149,9.3,9.8,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
3149,9.3,9.8,,1999-12-25,60.0,Mouvement de Terrain,4
3158,34.0,13.97,,2016-05-28,54.0,Inondations et/ou Coulées de Boue,0
3204,6.2,8.8,,1999-12-25,60.0,Mouvement de Terrain,4
3204,6.2,8.8,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
3204,0.1,5.7,,2003-12-04,54.0,Inondations et/ou Coulées de Boue,2
3240,11.7,10.0,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
3240,11.7,10.0,,1999-12-25,60.0,Mouvement de Terrain,4
3240,35.5,19.5,,2008-06-10,54.0,Inondations et/ou Coulées de Boue,0
3321,12.0,11.2,,1999-12-25,54.0,Inondations et/ou Coulées de Boue,4
3321,12.0,11.2,,1999-12-25,60.0,Mouvement de Terrain,4
4006,92.0,6.2,,2003-12-02,54.0,Inondations et/ou Coulées de Boue,0
4006,48.8,3.6,,2023-11-30,54.0,Inondations et/ou Coulées de Boue,2
4019,44.9,0.1,,2019-12-20,60.0,Mouvement de Terrain,1
4027,33.2,2.25,,1994-01-05,54.0,Inondations et/ou Coulées de Boue,3
4027,33.2,2.25,,1994-01-05,63.0,Glissement de Terrain,3
4027,40.5,8.6,,2003-12-01,54.0,Inondations et/ou Coulées de Boue,1
4116,63.5,18.35,,1990-10-01,54.0,Inondations et/ou Coulées de Boue,0
4116,12.0,1.4,,1994-01-05,54.0,Inondations et/ou Coulées de Boue,3
4123,0.0,6.72,,1993-05-04,54.0,Inondations et/ou Coulées de Boue,0
4123,44.0,1.4,,1994-01-05,63.0,Glissement de Terrain,3
4123,44.0,1.4,,1994-01-05,54.0,Inondations et/ou Coulées de Boue,3
4217,2.8,14.4,,2013-06-03,54.0,Inondations et/ou Coulées de Boue,0
4217,100.0,6.4,,2019-12-01,54.0,Inondations et/ou Coulées de Boue,1
4226,90.3,14.52,,2021-05-10,54.0,Inondations et/ou Coulées de Boue,1
5027,31.8,8.28,,2023-11-30,54.0,Inondations et/ou Coulées de Boue,2
5055,48.2,8.4,3.5,2000-11-23,61.0,Inondations Remontée Nappe,1
5055,32.2,10.0,4.0,2002-11-15,54.0,Inondations et/ou Coulées de Boue,1
5058,50.0,17.7,,1993-08-23,54.0,Inondations et/ou Coulées de Boue,1
5101,0.0,7.7,,2010-03-23,60.0,Mouvement de Terrain,0
5101,,13.52,,2023-10-18,54.0,Inondations et/ou Coulées de Boue,1
5166,64.2,3.73,,1994-01-06,54.0,Inondations et/ou Coulées de Boue,5
5166,64.2,3.73,,1994-01-06,63.0,Glissement de Terrain,5
5166,8.0,10.0,,1995-12-16,65.0,Eboulement et/ou Chute de Blocs,0
5166,73.3,15.38,,2012-05-24,54.0,Inondations et/ou Coulées de Boue,0
6006,16.5,18.0,,1994-09-14,63.0,Glissement de Terrain,12
6006,16.5,18.0,,1994-09-14,54.0,Inondations et/ou Coulées de Boue,12
6006,71.3,17.7,,1994-09-26,63.0,Glissement de Terrain,1
6006,71.3,17.7,,1994-09-26,54.0,Inondations et/ou Coulées de Boue,1
6006,18.7,11.7,,1994-11-04,54.0,Inondations et/ou Coulées de Boue,2
6006,3.5,12.52,,1999-10-23,54.0,Inondations et/ou Coulées de Boue,1
6006,3.5,12.52,,1999-10-23,60.0,Mouvement de Terrain,1
6006,96.6,14.18,,2000-10-11,60.0,Mouvement de Terrain,0
6006,96.6,14.18,,2000-10-11,54.0,Inondations et/ou Coulées de Boue,0
6006,96.6,14.18,,2000-10-11,54.0,Inondations et/ou Coulées de Boue,0
6006,96.6,14.18,,2000-10-11,54.0,Inondations et/ou Coulées de Boue,0
6006,96.6,14.18,,2000-10-11,60.0,Mouvement de Terrain,0
6006,96.6,14.18,,2000-10-11,60.0,Mouvement de Terrain,0
6006,96.6,14.18,,2000-10-11,60.0,Mouvement de Terrain,0
6006,36.3,18.0,,2000-10-14,60.0,Mouvement de Terrain,2
6006,36.3,18.0,,2000-10-14,60.0,Mouvement de Terrain,2
6006,36.3,18.0,,2000-10-14,60.0,Mouvement de Terrain,2
6006,36.3,18.0,,2000-10-14,54.0,Inondations et/ou Coulées de Boue,2
6006,36.3,18.0,,2000-10-14,54.0,Inondations et/ou Coulées de Boue,2
6006,36.3,18.0,,2000-10-14,54.0,Inondations et/ou Coulées de Boue,2
6006,36.3,18.0,,2000-10-14,60.0,Mouvement de Terrain,2
6006,139.5,8.15,,2000-10-30,60.0,Mouvement de Terrain,1
6006,139.5,8.15,,2000-10-30,60.0,Mouvement de Terrain,1
6006,139.5,8.15,,2000-10-30,60.0,Mouvement de Terrain,1
6006,139.5,8.15,,2000-10-30,60.0,Mouvement de Terrain,1
6006,139.5,8.15,,2000-10-30,54.0,Inondations et/ou Coulées de Boue,1
6006,139.5,8.15,,2000-10-30,54.0,Inondations et/ou Coulées de Boue,1
6006,139.5,8.15,,2000-10-30,54.0,Inondations et/ou Coulées de Boue,1
6006,61.4,9.67,,2000-11-05,54.0,Inondations et/ou Coulées de Boue,1
6006,61.4,9.67,,2000-11-05,54.0,Inondations et/ou Coulées de Boue,1
6006,61.4,9.67,,2000-11-05,54.0,Inondations et/ou Coulées de Boue,1
6006,61.4,9.67,,2000-11-05,60.0,Mouvement de Terrain,1
6006,61.4,9.67,,2000-11-05,60.0,Mouvement de Terrain,1
6006,61.4,9.67,,2000-11-05,60.0,Mouvement de Terrain,1
6006,61.4,9.67,,2000-11-05,60.0,Mouvement de Terrain,1
6006,22.2,8.45,,2000-11-22,60.0,Mouvement de Terrain,2
6006,235.6,1.93,,2005-12-02,54.0,Inondations et/ou Coulées de Boue,1
6006,235.6,1.93,,2005-12-02,60.0,Mouvement de Terrain,1
6006,115.6,4.85,,2014-01-16,54.0,Inondations et/ou Coulées de Boue,2
6006,193.8,11.7,,2014-11-04,54.0,Inondations et/ou Coulées de Boue,1
6006,0.0,18.92,,2018-06-01,61.0,Inondations Remontée Nappe,14
6015,54.4,8.0,2.4,1994-01-05,63.0,Glissement de Terrain,5
6015,54.4,8.0,2.4,1994-01-05,54.0,Inondations et/ou Coulées de Boue,5
6015,82.2,5.6,4.6,1994-01-06,54.0,Inondations et/ou Coulées de Boue,7
6015,82.2,5.6,4.6,1994-01-06,63.0,Glissement de Terrain,7
6015,13.4,13.6,5.4,1994-11-04,54.0,Inondations et/ou Coulées de Boue,2
6015,43.8,9.9,2.0,2000-11-05,54.0,Inondations et/ou Coulées de Boue,1
6015,215.0,5.7,2.0,2005-12-02,54.0,Inondations et/ou Coulées de Boue,1
6015,135.0,9.05,,2019-11-23,54.0,Inondations et/ou Coulées de Boue,1
6022,47.8,13.7,,1994-11-04,54.0,Inondations et/ou Coulées de Boue,2
6022,47.8,13.7,,1994-11-04,63.0,Glissement de Terrain,2
6022,143.2,7.5,,1996-01-11,54.0,Inondations et/ou Coulées de Boue,1
6022,3.2,14.1,,1999-10-23,54.0,Inondations et/ou Coulées de Boue,1
6022,40.0,7.6,,2000-11-05,54.0,Inondations et/ou Coulées de Boue,1
6022,148.0,8.6,,2000-11-23,54.0,Inondations et/ou Coulées de Boue,1
6038,90.3,14.4,2.3,2015-10-03,54.0,Inondations et/ou Coulées de Boue,0
6038,51.3,9.3,3.3,2019-11-22,60.0,Mouvement de Terrain,2
6038,167.5,10.2,4.0,2019-11-23,54.0,Inondations et/ou Coulées de Boue,1
6059,16.0,16.48,,1992-09-27,60.0,Mouvement de Terrain,0
6059,20.8,17.5,,1992-09-27,60.0,Mouvement de Terrain,0
6059,25.0,6.98,,1992-10-03,54.0,Inondations et/ou Coulées de Boue,2
6059,25.0,6.98,,1992-10-03,54.0,Inondations et/ou Coulées de Boue,2
6059,25.0,6.98,,1992-10-03,54.0,Inondations et/ou Coulées de Boue,2
6059,27.2,11.0,,1992-10-03,54.0,Inondations et/ou Coulées de Boue,2
6059,27.2,11.0,,1992-10-03,54.0,Inondations et/ou Coulées de Boue,2
6059,27.2,11.0,,1992-10-03,54.0,Inondations et/ou Coulées de Boue,2
6059,60.0,15.12,,1992-10-06,54.0,Inondations et/ou Coulées de Boue,0
6059,60.0,15.12,,1992-10-06,54.0,Inondations et/ou Coulées de Boue,0
6059,60.0,15.12,,1992-10-06,54.0,Inondations et/ou Coulées de Boue,0
6059,65.8,11.1,,1992-10-06,54.0,Inondations et/ou Coulées de Boue,0
6059,65.8,11.1,,1992-10-06,54.0,Inondations et/ou Coulées de Boue,0
6059,65.8,11.1,,1992-10-06,54.0,Inondations et/ou Coulées de Boue,0
6059,62.0,13.85,,1992-10-10,54.0,Inondations et/ou Coulées de Boue,1
6059,62.0,13.85,,1992-10-10,54.0,Inondations et/ou Coulées de Boue,1
6059,62.0,13.85,,1992-10-10,54.0,Inondations et/ou Coulées de Boue,1
6059,0.0,13.85,,1992-10-10,54.0,Inondations et/ou Coulées de Boue,1
6059,0.0,13.85,,1992-10-10,54.0,Inondations et/ou Coulées de Boue,1
6059,0.0,13.85,,1992-10-10,54.0,Inondations et/ou Coulées de Boue,1
6059,0.0,8.72,,1994-10-31,60.0,Mouvement de Terrain,0
6059,0.0,8.72,,1994-10-31,63.0,Glissement de Terrain,0
6059,0.0,8.72,,1994-10-31,60.0,Mouvement de Terrain,0
6059,0.0,8.72,,1994-10-31,63.0,Glissement de Terrain,0
6059,26.6,11.7,,1994-11-04,54.0,Inondations et/ou Coulées de Boue,2
6059,25.0,11.7,,1994-11-04,54.0,Inondations et/ou Coulées de Boue,2
6059,0.0,12.28,,1996-10-02,65.0,Eboulement et/ou Chute de Blocs,0
6059,90.0,10.68,,1997-12-19,63.0,Glissement de Terrain,1
6059,90.0,10.68,,1997-12-19,63.0,Glissement de Terrain,1
6059,80.0,16.05,,1998-09-30,65.0,Eboulement et/ou Chute de Blocs,0
6059,80.0,16.05,,1998-09-30,54.0,Inondations et/ou Coulées de Boue,0
6059,125.4,14.1,,1998-09-30,65.0,Eboulement et/ou Chute de Blocs,0
6059,125.4,14.1,,1998-09-30,54.0,Inondations et/ou Coulées de Boue,0
6059,6.2,13.02,,1998-10-04,54.0,Inondations et/ou Coulées de Boue,0
6059,6.2,13.02,,1998-10-04,65.0,Eboulement et/ou Chute de Blocs,0
6059,6.0,14.0,,1998-10-04,54.0,Inondations et/ou Coulées de Boue,0
6059,6.0,14.0,,1998-10-04,65.0,Eboulement et/ou Chute de Blocs,0
6059,5.0,15.4,,1999-10-23,60.0,Mouvement de Terrain,1
6059,5.0,15.4,,1999-10-23,54.0,Inondations et/ou Coulées de Boue,1
6059,16.0,12.52,,1999-10-23,60.0,Mouvement de Terrain,1
6059,16.0,12.52,,1999-10-23,54.0,Inondations et/ou Coulées de Boue,1
6059,22.0,9.82,,2000-11-06,60.0,Mouvement de Terrain,0
6059,22.0,9.82,,2000-11-06,60.0,Mouvement de Terrain,0
6059,22.0,9.82,,2000-11-06,54.0,Inondations et/ou Coulées de Boue,0
6059,22.0,9.82,,2000-11-06,54.0,Inondations et/ou Coulées de Boue,0
6059,22.0,9.82,,2000-11-06,68.0,Chocs Mécaniques liés à l'action des Vagues,0
6059,20.0,5.12,,2000-11-14,60.0,Mouvement de Terrain,0
6059,75.0,9.05,,2000-11-23,60.0,Mouvement de Terrain,1
6059,75.0,9.05,,2000-11-23,54.0,Inondations et/ou Coulées de Boue,1
6059,75.0,9.05,,2000-11-23,54.0,Inondations et/ou Coulées de Boue,1
6059,75.0,9.05,,2000-11-23,60.0,Mouvement de Terrain,1
6059,20.0,7.02,,2000-11-24,54.0,Inondations et/ou Coulées de Boue,0
6059,20.0,7.02,,2000-11-24,54.0,Inondations et/ou Coulées de Boue,0
6059,20.0,7.02,,2000-11-24,60.0,Mouvement de Terrain,0
6059,20.0,7.02,,2000-11-24,60.0,Mouvement de Terrain,0
6059,4.7,9.88,,2002-04-10,60.0,Mouvement de Terrain,0
6059,14.0,8.72,,2003-10-31,68.0,Chocs Mécaniques liés à l'action des Vagues,1
6059,30.0,11.3,,2003-10-31,68.0,Chocs Mécaniques liés à l'action des Vagues,1
6059,110.0,14.9,,2005-08-21,54.0,Inondations et/ou Coulées de Boue,0
6059,105.6,14.0,,2005-08-21,54.0,Inondations et/ou Coulées de Boue,0
6059,85.0,1.93,,2006-12-02,54.0,Inondations et/ou Coulées de Boue,1
6059,83.0,9.5,,2006-12-02,54.0,Inondations et/ou Coulées de Boue,1
6059,8.6,4.6,,2008-01-12,68.0,Chocs Mécaniques liés à l'action des Vagues,0
6059,8.6,4.6,,2008-01-12,60.0,Mouvement de Terrain,0
6059,8.6,4.6,,2008-01-12,68.0,Chocs Mécaniques liés à l'action des Vagues,0
6059,0.0,4.0,,2008-12-01,60.0,Mouvement de Terrain,0
6059,0.0,4.0,,2008-12-01,68.0,Chocs Mécaniques liés à l'action des Vagues,0
6059,0.0,4.0,,2008-12-01,68.0,Chocs Mécaniques liés à l'action des Vagues,0
6059,76.8,5.9,,2008-12-14,68.0,Chocs Mécaniques liés à l'action des Vagues,1
6059,76.8,5.9,,2008-12-14,60.0,Mouvement de Terrain,1
6059,76.8,5.9,,2008-12-14,68.0,Chocs Mécaniques liés à l'action des Vagues,1
6059,15.6,7.9,,2010-02-19,68.0,Chocs Mécaniques liés à l'action des Vagues,0
6059,15.6,7.9,,2010-02-19,68.0,Chocs Mécaniques liés à l'action des Vagues,0
6059,32.2,10.2,,2010-05-04,68.0,Chocs Mécaniques liés à l'action des Vagues,0
6059,32.2,10.2,,2010-05-04,68.0,Chocs Mécaniques liés à l'action des Vagues,0
6059,21.2,13.3,,2011-11-08,68.0,Chocs Mécaniques liés à l'action des Vagues,0
6059,2.0,8.6,,2012-03-18,60.0,Mouvement de Terrain,0
6059,2.0,8.6,,2012-03-18,60.0,Mouvement de Terrain,0
6059,0.0,8.2,,2013-04-02,60.0,Mouvement de Terrain,0
6059,0.0,8.2,,2013-04-02,60.0,Mouvement de Terrain,0
6059,28.4,13.5,,2014-11-03,54.0,Inondations et/ou Coulées de Boue,2
6059,70.6,12.5,,2015-10-03,54.0,Inondations et/ou Coulées de Boue,1
6059,23.6,11.4,,2018-10-29,68.0,Chocs Mécaniques liés à l'action des Vagues,1
6059,88.3,15.0,,2020-10-02,68.0,Chocs Mécaniques liés à l'action des Vagues,1
6059,88.3,15.0,,2020-10-02,54.0,Inondations et/ou Coulées de Boue,1
6070,74.0,11.7,,1994-11-04,54.0,Inondations et/ou Coulées de Boue,2
6103,10.0,12.2,,2023-10-18,54.0,Inondations et/ou Coulées de Boue,1
6118,76.0,17.2,2.8,1988-10-11,54.0,Inondations et/ou Coulées de Boue,1
6118,110.8,16.6,2.3,1994-06-26,54.0,Inondations et/ou Coulées de Boue,1
6118,167.4,8.8,2.5,1996-01-11,54.0,Inondations et/ou Coulées de Boue,1
6118,132.4,9.0,2.4,2002-11-23,54.0,Inondations et/ou Coulées de Boue,1
6118,200.6,10.4,5.5,2010-10-31,54.0,Inondations et/ou Coulées de Boue,1
6118,76.7,13.1,5.8,2011-11-04,54.0,Inondations et/ou Coulées de Boue,2
6118,0.2,16.5,1.6,2012-10-08,60.0,Mouvement de Terrain,0
6118,128.2,8.9,6.5,2019-11-23,54.0,Inondations et/ou Coulées de Boue,1
7019,19.0,17.6,,1992-09-22,54.0,Inondations et/ou Coulées de Boue,0
7019,128.0,18.5,,1993-09-22,54.0,Inondations et/ou Coulées de Boue,3
7019,36.5,17.7,,1995-10-04,54.0,Inondations et/ou Coulées de Boue,1
7019,101.0,20.6,,1997-08-27,54.0,Inondations et/ou Coulées de Boue,0
7019,65.0,20.2,,2002-09-03,54.0,Inondations et/ou Coulées de Boue,0
7019,118.0,21.3,,2004-08-17,54.0,Inondations et/ou Coulées de Boue,0
7019,214.0,19.6,,2010-09-07,54.0,Inondations et/ou Coulées de Boue,0
7019,61.5,19.3,,2014-09-18,54.0,Inondations et/ou Coulées de Boue,1
7033,188.1,21.05,,1993-09-22,54.0,Inondations et/ou Coulées de Boue,3
7033,198.3,15.1,,1998-05-27,54.0,Inondations et/ou Coulées de Boue,1
7033,81.0,16.6,,2008-08-12,54.0,Inondations et/ou Coulées de Boue,0
7033,205.0,18.0,,2015-09-13,54.0,Inondations et/ou Coulées de Boue,1
7033,200.0,24.9,,2018-08-09,54.0,Inondations et/ou Coulées de Boue,0
7107,12.2,16.3,,1993-10-01,54.0,Inondations et/ou Coulées de Boue,13
7107,173.8,10.48,,1995-10-04,54.0,Inondations et/ou Coulées de Boue,1
7107,253.3,16.4,,2010-09-07,54.0,Inondations et/ou Coulées de Boue,1
7107,9.6,14.75,,2013-10-23,54.0,Inondations et/ou Coulées de Boue,0
7107,300.0,19.0,,2014-09-18,54.0,Inondations et/ou Coulées de Boue,2
7107,45.0,15.75,,2014-11-02,54.0,Inondations et/ou Coulées de Boue,2
7107,52.5,15.68,,2019-06-15,54.0,Inondations et/ou Coulées de Boue,0
7117,177.0,13.8,,1989-11-02,54.0,Inondations et/ou Coulées de Boue,1
7117,129.2,16.4,,1992-09-21,54.0,Inondations et/ou Coulées de Boue,2
7117,107.2,17.4,,1992-09-21,54.0,Inondations et/ou Coulées de Boue,2
7117,95.0,16.7,1.7,1995-10-04,54.0,Inondations et/ou Coulées de Boue,1
7117,79.0,15.9,,1995-10-04,54.0,Inondations et/ou Coulées de Boue,1
7117,151.0,20.3,,2004-08-17,54.0,Inondations et/ou Coulées de Boue,0
7117,145.0,20.6,2.6,2004-08-17,54.0,Inondations et/ou Coulées de Boue,0
7117,270.0,15.1,,2008-10-21,54.0,Inondations et/ou Coulées de Boue,1
7117,250.8,15.3,1.5,2008-10-21,54.0,Inondations et/ou Coulées de Boue,1
7117,254.6,16.4,3.7,2010-09-07,54.0,Inondations et/ou Coulées de Boue,1
7117,242.0,17.9,,2010-09-07,54.0,Inondations et/ou Coulées de Boue,1
7119,55.0,21.15,,1992-09-22,54.0,Inondations et/ou Coulées de Boue,0
7119,202.7,12.8,,2008-11-01,54.0,Inondations et/ou Coulées de Boue,1
7131,18.6,16.0,,1992-09-22,54.0,Inondations et/ou Coulées de Boue,0
7131,25.0,16.8,2.3,1995-10-04,54.0,Inondations et/ou Coulées de Boue,1
7131,130.0,20.7,,2008-09-03,54.0,Inondations et/ou Coulées de Boue,0
7131,0.4,11.6,5.2,2008-10-22,54.0,Inondations et/ou Coulées de Boue,0
7131,215.0,19.4,3.0,2010-09-07,54.0,Inondations et/ou Coulées de Boue,1
7131,35.8,19.0,1.4,2014-09-18,54.0,Inondations et/ou Coulées de Boue,2
7131,15.7,16.4,1.2,2023-10-17,54.0,Inondations et/ou Coulées de Boue,2
7131,1.6,11.6,1.4,2023-10-22,54.0,Inondations et/ou Coulées de Boue,0
7159,108.0,9.2,,1994-01-06,54.0,Inondations et/ou Coulées de Boue,5
7159,43.0,17.4,,1995-10-04,54.0,Inondations et/ou Coulées de Boue,1
7159,156.5,20.9,,2008-09-03,54.0,Inondations et/ou Coulées de Boue,0
7159,1.0,11.7,,2023-10-22,54.0,Inondations et/ou Coulées de Boue,0
7202,177.4,15.7,2.9,1992-09-22,54.0,Inondations et/ou Coulées de Boue,0
7202,165.7,19.1,,1992-09-22,54.0,Inondations et/ou Coulées de Boue,0
7202,305.4,7.9,4.0,1997-12-18,54.0,Inondations et/ou Coulées de Boue,2
7202,240.2,12.6,3.1,2008-11-01,54.0,Inondations et/ou Coulées de Boue,1
