code_commune,rain_24,average_celsius,average_wind,datetime,risk_level,duration_days
1,151.7,6.98,8.5,1990-02-13,54.0,5
1,65.0,4.5,8.5,1990-02-13,54.0,5
1,121.7,2.3,8.5,1990-02-13,54.0,5
1,32.5,6.0,8.5,1990-02-13,54.0,5
1,42.5,22.3,7.4,1990-06-27,54.0,1
1,61.9,2.0,8.2,1991-12-21,54.0,3
1,34.9,16.5,7.9,1992-05-30,54.0,2
1,41.8,17.0,7.9,1993-10-05,54.0,5
1,60.6,18.3,7.4,2007-06-11,54.0,0
1,35.0,23.3,7.4,2016-06-24,54.0,0
2,44.6,20.4,9.8,1987-09-01,54.0,0
2,91.2,21.3,9.8,1987-09-01,54.0,0
2,53.0,27.65,8.4,1988-07-23,54.0,0
2,72.8,27.7,8.4,1988-07-23,54.0,0
2,0.0,7.45,11.1,1988-12-02,54.0,6
2,0.0,2.65,11.1,1988-12-02,54.0,6
2,23.5,17.9,8.4,1989-07-08,54.0,0
2,47.8,15.5,9.1,1992-05-28,54.0,1
2,16.7,20.3,9.1,1992-05-28,54.0,1
2,49.5,14.9,8.7,1992-06-03,54.0,0
2,19.3,13.2,9.1,1993-05-18,54.0,0
2,0.2,13.0,11.1,1993-12-17,54.0,16
2,8.0,10.3,11.1,1993-12-17,54.0,16
2,5.0,6.5,11.1,1993-12-17,54.0,16
2,9.1,10.55,11.1,1993-12-17,54.0,16
2,8.4,7.4,11.1,1993-12-17,54.0,16
2,4.2,10.48,11.1,1993-12-17,54.0,16
2,39.5,13.2,9.1,1994-05-18,54.0,1
2,6.5,5.55,11.5,1995-01-17,54.0,14
2,6.1,4.5,11.5,1995-01-17,54.0,14
2,2.0,5.8,11.5,1995-01-17,54.0,14
2,10.2,3.8,11.5,1995-01-17,54.0,14
2,5.2,4.1,11.5,1995-01-17,54.0,14
2,5.7,6.3,11.5,1995-01-17,54.0,14
2,74.7,22.5,8.1,1995-08-06,54.0,1
2,37.8,13.65,9.1,1996-05-18,54.0,0
2,18.3,11.5,8.7,1997-06-11,54.0,0
2,16.0,7.95,11.1,1999-12-25,54.0,4
2,14.5,8.1,11.1,1999-12-25,60.0,4
2,12.2,7.95,11.1,1999-12-25,54.0,4
2,18.0,7.5,11.1,1999-12-25,54.0,4
2,13.2,7.35,11.1,1999-12-25,54.0,4
2,24.0,6.3,11.1,1999-12-25,54.0,4
2,25.0,7.6,11.1,1999-12-25,54.0,4
2,6.8,6.8,8.3,1999-12-25,54.0,4
2,16.4,8.8,11.1,1999-12-25,54.0,4
2,10.7,7.0,11.1,1999-12-25,60.0,4
2,16.4,9.4,11.1,1999-12-25,54.0,4
2,17.5,6.48,11.1,1999-12-25,60.0,4
2,48.0,17.0,9.1,2000-05-07,54.0,0
2,5.7,18.4,9.1,2000-05-11,54.0,0
2,30.0,8.7,10.7,2001-03-21,54.0,8
2,45.0,7.0,10.3,2002-11-10,54.0,1
2,39.4,7.08,11.5,2003-01-01,54.0,1
2,23.0,4.05,11.5,2003-01-02,54.0,2
2,38.0,22.95,8.1,2004-08-18,54.0,0
2,39.0,11.3,10.3,2004-10-20,54.0,0
2,63.5,16.5,9.1,2006-05-06,54.0,0
2,46.2,16.7,9.8,2008-09-11,54.0,0
2,27.0,4.5,11.5,2011-01-06,54.0,1
2,26.9,22.8,2.7,2015-06-05,54.0,0
2,63.0,18.3,9.1,2018-05-24,54.0,0
2,0.0,23.7,8.7,2021-06-18,54.0,0
2,1.2,23.1,8.1,2023-08-23,54.0,0
3,13.1,9.07,8.7,1988-03-18,54.0,3
3,61.7,12.8,7.9,1988-05-13,54.0,6
3,23.7,29.0,7.4,1990-06-26,54.0,2
3,61.2,29.0,7.4,1990-06-26,54.0,2
3,0.5,28.18,7.2,1993-07-05,54.0,1
3,72.9,16.38,7.4,1998-06-06,54.0,0
3,38.5,9.73,7.9,1999-10-22,54.0,0
3,15.3,8.65,8.2,1999-12-25,54.0,4
3,4.7,9.8,8.2,1999-12-25,54.0,4
3,10.8,12.6,8.2,1999-12-25,60.0,4
3,12.6,6.5,8.2,1999-12-25,54.0,4
3,10.0,12.6,8.2,1999-12-25,54.0,4
3,6.6,12.6,8.2,1999-12-25,54.0,4
3,5.6,12.6,8.2,1999-12-25,54.0,4
3,9.3,9.8,8.2,1999-12-25,54.0,4
3,6.2,8.8,8.2,1999-12-25,60.0,4
3,11.7,10.0,8.2,1999-12-25,54.0,4
3,12.0,11.2,8.2,1999-12-25,54.0,4
3,0.1,5.7,8.2,2003-12-04,54.0,2
3,35.5,19.5,7.4,2008-06-10,54.0,0
3,34.0,13.97,7.9,2016-05-28,54.0,0
4,63.5,18.35,12.0,1990-10-01,54.0,0
4,0.0,6.72,11.3,1993-05-04,54.0,0
4,33.2,2.25,12.7,1994-01-05,54.0,3
4,12.0,1.4,12.7,1994-01-05,54.0,3
4,44.0,1.4,12.7,1994-01-05,63.0,3
4,40.5,8.6,12.8,2003-12-01,54.0,1
4,92.0,6.2,12.8,2003-12-02,54.0,0
4,2.8,14.4,10.9,2013-06-03,54.0,0
4,100.0,6.4,12.8,2019-12-01,54.0,1
4,44.9,0.1,12.8,2019-12-20,60.0,1
4,90.3,14.52,11.3,2021-05-10,54.0,1
4,48.8,3.6,12.9,2023-11-30,54.0,2
5,50.0,17.7,10.5,1993-08-23,54.0,1
5,64.2,3.73,12.7,1994-01-06,54.0,5
5,8.0,10.0,12.8,1995-12-16,65.0,0
5,48.2,8.4,3.5,2000-11-23,61.0,1
5,32.2,10.0,4.0,2002-11-15,54.0,1
5,0.0,7.7,12.9,2010-03-23,60.0,0
5,73.3,15.38,11.3,2012-05-24,54.0,0
5,31.8,8.28,12.9,2023-11-30,54.0,2
6,76.0,17.2,2.8,1988-10-11,54.0,1
6,16.0,16.48,11.0,1992-09-27,60.0,0
6,25.0,6.98,12.0,1992-10-03,54.0,2
6,60.0,15.12,12.0,1992-10-06,54.0,0
6,62.0,13.85,12.0,1992-10-10,54.0,1
6,54.4,8.0,2.4,1994-01-05,63.0,5
6,82.2,5.6,4.6,1994-01-06,54.0,7
6,110.8,16.6,2.3,1994-06-26,54.0,1
6,16.5,18.0,11.0,1994-09-14,63.0,12
6,71.3,17.7,11.0,1994-09-26,63.0,1
6,0.0,8.72,12.0,1994-10-31,60.0,0
6,18.7,11.7,12.9,1994-11-04,54.0,2
6,13.4,13.6,5.4,1994-11-04,54.0,2
6,47.8,13.7,12.9,1994-11-04,54.0,2
6,26.6,11.7,12.9,1994-11-04,54.0,2
6,74.0,11.7,12.9,1994-11-04,54.0,2
6,143.2,7.5,12.7,1996-01-11,54.0,1
6,167.4,8.8,2.5,1996-01-11,54.0,1
6,0.0,12.28,12.0,1996-10-02,65.0,0
6,90.0,10.68,12.8,1997-12-19,63.0,1
6,80.0,16.05,11.0,1998-09-30,65.0,0
6,6.2,13.02,12.0,1998-10-04,54.0,0
6,3.5,12.52,12.0,1999-10-23,54.0,1
6,3.2,14.1,12.0,1999-10-23,54.0,1
6,5.0,15.4,12.0,1999-10-23,60.0,1
6,96.6,14.18,12.0,2000-10-11,60.0,0
6,36.3,18.0,12.0,2000-10-14,60.0,2
6,139.5,8.15,12.0,2000-10-30,60.0,1
6,61.4,9.67,12.9,2000-11-05,54.0,1
6,43.8,9.9,2.0,2000-11-05,54.0,1
6,40.0,7.6,12.9,2000-11-05,54.0,1
6,22.0,9.82,12.9,2000-11-06,60.0,0
6,20.0,5.12,12.9,2000-11-14,60.0,0
6,22.2,8.45,12.9,2000-11-22,60.0,2
6,148.0,8.6,12.9,2000-11-23,54.0,1
6,75.0,9.05,12.9,2000-11-23,60.0,1
6,20.0,7.02,12.9,2000-11-24,54.0,0
6,4.7,9.88,12.6,2002-04-10,60.0,0
6,132.4,9.0,2.4,2002-11-23,54.0,1
6,14.0,8.72,12.0,2003-10-31,68.0,1
6,110.0,14.9,10.5,2005-08-21,54.0,0
6,235.6,1.93,12.8,2005-12-02,54.0,1
6,215.0,5.7,2.0,2005-12-02,54.0,1
6,85.0,1.93,12.8,2006-12-02,54.0,1
6,8.6,4.6,12.7,2008-01-12,68.0,0
6,0.0,4.0,12.8,2008-12-01,60.0,0
6,76.8,5.9,12.8,2008-12-14,68.0,1
6,15.6,7.9,13.1,2010-02-19,68.0,0
6,32.2,10.2,11.3,2010-05-04,68.0,0
6,200.6,10.4,5.5,2010-10-31,54.0,1
6,76.7,13.1,5.8,2011-11-04,54.0,2
6,21.2,13.3,12.9,2011-11-08,68.0,0
6,2.0,8.6,12.9,2012-03-18,60.0,0
6,0.2,16.5,1.6,2012-10-08,60.0,0
6,0.0,8.2,12.6,2013-04-02,60.0,0
6,115.6,4.85,12.7,2014-01-16,54.0,2
6,28.4,13.5,12.9,2014-11-03,54.0,2
6,193.8,11.7,12.9,2014-11-04,54.0,1
6,90.3,14.4,2.3,2015-10-03,54.0,0
6,70.6,12.5,12.0,2015-10-03,54.0,1
6,0.0,18.92,10.9,2018-06-01,61.0,14
6,23.6,11.4,12.0,2018-10-29,68.0,1
6,51.3,9.3,3.3,2019-11-22,60.0,2
6,135.0,9.05,12.9,2019-11-23,54.0,1
6,167.5,10.2,4.0,2019-11-23,54.0,1
6,128.2,8.9,6.5,2019-11-23,54.0,1
6,88.3,15.0,12.0,2020-10-02,68.0,1
6,10.0,12.2,12.0,2023-10-18,54.0,1
7,177.0,13.8,8.1,1989-11-02,54.0,1
7,129.2,16.4,7.4,1992-09-21,54.0,2
7,19.0,17.6,7.4,1992-09-22,54.0,0
7,55.0,21.15,7.4,1992-09-22,54.0,0
7,18.6,16.0,7.4,1992-09-22,54.0,0
7,177.4,15.7,2.9,1992-09-22,54.0,0
7,64.0,19.1,7.4,1992-09-22,54.0,0
7,225.0,19.58,7.4,1992-09-22,54.0,0
7,19.5,17.2,7.4,1992-09-22,54.0,0
7,128.0,18.5,7.4,1993-09-22,54.0,3
7,188.1,21.05,7.4,1993-09-22,54.0,3
7,96.0,19.58,7.4,1993-09-22,54.0,3
7,160.0,19.58,7.4,1993-09-22,54.0,3
7,274.0,20.6,7.4,1993-09-22,54.0,3
7,12.2,16.3,7.9,1993-10-01,54.0,13
7,16.0,16.8,7.9,1993-10-01,54.0,13
7,108.0,9.2,8.2,1994-01-06,54.0,5
7,103.0,23.1,7.4,1994-09-12,54.0,2
7,36.5,17.7,7.9,1995-10-04,54.0,1
7,173.8,10.48,7.9,1995-10-04,54.0,1
7,95.0,16.7,1.7,1995-10-04,54.0,1
7,25.0,16.8,2.3,1995-10-04,54.0,1
7,43.0,17.4,7.9,1995-10-04,54.0,1
7,7.1,18.6,7.9,1995-10-04,54.0,1
7,14.6,8.1,3.1,1996-11-10,54.0,3
7,13.0,4.25,8.1,1996-11-10,54.0,3
7,130.0,4.25,8.1,1996-11-10,54.0,3
7,101.0,20.6,6.9,1997-08-27,54.0,0
7,305.4,7.9,4.0,1997-12-18,54.0,2
7,230.0,10.9,8.2,1997-12-18,54.0,2
7,198.3,15.1,7.9,1998-05-27,54.0,1
7,200.0,15.9,7.9,1998-05-27,54.0,1
7,104.0,5.08,8.2,2000-12-08,54.0,1
7,65.0,20.2,7.4,2002-09-03,54.0,0
7,229.5,16.7,7.4,2002-09-08,54.0,1
7,51.6,8.7,8.2,2003-12-02,54.0,0
7,118.0,21.3,6.9,2004-08-17,54.0,0
7,151.0,20.3,6.9,2004-08-17,54.0,0
7,81.0,16.6,6.9,2008-08-12,54.0,0
7,130.0,20.7,7.4,2008-09-03,54.0,0
7,156.5,20.9,7.4,2008-09-03,54.0,0
7,81.0,14.98,7.4,2008-09-06,54.0,0
7,270.0,15.1,7.9,2008-10-21,54.0,1
7,0.4,11.6,5.2,2008-10-22,54.0,0
7,202.7,12.8,8.1,2008-11-01,54.0,1
7,240.2,12.6,3.1,2008-11-01,54.0,1
7,317.0,9.6,8.1,2008-11-01,54.0,1
7,214.0,19.6,7.4,2010-09-07,54.0,0
7,253.3,16.4,7.4,2010-09-07,54.0,1
7,254.6,16.4,3.7,2010-09-07,54.0,1
7,215.0,19.4,3.0,2010-09-07,54.0,1
7,311.0,16.35,7.4,2010-09-07,54.0,0
7,225.0,16.35,7.4,2010-09-07,54.0,0
7,195.3,10.2,8.1,2011-11-03,54.0,1
7,9.6,14.75,7.9,2013-10-23,54.0,0
7,7.5,18.08,7.9,2013-10-23,54.0,0
7,61.5,19.3,7.4,2014-09-18,54.0,1
7,300.0,19.0,7.4,2014-09-18,54.0,2
7,35.8,19.0,1.4,2014-09-18,54.0,2
7,343.6,16.9,0.6,2014-09-18,54.0,2
7,350.0,19.1,7.4,2014-09-18,54.0,2
7,274.0,13.32,7.9,2014-10-12,54.0,1
7,45.0,15.75,8.1,2014-11-02,54.0,2
7,98.0,10.22,8.1,2014-11-03,54.0,2
7,205.0,18.0,7.4,2015-09-13,54.0,1
7,209.0,19.2,7.4,2015-09-13,54.0,1
7,200.0,24.9,6.9,2018-08-09,54.0,0
7,52.5,15.68,7.4,2019-06-15,54.0,0
7,42.3,16.5,1.3,2021-10-02,54.0,2
7,54.5,21.78,7.4,2023-09-17,54.0,0
7,15.7,16.4,1.2,2023-10-17,54.0,2
7,0.0,12.15,7.9,2023-10-17,54.0,2
7,1.6,11.6,1.4,2023-10-22,54.0,0
7,1.0,11.7,7.9,2023-10-22,54.0,0
8,39.8,20.2,6.2,1988-07-23,54.0,0
8,53.5,22.0,6.2,1988-07-23,54.0,0
8,11.0,4.2,8.0,1990-12-31,54.0,15
8,0.7,3.6,8.0,1990-12-31,54.0,15
8,0.0,8.5,7.2,1992-04-13,54.0,0
8,49.4,8.1,8.3,1993-01-11,54.0,11
8,32.8,10.0,8.3,1993-01-11,54.0,11
8,30.0,10.0,8.3,1993-01-11,54.0,11
8,41.0,8.1,8.3,1993-01-11,54.0,11
8,36.2,11.1,8.0,1993-12-19,54.0,14
8,23.6,15.0,8.0,1993-12-19,54.0,14
8,27.4,11.0,8.0,1993-12-19,54.0,14
8,54.0,9.1,8.0,1993-12-19,54.0,14
8,41.2,8.3,8.0,1993-12-20,54.0,13
8,22.1,11.0,8.0,1993-12-20,54.0,13
8,38.5,6.0,8.0,1993-12-20,54.0,13
8,32.5,6.8,8.0,1993-12-20,54.0,13
8,4.6,2.7,8.3,1995-01-17,54.0,14
8,2.6,2.4,8.3,1995-01-17,54.0,19
8,0.9,5.75,8.3,1995-01-17,54.0,14
8,8.0,4.2,8.3,1995-01-17,54.0,14
8,7.8,2.8,8.3,1995-01-17,54.0,14
8,8.4,4.3,8.0,1999-12-25,54.0,4
8,8.7,10.25,8.0,1999-12-25,54.0,4
8,18.0,5.5,8.0,1999-12-25,54.0,4
8,17.5,7.0,8.0,1999-12-25,54.0,4
8,6.8,4.6,8.0,1999-12-25,54.0,4
8,8.8,5.6,8.0,1999-12-25,54.0,4
8,58.2,5.6,8.3,2001-01-05,54.0,0
8,13.8,10.6,8.3,2003-01-02,54.0,3
8,13.7,10.0,8.3,2011-01-08,61.0,2
8,66.5,15.45,6.4,2016-06-08,54.0,0
8,84.9,22.6,6.6,2018-05-27,54.0,0
8,67.0,14.15,6.4,2018-06-11,54.0,0
8,24.1,22.6,6.4,2021-06-04,54.0,0
8,77.2,24.9,6.2,2021-07-13,54.0,3
9,26.0,-0.8,7.1,1992-01-22,54.0,3
9,8.0,-0.3,7.1,1992-01-22,58.0,3
9,52.5,9.0,6.8,1996-11-30,54.0,1
9,79.0,9.0,6.8,1996-11-30,54.0,1
9,60.5,21.0,5.7,1999-08-28,54.0,0
9,25.5,12.0,6.2,2000-06-14,54.0,1
9,100.0,17.5,5.9,2002-07-29,54.0,0
9,85.0,13.8,6.2,2006-06-28,54.0,0
9,45.0,16.5,6.0,2011-09-03,54.0,1
9,39.0,4.0,7.1,2014-01-23,66.0,2
9,136.0,1.4,7.1,2014-01-24,54.0,2
10,80.0,10.3,6.6,1988-05-16,54.0,2
10,36.3,20.8,6.2,1990-07-28,54.0,0
10,18.2,15.7,7.2,1993-04-29,54.0,1
10,27.0,21.1,6.2,1993-07-01,54.0,1
10,100.9,21.1,6.2,1995-07-01,54.0,0
10,27.6,17.8,6.7,1995-10-03,54.0,0
10,11.4,11.0,8.0,1999-03-09,54.0,2
10,18.0,11.0,8.0,1999-03-09,54.0,2
10,66.0,15.7,1.6,1999-05-18,54.0,0
10,64.0,14.8,6.4,1999-06-13,54.0,0
10,19.7,8.5,8.0,1999-12-25,60.0,4
10,23.0,8.5,8.0,1999-12-25,54.0,4
10,12.9,7.5,8.0,1999-12-25,54.0,4
10,12.8,8.0,8.0,1999-12-25,54.0,4
10,13.5,7.2,8.0,1999-12-25,54.0,4
10,20.0,5.9,8.0,1999-12-25,54.0,4
10,13.5,8.5,8.0,1999-12-25,54.0,4
10,14.0,7.3,8.0,1999-12-25,54.0,4
10,17.0,8.5,8.0,1999-12-25,54.0,4
10,17.0,8.5,8.0,1999-12-25,54.0,4
10,12.5,8.5,8.0,1999-12-25,54.0,4
10,27.0,8.5,8.0,1999-12-25,54.0,4
10,14.8,6.4,8.0,1999-12-25,60.0,4
10,19.4,7.5,6.2,1999-12-25,54.0,4
10,14.6,6.8,5.5,1999-12-25,54.0,4
10,14.5,8.5,8.0,1999-12-25,54.0,4
10,14.8,8.5,8.0,1999-12-25,60.0,4
10,13.5,6.9,8.0,1999-12-25,60.0,4
10,62.0,17.15,6.3,2000-09-12,54.0,0
10,62.0,22.2,6.3,2000-09-12,54.0,0
10,68.0,24.4,6.4,2005-06-29,54.0,0
10,57.6,14.1,6.6,2007-05-26,54.0,0
10,42.0,19.45,6.2,2008-07-02,54.0,1
10,12.3,0.5,3.3,2010-12-23,54.0,0
10,50.8,9.5,6.6,2012-05-02,54.0,1
10,29.0,17.7,6.4,2012-06-07,54.0,0
10,41.9,16.35,6.4,2012-06-07,54.0,0
10,22.2,16.35,6.4,2012-06-07,54.0,0
10,56.5,17.8,6.4,2012-06-07,54.0,0
10,40.0,10.7,6.6,2013-05-03,61.0,4
10,0.0,12.9,1.7,2013-05-04,54.0,2
10,0.0,12.7,6.6,2013-05-04,54.0,2
10,0.0,12.2,1.9,2013-05-04,61.0,5
10,0.5,5.55,6.6,2013-05-05,61.0,3
10,0.2,5.55,6.6,2013-05-05,61.0,7
10,0.2,7.85,6.6,2013-05-07,54.0,2
10,0.0,10.6,3.1,2013-05-10,61.0,2
10,35.2,13.4,6.6,2016-05-30,54.0,2
10,6.8,16.2,6.2,2021-07-15,54.0,0
11,56.0,22.5,10.9,1987-07-15,54.0,0
11,45.4,22.5,10.9,1987-07-15,54.0,0
11,50.0,25.02,10.9,1987-07-15,54.0,0
11,19.7,22.3,10.9,1987-07-15,54.0,0
11,64.0,16.65,12.0,1987-10-09,54.0,1
11,10.4,17.8,12.0,1987-10-10,54.0,0
11,9.2,17.8,12.0,1987-10-10,54.0,0
11,3.3,17.8,12.0,1987-10-10,54.0,0
11,10.0,17.8,12.0,1987-10-10,54.0,0
11,15.0,17.8,12.0,1987-10-10,54.0,0
11,10.2,19.0,12.0,1987-10-10,54.0,0
11,13.5,17.8,12.0,1987-10-10,54.0,0
11,15.0,18.5,12.0,1987-10-10,54.0,0
11,5.0,17.8,12.0,1987-10-10,54.0,0
11,5.3,18.3,12.0,1987-10-10,54.0,0
11,8.8,17.8,12.0,1987-10-10,54.0,0
11,54.9,14.9,12.0,1987-10-10,54.0,0
11,4.0,17.8,12.0,1987-10-10,54.0,0
11,27.3,17.8,12.0,1987-10-10,54.0,0
11,29.0,17.8,12.0,1987-10-10,54.0,0
11,3.0,17.8,12.0,1987-10-10,54.0,0
11,15.3,17.0,12.0,1987-10-10,54.0,0
11,3.0,17.8,12.0,1987-10-10,54.0,0
11,48.4,14.35,11.3,1988-05-18,54.0,0
11,27.9,14.35,11.3,1988-05-18,54.0,0
11,92.4,21.5,10.5,1989-08-05,54.0,0
11,77.8,21.0,10.5,1989-08-05,54.0,0
11,234.8,26.2,10.5,1989-08-05,54.0,0
11,33.2,18.0,11.3,1990-05-18,54.0,0
11,47.7,29.3,10.9,1990-07-24,54.0,0
11,90.4,22.4,4.6,1990-07-28,54.0,0
11,40.0,-0.7,1.9,1992-01-22,54.0,3
11,42.0,5.08,12.7,1992-01-22,54.0,3
11,52.0,5.08,12.7,1992-01-22,54.0,3
11,50.0,0.1,3.5,1992-01-22,54.0,3
11,56.0,-1.5,12.7,1992-01-22,54.0,3
11,60.0,5.08,12.7,1992-01-22,54.0,3
11,24.0,5.08,12.7,1992-01-22,54.0,3
11,56.0,5.08,12.7,1992-01-22,54.0,3
11,60.0,5.08,12.7,1992-01-22,54.0,3
11,45.0,5.08,12.7,1992-01-22,58.0,3
11,60.0,5.08,12.7,1992-01-22,54.0,3
11,40.0,5.08,12.7,1992-01-22,54.0,3
11,55.0,5.08,12.7,1992-01-22,54.0,3
11,42.0,0.3,2.1,1992-01-22,54.0,3
11,32.0,-2.0,12.7,1992-01-22,54.0,3
11,25.0,0.3,12.7,1992-01-22,54.0,3
11,40.0,-1.7,1.6,1992-01-22,54.0,3
11,45.0,5.08,12.7,1992-01-22,54.0,3
11,52.6,5.08,12.7,1992-01-22,54.0,3
11,78.3,5.08,12.7,1992-01-22,54.0,3
11,40.0,-1.8,12.7,1992-01-22,54.0,3
11,80.0,5.08,12.7,1992-01-22,58.0,3
11,70.0,0.8,12.7,1992-01-22,54.0,3
11,120.6,1.5,12.7,1992-01-22,54.0,3
11,26.0,5.08,12.7,1992-01-22,54.0,3
11,60.0,5.08,12.7,1992-01-22,58.0,3
11,25.0,5.08,12.7,1992-01-22,54.0,3
11,45.6,0.0,12.7,1992-01-22,54.0,3
11,55.0,-1.5,1.6,1992-01-22,54.0,3
11,56.0,5.08,12.7,1992-01-22,54.0,3
11,48.0,5.08,12.7,1992-01-22,54.0,3
11,50.0,5.08,12.7,1992-01-22,54.0,3
11,3.0,5.08,12.7,1992-01-22,54.0,3
11,60.0,1.5,12.7,1992-01-22,54.0,3
11,30.0,5.08,12.7,1992-01-22,58.0,3
11,47.4,0.5,12.7,1992-01-22,54.0,3
11,34.0,0.8,3.8,1992-01-22,54.0,3
11,42.0,-2.0,12.7,1992-01-22,54.0,3
11,32.0,5.08,12.7,1992-01-22,58.0,3
11,32.0,5.08,12.7,1992-01-22,54.0,3
11,23.0,0.0,12.7,1992-01-22,54.0,3
11,47.0,5.08,12.7,1992-01-22,58.0,3
11,55.0,-2.4,2.7,1992-01-22,54.0,3
11,35.0,0.0,2.9,1992-01-22,54.0,3
11,20.0,-0.3,12.7,1992-01-22,54.0,3
11,70.0,1.5,12.7,1992-01-22,54.0,3
11,48.0,5.08,12.7,1992-01-22,54.0,3
11,25.0,5.08,12.7,1992-01-22,54.0,3
11,64.2,5.08,12.7,1992-01-22,54.0,3
11,70.0,5.08,12.7,1992-01-22,54.0,3
11,60.0,5.08,12.7,1992-01-22,54.0,3
11,56.0,-3.0,12.7,1992-01-22,54.0,3
11,26.4,-3.5,12.7,1992-01-22,54.0,3
11,21.6,5.08,12.7,1992-01-22,54.0,3
11,65.6,5.08,12.7,1992-01-22,58.0,3
11,80.0,1.5,12.7,1992-01-22,54.0,3
11,48.0,1.0,12.7,1992-01-22,58.0,3
11,60.0,5.08,12.7,1992-01-22,54.0,3
11,52.0,5.08,12.7,1992-01-22,58.0,3
11,29.5,5.08,12.7,1992-01-22,54.0,3
11,56.9,20.83,10.9,1992-06-23,54.0,1
11,22.2,16.2,4.5,1992-06-23,54.0,1
11,130.0,14.4,10.9,1992-06-23,54.0,1
11,158.0,20.83,10.9,1992-06-23,54.0,1
11,50.0,20.83,10.9,1992-06-23,54.0,1
11,55.0,25.7,10.9,1992-07-01,54.0,0
11,80.3,25.7,10.9,1992-07-01,54.0,0
11,83.0,16.5,10.5,1992-08-09,54.0,0
11,27.8,18.1,7.0,1992-09-26,54.0,1
11,87.0,21.28,11.0,1992-09-26,54.0,1
11,50.3,21.28,11.0,1992-09-26,54.0,1
11,88.0,21.28,11.0,1992-09-26,54.0,1
11,90.0,21.28,11.0,1992-09-26,54.0,1
11,162.0,21.28,11.0,1992-09-26,54.0,1
11,59.3,21.28,11.0,1992-09-26,54.0,1
11,39.0,17.1,9.5,1992-09-26,54.0,1
11,61.0,15.3,11.0,1992-09-26,54.0,1
11,55.8,15.7,10.1,1992-09-26,54.0,1
11,56.5,21.28,11.0,1992-09-26,54.0,1
11,122.8,21.28,11.0,1992-09-26,54.0,1
11,123.0,21.28,11.0,1992-09-26,54.0,1
11,122.0,18.3,7.4,1992-09-26,54.0,1
11,124.0,19.5,11.0,1992-09-26,54.0,1
11,210.0,21.5,11.0,1992-09-26,54.0,1
11,190.2,21.28,11.0,1992-09-26,54.0,1
11,113.9,21.28,11.0,1992-09-26,54.0,1
11,32.8,21.28,11.0,1992-09-26,54.0,1
11,29.3,18.5,11.0,1992-09-26,54.0,1
11,128.8,17.5,9.9,1992-09-26,54.0,1
11,65.0,21.28,11.0,1992-09-26,54.0,1
11,57.4,18.0,11.0,1992-09-26,54.0,1
11,120.0,18.3,8.0,1992-09-26,54.0,1
11,67.1,18.3,11.0,1992-09-26,54.0,1
11,290.0,19.1,10.6,1992-09-26,54.0,1
11,196.0,20.0,11.0,1992-09-26,54.0,1
11,84.0,21.28,11.0,1992-09-26,54.0,1
11,16.2,21.28,11.0,1992-09-26,54.0,1
11,38.6,21.28,11.0,1992-09-26,54.0,1
11,100.0,21.28,11.0,1992-09-26,54.0,1
11,190.0,14.5,11.0,1992-09-26,54.0,1
11,73.4,16.5,11.0,1992-09-26,54.0,1
11,24.5,21.28,11.0,1992-09-26,54.0,1
11,25.0,18.18,12.0,1993-10-27,54.0,5
11,27.2,18.18,12.0,1993-10-27,54.0,5
11,19.8,14.8,3.0,1994-10-18,54.0,1
11,46.2,14.0,12.0,1994-10-18,54.0,1
11,15.0,11.12,12.8,1995-12-15,54.0,1
11,44.0,1.5,12.8,1995-12-15,54.0,1
11,47.0,2.1,12.8,1995-12-15,54.0,1
11,50.0,3.0,12.8,1995-12-15,54.0,1
11,130.0,6.85,12.7,1996-01-28,54.0,1
11,98.4,12.3,4.3,1996-01-28,54.0,1
11,67.2,23.4,4.5,1996-07-27,54.0,0
11,48.0,23.3,5.6,1996-08-10,54.0,0
11,27.0,19.88,10.5,1996-08-20,54.0,0
11,16.2,19.88,10.5,1996-08-20,54.0,0
11,26.8,25.1,6.0,1996-08-20,54.0,0
11,134.1,15.0,12.0,1996-10-14,54.0,1
11,16.4,13.65,12.9,1996-11-29,54.0,3
11,13.5,9.52,12.8,1996-12-06,54.0,6
11,20.0,11.7,4.0,1996-12-06,54.0,6
11,10.0,9.52,12.8,1996-12-06,54.0,6
11,24.4,9.52,12.8,1996-12-06,54.0,6
11,19.0,12.7,6.3,1996-12-06,54.0,6
11,18.9,9.52,12.8,1996-12-06,54.0,6
11,10.5,9.52,12.8,1996-12-06,54.0,6
11,41.0,9.52,12.8,1996-12-06,54.0,6
11,16.6,10.9,12.8,1996-12-06,54.0,6
11,40.2,12.6,4.1,1996-12-06,54.0,6
11,50.0,13.5,12.8,1996-12-06,54.0,6
11,83.0,9.52,12.8,1996-12-06,54.0,6
11,32.3,9.52,12.8,1996-12-06,54.0,6
11,10.4,10.6,5.7,1996-12-06,54.0,6
11,23.0,9.52,12.8,1996-12-06,54.0,6
11,30.0,13.5,12.8,1996-12-06,54.0,6
11,110.0,12.8,9.9,1996-12-06,54.0,6
11,55.0,13.0,6.3,1996-12-06,54.0,6
11,10.9,10.0,12.8,1996-12-06,54.0,6
11,17.4,9.7,4.2,1996-12-06,54.0,6
11,77.8,13.9,3.4,1996-12-06,54.0,6
11,120.0,13.3,12.8,1996-12-06,54.0,6
11,47.5,9.52,12.8,1996-12-06,54.0,6
