code_commune,rain_24,average_celsius,average_wind,datetime,risk_level
1,0.27937384898710865,0.40244200244200246,0.375,1990-02-13,54.0
1,0.11970534069981584,0.3418803418803419,0.375,1990-02-13,54.0
1,0.2241252302025783,0.28815628815628813,0.375,1990-02-13,54.0
1,0.05985267034990792,0.3785103785103785,0.375,1990-02-13,54.0
1,0.07826887661141806,0.7765567765567767,0.32407407407407407,1990-06-27,54.0
1,0.1139963167587477,0.28083028083028083,0.36111111111111105,1991-12-21,54.0
1,0.06427255985267034,0.6349206349206349,0.3472222222222222,1992-05-30,54.0
1,0.07697974217311233,0.6471306471306472,0.3472222222222222,1993-10-05,54.0
1,0.11160220994475138,0.6788766788766789,0.32407407407407407,2007-06-11,54.0
1,0.06445672191528545,0.800976800976801,0.32407407407407407,2016-06-24,54.0
2,0.08213627992633518,0.7301587301587301,0.43518518518518523,1987-09-01,54.0
2,0.16795580110497238,0.7521367521367521,0.43518518518518523,1987-09-01,54.0
2,0.09760589318600368,0.9072039072039071,0.37037037037037035,1988-07-23,54.0
2,0.13406998158379374,0.9084249084249083,0.37037037037037035,1988-07-23,54.0
2,0.0,0.4139194139194139,0.49537037037037035,1988-12-02,54.0
2,0.0,0.2967032967032967,0.49537037037037035,1988-12-02,54.0
2,0.0432780847145488,0.6691086691086691,0.37037037037037035,1989-07-08,54.0
2,0.08802946593001841,0.6105006105006106,0.4027777777777778,1992-05-28,54.0
2,0.030755064456721916,0.7277167277167278,0.4027777777777778,1992-05-28,54.0
2,0.09116022099447514,0.5958485958485958,0.3842592592592592,1992-06-03,54.0
2,0.03554327808471455,0.5543345543345544,0.4027777777777778,1993-05-18,54.0
2,0.0003683241252302026,0.5494505494505495,0.49537037037037035,1993-12-17,54.0
2,0.014732965009208104,0.4835164835164835,0.49537037037037035,1993-12-17,54.0
2,0.009208103130755065,0.3907203907203907,0.49537037037037035,1993-12-17,54.0
2,0.016758747697974218,0.48962148962148966,0.49537037037037035,1993-12-17,54.0
2,0.015469613259668509,0.4126984126984127,0.49537037037037035,1993-12-17,54.0
2,0.0077348066298342545,0.48791208791208796,0.49537037037037035,1993-12-17,54.0
2,0.07274401473296502,0.5543345543345544,0.4027777777777778,1994-05-18,54.0
2,0.011970534069981584,0.36752136752136755,0.5138888888888888,1995-01-17,54.0
2,0.011233885819521179,0.3418803418803419,0.5138888888888888,1995-01-17,54.0
2,0.003683241252302026,0.37362637362637363,0.5138888888888888,1995-01-17,54.0
2,0.01878453038674033,0.3247863247863248,0.5138888888888888,1995-01-17,54.0
2,0.009576427255985268,0.3321123321123321,0.5138888888888888,1995-01-17,54.0
2,0.010497237569060774,0.38583638583638585,0.5138888888888888,1995-01-17,54.0
2,0.13756906077348066,0.7814407814407816,0.3564814814814814,1995-08-06,54.0
2,0.06961325966850829,0.5653235653235653,0.4027777777777778,1996-05-18,54.0
2,0.03370165745856354,0.5128205128205128,0.3842592592592592,1997-06-11,54.0
2,0.029465930018416207,0.42612942612942617,0.49537037037037035,1999-12-25,54.0
2,0.026703499079189688,0.4297924297924298,0.49537037037037035,1999-12-25,60.0
2,0.022467771639042358,0.42612942612942617,0.49537037037037035,1999-12-25,54.0
2,0.03314917127071823,0.4151404151404151,0.49537037037037035,1999-12-25,54.0
2,0.02430939226519337,0.41147741147741146,0.49537037037037035,1999-12-25,54.0
2,0.04419889502762431,0.38583638583638585,0.49537037037037035,1999-12-25,54.0
2,0.04604051565377532,0.41758241758241754,0.49537037037037035,1999-12-25,54.0
2,0.012523020257826888,0.3980463980463981,0.3657407407407407,1999-12-25,54.0
2,0.03020257826887661,0.4468864468864469,0.49537037037037035,1999-12-25,54.0
2,0.01970534069981584,0.40293040293040294,0.49537037037037035,1999-12-25,60.0
2,0.03020257826887661,0.46153846153846156,0.49537037037037035,1999-12-25,54.0
2,0.03222836095764273,0.3902319902319903,0.49537037037037035,1999-12-25,60.0
2,0.08839779005524862,0.6471306471306472,0.4027777777777778,2000-05-07,54.0
2,0.010497237569060774,0.6813186813186813,0.4027777777777778,2000-05-11,54.0
2,0.05524861878453039,0.4444444444444444,0.47685185185185175,2001-03-21,54.0
2,0.08287292817679558,0.40293040293040294,0.45833333333333337,2002-11-10,54.0
2,0.07255985267034991,0.4048840048840049,0.5138888888888888,2003-01-01,54.0
2,0.0423572744014733,0.3308913308913309,0.5138888888888888,2003-01-02,54.0
2,0.06998158379373849,0.7924297924297925,0.3564814814814814,2004-08-18,54.0
2,0.0718232044198895,0.5079365079365079,0.45833333333333337,2004-10-20,54.0
2,0.11694290976058933,0.6349206349206349,0.4027777777777778,2006-05-06,54.0
2,0.0850828729281768,0.6398046398046398,0.43518518518518523,2008-09-11,54.0
2,0.04972375690607735,0.3418803418803419,0.5138888888888888,2011-01-06,54.0
2,0.049539594843462244,0.7887667887667889,0.10648148148148148,2015-06-05,54.0
2,0.11602209944751382,0.6788766788766789,0.4027777777777778,2018-05-24,54.0
2,0.0,0.8107448107448108,0.3842592592592592,2021-06-18,54.0
2,0.0022099447513812156,0.7960927960927962,0.3564814814814814,2023-08-23,54.0
3,0.024125230202578268,0.45347985347985353,0.3842592592592592,1988-03-18,54.0
3,0.1136279926335175,0.5445665445665446,0.3472222222222222,1988-05-13,54.0
3,0.04364640883977901,0.9401709401709402,0.32407407407407407,1990-06-26,54.0
3,0.112707182320442,0.9401709401709402,0.32407407407407407,1990-06-26,54.0
3,0.0009208103130755065,0.9201465201465202,0.31481481481481477,1993-07-05,54.0
3,0.13425414364640886,0.631990231990232,0.32407407407407407,1998-06-06,54.0
3,0.070902394106814,0.4695970695970696,0.3472222222222222,1999-10-22,54.0
3,0.0281767955801105,0.4432234432234432,0.36111111111111105,1999-12-25,54.0
3,0.008655616942909762,0.4713064713064713,0.36111111111111105,1999-12-25,54.0
3,0.01988950276243094,0.5396825396825398,0.36111111111111105,1999-12-25,60.0
3,0.023204419889502764,0.3907203907203907,0.36111111111111105,1999-12-25,54.0
3,0.01841620626151013,0.5396825396825398,0.36111111111111105,1999-12-25,54.0
3,0.012154696132596685,0.5396825396825398,0.36111111111111105,1999-12-25,54.0
3,0.010313075506445672,0.5396825396825398,0.36111111111111105,1999-12-25,54.0
3,0.017127071823204422,0.4713064713064713,0.36111111111111105,1999-12-25,54.0
3,0.011418047882136281,0.4468864468864469,0.36111111111111105,1999-12-25,60.0
3,0.02154696132596685,0.47619047619047616,0.36111111111111105,1999-12-25,54.0
3,0.022099447513812154,0.5054945054945055,0.36111111111111105,1999-12-25,54.0
3,0.0001841620626151013,0.3711843711843712,0.36111111111111105,2003-12-04,54.0
3,0.06537753222836096,0.7081807081807081,0.32407407407407407,2008-06-10,54.0
3,0.06261510128913444,0.5731379731379731,0.3472222222222222,2016-05-28,54.0
4,0.11694290976058933,0.6800976800976801,0.5370370370370371,1990-10-01,54.0
4,0.0,0.39609279609279613,0.5046296296296297,1993-05-04,54.0
4,0.061141804788213634,0.2869352869352869,0.5694444444444444,1994-01-05,54.0
4,0.022099447513812154,0.2661782661782662,0.5694444444444444,1994-01-05,54.0
4,0.08103130755064457,0.2661782661782662,0.5694444444444444,1994-01-05,63.0
4,0.07458563535911603,0.442002442002442,0.5740740740740741,2003-12-01,54.0
4,0.1694290976058932,0.3833943833943834,0.5740740740740741,2003-12-02,54.0
4,0.005156537753222836,0.5836385836385837,0.48611111111111116,2013-06-03,54.0
4,0.1841620626151013,0.3882783882783883,0.5740740740740741,2019-12-01,54.0
4,0.08268876611418048,0.23443223443223443,0.5740740740740741,2019-12-20,60.0
4,0.16629834254143647,0.5865689865689865,0.5046296296296297,2021-05-10,54.0
4,0.08987108655616943,0.31990231990231993,0.5787037037037037,2023-11-30,54.0
5,0.09208103130755065,0.6642246642246642,0.46759259259259256,1993-08-23,54.0
5,0.11823204419889503,0.3230769230769231,0.5694444444444444,1994-01-06,54.0
5,0.014732965009208104,0.47619047619047616,0.5740740740740741,1995-12-16,65.0
5,0.08876611418047883,0.4371184371184371,0.14351851851851852,2000-11-23,61.0
5,0.05930018416206262,0.47619047619047616,0.16666666666666666,2002-11-15,54.0
5,0.0,0.42002442002442003,0.5787037037037037,2010-03-23,60.0
5,0.13499079189686924,0.6075702075702076,0.5046296296296297,2012-05-24,54.0
5,0.05856353591160221,0.4341880341880342,0.5787037037037037,2023-11-30,54.0
6,0.13996316758747698,0.652014652014652,0.1111111111111111,1988-10-11,54.0
6,0.029465930018416207,0.6344322344322344,0.4907407407407407,1992-09-27,60.0
6,0.04604051565377532,0.40244200244200246,0.5370370370370371,1992-10-03,54.0
6,0.11049723756906078,0.6012210012210012,0.5370370370370371,1992-10-06,54.0
6,0.1141804788213628,0.5702075702075702,0.5370370370370371,1992-10-10,54.0
6,0.1001841620626151,0.4273504273504274,0.09259259259259259,1994-01-05,63.0
6,0.15138121546961328,0.36874236874236876,0.19444444444444442,1994-01-06,54.0
6,0.20405156537753222,0.6373626373626374,0.08796296296296295,1994-06-26,54.0
6,0.030386740331491715,0.6715506715506716,0.4907407407407407,1994-09-14,63.0
6,0.13130755064456723,0.6642246642246642,0.4907407407407407,1994-09-26,63.0
6,0.0,0.44493284493284496,0.5370370370370371,1994-10-31,60.0
6,0.03443830570902394,0.5177045177045176,0.5787037037037037,1994-11-04,54.0
6,0.024677716390423574,0.5641025641025641,0.23148148148148148,1994-11-04,54.0
6,0.08802946593001841,0.5665445665445665,0.5787037037037037,1994-11-04,54.0
6,0.048987108655616944,0.5177045177045176,0.5787037037037037,1994-11-04,54.0
6,0.13627992633517497,0.5177045177045176,0.5787037037037037,1994-11-04,54.0
6,0.263720073664825,0.4151404151404151,0.5694444444444444,1996-01-11,54.0
6,0.3082872928176796,0.4468864468864469,0.09722222222222221,1996-01-11,54.0
6,0.0,0.5318681318681319,0.5370370370370371,1996-10-02,65.0
6,0.16574585635359115,0.4927960927960928,0.5740740740740741,1997-12-19,63.0
6,0.14732965009208104,0.6239316239316239,0.4907407407407407,1998-09-30,65.0
6,0.011418047882136281,0.54993894993895,0.5370370370370371,1998-10-04,54.0
6,0.006445672191528545,0.5377289377289377,0.5370370370370371,1999-10-23,54.0
6,0.005893186003683242,0.5763125763125763,0.5370370370370371,1999-10-23,54.0
6,0.009208103130755065,0.6080586080586081,0.5370370370370371,1999-10-23,60.0
6,0.17790055248618783,0.5782661782661782,0.5370370370370371,2000-10-11,60.0
6,0.06685082872928176,0.6715506715506716,0.5370370370370371,2000-10-14,60.0
6,0.2569060773480663,0.43101343101343104,0.5370370370370371,2000-10-30,60.0
6,0.1130755064456722,0.46813186813186813,0.5787037037037037,2000-11-05,54.0
6,0.08066298342541436,0.47374847374847373,0.07407407407407407,2000-11-05,54.0
6,0.07366482504604052,0.41758241758241754,0.5787037037037037,2000-11-05,54.0
6,0.040515653775322284,0.4717948717948718,0.5787037037037037,2000-11-06,60.0
6,0.03683241252302026,0.35702075702075703,0.5787037037037037,2000-11-14,60.0
6,0.04088397790055249,0.43833943833943834,0.5787037037037037,2000-11-22,60.0
6,0.27255985267034993,0.442002442002442,0.5787037037037037,2000-11-23,54.0
6,0.13812154696132597,0.45299145299145305,0.5787037037037037,2000-11-23,60.0
6,0.03683241252302026,0.40341880341880343,0.5787037037037037,2000-11-24,54.0
6,0.008655616942909762,0.4732600732600733,0.5648148148148148,2002-04-10,60.0
6,0.24383057090239413,0.4517704517704518,0.09259259259259259,2002-11-23,54.0
6,0.02578268876611418,0.44493284493284496,0.5370370370370371,2003-10-31,68.0
6,0.20257826887661143,0.5958485958485958,0.46759259259259256,2005-08-21,54.0
6,0.43388581952117866,0.27912087912087913,0.5740740740740741,2005-12-02,54.0
6,0.39594843462246776,0.3711843711843712,0.07407407407407407,2005-12-02,54.0
6,0.1565377532228361,0.27912087912087913,0.5740740740740741,2006-12-02,54.0
6,0.01583793738489871,0.3443223443223443,0.5694444444444444,2008-01-12,68.0
6,0.0,0.32967032967032966,0.5740740740740741,2008-12-01,60.0
6,0.1414364640883978,0.37606837606837606,0.5740740740740741,2008-12-14,68.0
6,0.028729281767955802,0.42490842490842495,0.5879629629629629,2010-02-19,68.0
6,0.05930018416206262,0.48107448107448103,0.5046296296296297,2010-05-04,68.0
6,0.3694290976058932,0.48595848595848595,0.23611111111111108,2010-10-31,54.0
6,0.1412523020257827,0.5518925518925519,0.24999999999999997,2011-11-04,54.0
6,0.039042357274401474,0.5567765567765568,0.5787037037037037,2011-11-08,68.0
6,0.003683241252302026,0.442002442002442,0.5787037037037037,2012-03-18,60.0
6,0.0003683241252302026,0.6349206349206349,0.05555555555555555,2012-10-08,60.0
6,0.0,0.43223443223443225,0.5648148148148148,2013-04-02,60.0
6,0.2128913443830571,0.3504273504273504,0.5694444444444444,2014-01-16,54.0
6,0.05230202578268876,0.5616605616605617,0.5787037037037037,2014-11-03,54.0
6,0.35690607734806634,0.5177045177045176,0.5787037037037037,2014-11-04,54.0
6,0.16629834254143647,0.5836385836385837,0.08796296296296295,2015-10-03,54.0
6,0.1300184162062615,0.5372405372405373,0.5370370370370371,2015-10-03,54.0
6,0.0,0.694017094017094,0.48611111111111116,2018-06-01,61.0
6,0.043462246777163906,0.5103785103785103,0.5370370370370371,2018-10-29,68.0
6,0.09447513812154695,0.45909645909645913,0.13425925925925924,2019-11-22,60.0
6,0.24861878453038674,0.45299145299145305,0.5787037037037037,2019-11-23,54.0
6,0.30847145488029465,0.48107448107448103,0.16666666666666666,2019-11-23,54.0
6,0.23609576427255985,0.44932844932844934,0.28240740740740744,2019-11-23,54.0
6,0.16261510128913445,0.5982905982905983,0.5370370370370371,2020-10-02,68.0
