code_commune,rain_24,average_celsius,average_wind,datetime,risk_level
6,0.01841620626151013,0.5299145299145299,0.5370370370370371,2023-10-18,54.0
7,0.3259668508287293,0.568986568986569,0.3564814814814814,1989-11-02,54.0
7,0.23793738489871086,0.6324786324786325,0.32407407407407407,1992-09-21,54.0
7,0.034990791896869246,0.6617826617826619,0.32407407407407407,1992-09-22,54.0
7,0.10128913443830571,0.7484737484737485,0.32407407407407407,1992-09-22,54.0
7,0.034254143646408844,0.6227106227106227,0.32407407407407407,1992-09-22,54.0
7,0.3267034990791897,0.6153846153846154,0.11574074074074073,1992-09-22,54.0
7,0.11786372007366483,0.6984126984126984,0.32407407407407407,1992-09-22,54.0
7,0.4143646408839779,0.71013431013431,0.32407407407407407,1992-09-22,54.0
7,0.03591160220994475,0.652014652014652,0.32407407407407407,1992-09-22,54.0
7,0.23572744014732966,0.6837606837606838,0.32407407407407407,1993-09-22,54.0
7,0.34640883977900555,0.746031746031746,0.32407407407407407,1993-09-22,54.0
7,0.17679558011049723,0.71013431013431,0.32407407407407407,1993-09-22,54.0
7,0.2946593001841621,0.71013431013431,0.32407407407407407,1993-09-22,54.0
7,0.5046040515653776,0.7350427350427351,0.32407407407407407,1993-09-22,54.0
7,0.022467771639042358,0.63003663003663,0.3472222222222222,1993-10-01,54.0
7,0.029465930018416207,0.6422466422466423,0.3472222222222222,1993-10-01,54.0
7,0.1988950276243094,0.45665445665445664,0.36111111111111105,1994-01-06,54.0
7,0.18968692449355434,0.7960927960927962,0.32407407407407407,1994-09-12,54.0
7,0.06721915285451198,0.6642246642246642,0.3472222222222222,1995-10-04,54.0
7,0.32007366482504607,0.48791208791208796,0.3472222222222222,1995-10-04,54.0
7,0.17495395948434622,0.6398046398046398,0.060185185185185175,1995-10-04,54.0
7,0.04604051565377532,0.6422466422466423,0.08796296296296295,1995-10-04,54.0
7,0.07918968692449356,0.6568986568986569,0.3472222222222222,1995-10-04,54.0
7,0.01307550644567219,0.6862026862026862,0.3472222222222222,1995-10-04,54.0
7,0.026887661141804787,0.4297924297924298,0.125,1996-11-10,54.0
7,0.02394106813996317,0.3357753357753358,0.3564814814814814,1996-11-10,54.0
7,0.23941068139963168,0.3357753357753358,0.3564814814814814,1996-11-10,54.0
7,0.1860036832412523,0.7350427350427351,0.30092592592592593,1997-08-27,54.0
7,0.5624309392265193,0.42490842490842495,0.16666666666666666,1997-12-18,54.0
7,0.423572744014733,0.4981684981684982,0.36111111111111105,1997-12-18,54.0
7,0.3651933701657459,0.6007326007326007,0.3472222222222222,1998-05-27,54.0
7,0.3683241252302026,0.6202686202686203,0.3472222222222222,1998-05-27,54.0
7,0.19152854511970535,0.35604395604395606,0.36111111111111105,2000-12-08,54.0
7,0.11970534069981584,0.7252747252747253,0.32407407407407407,2002-09-03,54.0
7,0.4226519337016575,0.6398046398046398,0.32407407407407407,2002-09-08,54.0
7,0.09502762430939227,0.4444444444444444,0.36111111111111105,2003-12-02,54.0
7,0.21731123388581952,0.7521367521367521,0.30092592592592593,2004-08-17,54.0
7,0.27808471454880296,0.7277167277167278,0.30092592592592593,2004-08-17,54.0
7,0.14917127071823205,0.6373626373626374,0.30092592592592593,2008-08-12,54.0
7,0.23941068139963168,0.7374847374847375,0.32407407407407407,2008-09-03,54.0
7,0.2882136279926335,0.7423687423687424,0.32407407407407407,2008-09-03,54.0
7,0.14917127071823205,0.5978021978021979,0.32407407407407407,2008-09-06,54.0
7,0.4972375690607735,0.6007326007326007,0.3472222222222222,2008-10-21,54.0
7,0.0007366482504604052,0.5152625152625152,0.2222222222222222,2008-10-22,54.0
7,0.3732965009208103,0.5445665445665446,0.3564814814814814,2008-11-01,54.0
7,0.44235727440147327,0.5396825396825398,0.125,2008-11-01,54.0
7,0.5837937384898712,0.46642246642246643,0.3564814814814814,2008-11-01,54.0
7,0.39410681399631675,0.7106227106227107,0.32407407407407407,2010-09-07,54.0
7,0.4664825046040516,0.6324786324786325,0.32407407407407407,2010-09-07,54.0
7,0.4688766114180479,0.6324786324786325,0.1527777777777778,2010-09-07,54.0
7,0.39594843462246776,0.7057387057387057,0.12037037037037038,2010-09-07,54.0
7,0.572744014732965,0.6312576312576312,0.32407407407407407,2010-09-07,54.0
7,0.4143646408839779,0.6312576312576312,0.32407407407407407,2010-09-07,54.0
7,0.35966850828729285,0.48107448107448103,0.3564814814814814,2011-11-03,54.0
7,0.017679558011049725,0.5921855921855922,0.3472222222222222,2013-10-23,54.0
7,0.013812154696132598,0.6735042735042734,0.3472222222222222,2013-10-23,54.0
7,0.1132596685082873,0.7032967032967032,0.32407407407407407,2014-09-18,54.0
7,0.5524861878453039,0.6959706959706959,0.32407407407407407,2014-09-18,54.0
7,0.06593001841620626,0.6959706959706959,0.046296296296296294,2014-09-18,54.0
7,0.6327808471454881,0.6446886446886446,0.009259259259259259,2014-09-18,54.0
7,0.6445672191528545,0.6984126984126984,0.32407407407407407,2014-09-18,54.0
7,0.5046040515653776,0.5572649572649573,0.3472222222222222,2014-10-12,54.0
7,0.08287292817679558,0.6166056166056166,0.3564814814814814,2014-11-02,54.0
7,0.18047882136279927,0.48156288156288163,0.3564814814814814,2014-11-03,54.0
7,0.3775322283609577,0.6715506715506716,0.32407407407407407,2015-09-13,54.0
7,0.3848987108655617,0.7008547008547008,0.32407407407407407,2015-09-13,54.0
7,0.3683241252302026,0.84004884004884,0.30092592592592593,2018-08-09,54.0
7,0.09668508287292818,0.6148962148962149,0.32407407407407407,2019-06-15,54.0
7,0.07790055248618784,0.6349206349206349,0.041666666666666664,2021-10-02,54.0
7,0.10036832412523021,0.7638583638583638,0.32407407407407407,2023-09-17,54.0
7,0.0289134438305709,0.6324786324786325,0.037037037037037035,2023-10-17,54.0
7,0.0,0.5286935286935287,0.3472222222222222,2023-10-17,54.0
7,0.002946593001841621,0.5152625152625152,0.046296296296296294,2023-10-22,54.0
7,0.001841620626151013,0.5177045177045176,0.3472222222222222,2023-10-22,54.0
8,0.07329650092081032,0.7252747252747253,0.2685185185185185,1988-07-23,54.0
8,0.09852670349907919,0.7692307692307692,0.2685185185185185,1988-07-23,54.0
8,0.020257826887661142,0.3345543345543346,0.35185185185185186,1990-12-31,54.0
8,0.001289134438305709,0.31990231990231993,0.35185185185185186,1990-12-31,54.0
8,0.0,0.43956043956043955,0.31481481481481477,1992-04-13,54.0
8,0.09097605893186003,0.4297924297924298,0.3657407407407407,1993-01-11,54.0
8,0.06040515653775322,0.47619047619047616,0.3657407407407407,1993-01-11,54.0
8,0.05524861878453039,0.47619047619047616,0.3657407407407407,1993-01-11,54.0
8,0.07550644567219153,0.4297924297924298,0.3657407407407407,1993-01-11,54.0
8,0.06666666666666668,0.503052503052503,0.35185185185185186,1993-12-19,54.0
8,0.043462246777163906,0.5982905982905983,0.35185185185185186,1993-12-19,54.0
8,0.050460405156537755,0.5006105006105006,0.35185185185185186,1993-12-19,54.0
8,0.0994475138121547,0.4542124542124542,0.35185185185185186,1993-12-19,54.0
8,0.07587476979742173,0.4346764346764347,0.35185185185185186,1993-12-20,54.0
8,0.040699815837937386,0.5006105006105006,0.35185185185185186,1993-12-20,54.0
8,0.070902394106814,0.3785103785103785,0.35185185185185186,1993-12-20,54.0
8,0.05985267034990792,0.3980463980463981,0.35185185185185186,1993-12-20,54.0
8,0.008471454880294658,0.2979242979242979,0.3657407407407407,1995-01-17,54.0
8,0.004788213627992634,0.2905982905982906,0.3657407407407407,1995-01-17,54.0
8,0.0016574585635359116,0.3724053724053724,0.3657407407407407,1995-01-17,54.0
8,0.014732965009208104,0.3345543345543346,0.3657407407407407,1995-01-17,54.0
8,0.014364640883977901,0.30036630036630035,0.3657407407407407,1995-01-17,54.0
8,0.015469613259668509,0.336996336996337,0.35185185185185186,1999-12-25,54.0
8,0.016022099447513812,0.4822954822954823,0.35185185185185186,1999-12-25,54.0
8,0.03314917127071823,0.36630036630036633,0.35185185185185186,1999-12-25,54.0
8,0.03222836095764273,0.40293040293040294,0.35185185185185186,1999-12-25,54.0
8,0.012523020257826888,0.3443223443223443,0.35185185185185186,1999-12-25,54.0
8,0.016206261510128914,0.36874236874236876,0.35185185185185186,1999-12-25,54.0
8,0.10718232044198896,0.36874236874236876,0.3657407407407407,2001-01-05,54.0
8,0.02541436464088398,0.4908424908424908,0.3657407407407407,2003-01-02,54.0
8,0.025230202578268877,0.47619047619047616,0.3657407407407407,2011-01-08,61.0
8,0.12246777163904236,0.6092796092796093,0.2777777777777778,2016-06-08,54.0
8,0.15635359116022102,0.783882783882784,0.287037037037037,2018-05-27,54.0
8,0.12338858195211787,0.5775335775335775,0.2777777777777778,2018-06-11,54.0
8,0.04438305709023942,0.783882783882784,0.2777777777777778,2021-06-04,54.0
8,0.1421731123388582,0.84004884004884,0.2685185185185185,2021-07-13,54.0
9,0.04788213627992634,0.21245421245421248,0.3101851851851851,1992-01-22,54.0
9,0.014732965009208104,0.22466422466422467,0.3101851851851851,1992-01-22,58.0
9,0.09668508287292818,0.4517704517704518,0.2962962962962963,1996-11-30,54.0
9,0.14548802946593004,0.4517704517704518,0.2962962962962963,1996-11-30,54.0
9,0.11141804788213629,0.7448107448107448,0.24537037037037038,1999-08-28,54.0
9,0.046961325966850834,0.525030525030525,0.2685185185185185,2000-06-14,54.0
9,0.1841620626151013,0.6593406593406593,0.25462962962962965,2002-07-29,54.0
9,0.1565377532228361,0.568986568986569,0.2685185185185185,2006-06-28,54.0
9,0.08287292817679558,0.6349206349206349,0.2592592592592593,2011-09-03,54.0
9,0.0718232044198895,0.32967032967032966,0.3101851851851851,2014-01-23,66.0
9,0.2504604051565378,0.2661782661782662,0.3101851851851851,2014-01-24,54.0
10,0.14732965009208104,0.4835164835164835,0.287037037037037,1988-05-16,54.0
10,0.06685082872928176,0.73992673992674,0.2685185185185185,1990-07-28,54.0
10,0.033517495395948435,0.6153846153846154,0.31481481481481477,1993-04-29,54.0
10,0.04972375690607735,0.7472527472527473,0.2685185185185185,1993-07-01,54.0
10,0.18581952117863723,0.7472527472527473,0.2685185185185185,1995-07-01,54.0
10,0.05082872928176796,0.6666666666666667,0.29166666666666663,1995-10-03,54.0
10,0.020994475138121547,0.5006105006105006,0.35185185185185186,1999-03-09,54.0
10,0.03314917127071823,0.5006105006105006,0.35185185185185186,1999-03-09,54.0
10,0.12154696132596686,0.6153846153846154,0.05555555555555555,1999-05-18,54.0
10,0.11786372007366483,0.5934065934065934,0.2777777777777778,1999-06-13,54.0
10,0.036279926335174954,0.43956043956043955,0.35185185185185186,1999-12-25,60.0
10,0.0423572744014733,0.43956043956043955,0.35185185185185186,1999-12-25,54.0
10,0.023756906077348067,0.4151404151404151,0.35185185185185186,1999-12-25,54.0
10,0.023572744014732968,0.4273504273504274,0.35185185185185186,1999-12-25,54.0
10,0.024861878453038676,0.4078144078144078,0.35185185185185186,1999-12-25,54.0
10,0.03683241252302026,0.37606837606837606,0.35185185185185186,1999-12-25,54.0
10,0.024861878453038676,0.43956043956043955,0.35185185185185186,1999-12-25,54.0
10,0.02578268876611418,0.41025641025641024,0.35185185185185186,1999-12-25,54.0
10,0.03130755064456722,0.43956043956043955,0.35185185185185186,1999-12-25,54.0
10,0.03130755064456722,0.43956043956043955,0.35185185185185186,1999-12-25,54.0
10,0.02302025782688766,0.43956043956043955,0.35185185185185186,1999-12-25,54.0
10,0.04972375690607735,0.43956043956043955,0.35185185185185186,1999-12-25,54.0
10,0.027255985267034995,0.3882783882783883,0.35185185185185186,1999-12-25,60.0
10,0.03572744014732965,0.4151404151404151,0.2685185185185185,1999-12-25,54.0
10,0.026887661141804787,0.3980463980463981,0.23611111111111108,1999-12-25,54.0
10,0.026703499079189688,0.43956043956043955,0.35185185185185186,1999-12-25,54.0
10,0.027255985267034995,0.43956043956043955,0.35185185185185186,1999-12-25,60.0
10,0.024861878453038676,0.4004884004884005,0.35185185185185186,1999-12-25,60.0
10,0.1141804788213628,0.6507936507936507,0.27314814814814814,2000-09-12,54.0
10,0.1141804788213628,0.774114774114774,0.27314814814814814,2000-09-12,54.0
10,0.1252302025782689,0.8278388278388278,0.2777777777777778,2005-06-29,54.0
10,0.10607734806629834,0.5763125763125763,0.287037037037037,2007-05-26,54.0
10,0.07734806629834254,0.7069597069597069,0.2685185185185185,2008-07-02,54.0
10,0.02265193370165746,0.24420024420024422,0.13425925925925924,2010-12-23,54.0
10,0.09355432780847145,0.463980463980464,0.287037037037037,2012-05-02,54.0
10,0.053406998158379376,0.6642246642246642,0.2777777777777778,2012-06-07,54.0
10,0.07716390423572744,0.6312576312576312,0.2777777777777778,2012-06-07,54.0
10,0.04088397790055249,0.6312576312576312,0.2777777777777778,2012-06-07,54.0
10,0.10405156537753223,0.6666666666666667,0.2777777777777778,2012-06-07,54.0
10,0.07366482504604052,0.49328449328449325,0.287037037037037,2013-05-03,61.0
10,0.0,0.5470085470085471,0.060185185185185175,2013-05-04,54.0
10,0.0,0.5421245421245422,0.287037037037037,2013-05-04,54.0
10,0.0,0.5299145299145299,0.06944444444444443,2013-05-04,61.0
10,0.0009208103130755065,0.36752136752136755,0.287037037037037,2013-05-05,61.0
10,0.0003683241252302026,0.36752136752136755,0.287037037037037,2013-05-05,61.0
10,0.0003683241252302026,0.4236874236874237,0.287037037037037,2013-05-07,54.0
10,0.0,0.4908424908424908,0.125,2013-05-10,61.0
10,0.06482504604051566,0.5592185592185592,0.287037037037037,2016-05-30,54.0
10,0.012523020257826888,0.6275946275946276,0.2685185185185185,2021-07-15,54.0
11,0.10313075506445672,0.7814407814407816,0.48611111111111116,1987-07-15,54.0
11,0.08360957642725599,0.7814407814407816,0.48611111111111116,1987-07-15,54.0
11,0.09208103130755065,0.8429792429792429,0.48611111111111116,1987-07-15,54.0
11,0.036279926335174954,0.7765567765567767,0.48611111111111116,1987-07-15,54.0
11,0.11786372007366483,0.6385836385836385,0.5370370370370371,1987-10-09,54.0
11,0.019152854511970536,0.6666666666666667,0.5370370370370371,1987-10-10,54.0
11,0.016942909760589316,0.6666666666666667,0.5370370370370371,1987-10-10,54.0
11,0.0060773480662983425,0.6666666666666667,0.5370370370370371,1987-10-10,54.0
11,0.01841620626151013,0.6666666666666667,0.5370370370370371,1987-10-10,54.0
