NUM_POSTE;AAAAMMJJ;RR;TM;FFM;DRR;datetime
6006001;20100101;0.0;;;;2010-01-01
6006001;20100102;0.0;;;;2010-01-02
6006001;20100103;4.0;;;;2010-01-03
6006001;20100104;0.4;;;;2010-01-04
6006001;20100105;0.7;;;;2010-01-05
6006001;20100106;0.0;;;;2010-01-06
6006001;20100107;13.2;;;;2010-01-07
6006001;20100108;17.9;;;;2010-01-08
6006001;20100109;4.7;;;;2010-01-09
6006001;20100110;0.0;;;;2010-01-10
6006001;20100111;0.0;;;;2010-01-11
6006001;20100112;6.3;;;;2010-01-12
6006001;20100113;0.7;;;;2010-01-13
6006001;20100114;12.6;;;;2010-01-14
6006001;20100115;0.0;;;;2010-01-15
6006001;20100116;0.1;;;;2010-01-16
6006001;20100117;0.0;;;;2010-01-17
6006001;20100118;0.0;;;;2010-01-18
6006001;20100119;0.0;;;;2010-01-19
6006001;20100120;0.0;;;;2010-01-20
6006001;20100121;0.0;;;;2010-01-21
6006001;20100122;0.0;;;;2010-01-22
6006001;20100123;0.0;;;;2010-01-23
6006001;20100124;1.7;;;;2010-01-24
6006001;20100125;2.3;;;;2010-01-25
6006001;20100126;0.0;;;;2010-01-26
6006001;20100127;0.0;;;;2010-01-27
6006001;20100128;0.0;;;;2010-01-28
6006001;20100129;0.0;;;;2010-01-29
6006001;20100130;0.0;;;;2010-01-30
6006001;20100131;0.0;;;;2010-01-31
6006001;20100201;0.0;;;;2010-02-01
6006001;20100202;0.0;;;;2010-02-02
6006001;20100203;0.0;;;;2010-02-03
6006001;20100204;12.2;;;;2010-02-04
6006001;20100205;14.5;;;;2010-02-05
6006001;20100206;0.0;;;;2010-02-06
6006001;20100207;0.0;;;;2010-02-07
6006001;20100208;4.5;;;;2010-02-08
6006001;20100209;0.0;;;;2010-02-09
6006001;20100210;3.8;;;;2010-02-10
6006001;20100211;20.0;;;;2010-02-11
6006001;20100212;0.0;;;;2010-02-12
6006001;20100213;0.0;;;;2010-02-13
6006001;20100214;0.0;;;;2010-02-14
6006001;20100215;1.8;;;;2010-02-15
6006001;20100216;0.8;;;;2010-02-16
6006001;20100217;25.9;;;;2010-02-17
6006001;20100218;15.2;;;;2010-02-18
6006001;20100219;12.3;;;;2010-02-19
6006001;20100220;0.0;;;;2010-02-20
6006001;20100221;13.0;;;;2010-02-21
6006001;20100222;14.1;;;;2010-02-22
6006001;20100223;0.0;;;;2010-02-23
6006001;20100224;0.0;;;;2010-02-24
6006001;20100225;1.0;;;;2010-02-25
6006001;20100226;2.9;;;;2010-02-26
6006001;20100227;0.0;;;;2010-02-27
6006001;20100228;0.0;;;;2010-02-28
6006001;20100301;0.0;;;;2010-03-01
6006001;20100302;0.0;;;;2010-03-02
6006001;20100303;11.1;;;;2010-03-03
6006001;20100304;0.0;;;;2010-03-04
6006001;20100305;2.5;;;;2010-03-05
6006001;20100306;0.0;;;;2010-03-06
6006001;20100307;0.1;;;;2010-03-07
6006001;20100308;0.0;;;;2010-03-08
6006001;20100309;0.0;;;;2010-03-09
6006001;20100310;0.6;;;;2010-03-10
6006001;20100311;0.0;;;;2010-03-11
6006001;20100312;0.0;;;;2010-03-12
6006001;20100313;0.0;;;;2010-03-13
6006001;20100314;0.0;;;;2010-03-14
6006001;20100315;0.0;;;;2010-03-15
6006001;20100316;0.0;;;;2010-03-16
6006001;20100317;0.0;;;;2010-03-17
6006001;20100318;0.0;;;;2010-03-18
6006001;20100319;0.3;;;;2010-03-19
6006001;20100320;1.1;;;;2010-03-20
6006001;20100321;8.1;;;;2010-03-21
6006001;20100322;1.0;;;;2010-03-22
6006001;20100323;0.0;;;;2010-03-23
6006001;20100324;0.0;;;;2010-03-24
6006001;20100325;0.8;;;;2010-03-25
6006001;20100326;5.8;;;;2010-03-26
6006001;20100327;0.0;;;;2010-03-27
6006001;20100328;0.0;;;;2010-03-28
6006001;20100329;0.0;;;;2010-03-29
6006001;20100330;8.2;;;;2010-03-30
6006001;20100331;1.9;;;;2010-03-31
6006001;20100401;0.2;;;;2010-04-01
6006001;20100402;0.0;;;;2010-04-02
6006001;20100403;0.8;;;;2010-04-03
6006001;20100404;2.0;;;;2010-04-04
6006001;20100405;0.0;;;;2010-04-05
6006001;20100406;0.0;;;;2010-04-06
6006001;20100407;0.0;;;;2010-04-07
6006001;20100408;0.0;;;;2010-04-08
6006001;20100409;0.0;;;;2010-04-09
6006001;20100410;0.0;;;;2010-04-10
6006001;20100411;2.5;;;;2010-04-11
6006001;20100412;2.0;;;;2010-04-12
6006001;20100413;0.0;;;;2010-04-13
6006001;20100414;0.0;;;;2010-04-14
6006001;20100415;0.0;;;;2010-04-15
6006001;20100416;2.0;;;;2010-04-16
6006001;20100417;0.0;;;;2010-04-17
6006001;20100418;0.0;;;;2010-04-18
6006001;20100419;0.0;;;;2010-04-19
6006001;20100420;0.0;;;;2010-04-20
6006001;20100421;0.0;;;;2010-04-21
6006001;20100422;2.2;;;;2010-04-22
6006001;20100423;5.9;;;;2010-04-23
6006001;20100424;0.0;;;;2010-04-24
6006001;20100425;0.0;;;;2010-04-25
6006001;20100426;1.8;;;;2010-04-26
6006001;20100427;0.0;;;;2010-04-27
6006001;20100428;0.0;;;;2010-04-28
6006001;20100429;0.0;;;;2010-04-29
6006001;20100430;0.0;;;;2010-04-30
6006001;20100501;1.1;;;;2010-05-01
6006001;20100502;3.2;;;;2010-05-02
6006001;20100503;27.7;;;;2010-05-03
6006001;20100504;29.3;;;;2010-05-04
6006001;20100505;6.8;;;;2010-05-05
6006001;20100506;0.7;;;;2010-05-06
6006001;20100507;0.0;;;;2010-05-07
6006001;20100508;9.4;;;;2010-05-08
6006001;20100509;18.1;;;;2010-05-09
6006001;20100510;2.3;;;;2010-05-10
6006001;20100511;2.5;;;;2010-05-11
6006001;20100512;0.0;;;;2010-05-12
6006001;20100513;5.9;;;;2010-05-13
6006001;20100514;0.0;;;;2010-05-14
6006001;20100515;0.0;;;;2010-05-15
6006001;20100516;1.2;;;;2010-05-16
6006001;20100517;0.0;;;;2010-05-17
6006001;20100518;0.0;;;;2010-05-18
6006001;20100519;2.5;;;;2010-05-19
6006001;20100520;0.0;;;;2010-05-20
6006001;20100521;0.0;;;;2010-05-21
6006001;20100522;0.0;;;;2010-05-22
6006001;20100523;0.0;;;;2010-05-23
6006001;20100524;0.0;;;;2010-05-24
6006001;20100525;0.0;;;;2010-05-25
6006001;20100526;0.0;;;;2010-05-26
6006001;20100527;0.0;;;;2010-05-27
6006001;20100528;6.4;;;;2010-05-28
6006001;20100529;0.0;;;;2010-05-29
6006001;20100530;0.0;;;;2010-05-30
6006001;20100531;0.0;;;;2010-05-31
6006001;20100601;0.0;;;;2010-06-01
6006001;20100602;0.0;;;;2010-06-02
6006001;20100603;0.0;;;;2010-06-03
6006001;20100604;0.0;;;;2010-06-04
6006001;20100605;0.0;;;;2010-06-05
6006001;20100606;0.0;;;;2010-06-06
6006001;20100607;0.0;;;;2010-06-07
6006001;20100608;0.0;;;;2010-06-08
6006001;20100609;0.0;;;;2010-06-09
6006001;20100610;0.0;;;;2010-06-10
6006001;20100611;0.0;;;;2010-06-11
6006001;20100612;0.0;;;;2010-06-12
6006001;20100613;0.0;;;;2010-06-13
6006001;20100614;0.4;;;;2010-06-14
6006001;20100615;31.5;;;;2010-06-15
6006001;20100616;1.9;;;;2010-06-16
6006001;20100617;6.7;;;;2010-06-17
6006001;20100618;0.0;;;;2010-06-18
6006001;20100619;1.9;;;;2010-06-19
6006001;20100620;0.0;;;;2010-06-20
6006001;20100621;0.0;;;;2010-06-21
6006001;20100622;0.0;;;;2010-06-22
6006001;20100623;0.0;;;;2010-06-23
6006001;20100624;0.0;;;;2010-06-24
6006001;20100625;0.0;;;;2010-06-25
6006001;20100626;0.0;;;;2010-06-26
6006001;20100627;0.0;;;;2010-06-27
6006001;20100628;0.0;;;;2010-06-28
6006001;20100629;0.0;;;;2010-06-29
6006001;20100630;0.0;;;;2010-06-30
6006001;20100701;0.0;;;;2010-07-01
6006001;20100702;0.0;;;;2010-07-02
6006001;20100703;0.0;;;;2010-07-03
6006001;20100704;0.0;;;;2010-07-04
6006001;20100705;0.0;;;;2010-07-05
6006001;20100706;0.0;;;;2010-07-06
6006001;20100707;0.0;;;;2010-07-07
6006001;20100708;0.0;;;;2010-07-08
6006001;20100709;0.0;;;;2010-07-09
6006001;20100710;0.0;;;;2010-07-10
6006001;20100711;0.0;;;;2010-07-11
6006001;20100712;0.0;;;;2010-07-12
6006001;20100713;0.0;;;;2010-07-13
6006001;20100714;0.0;;;;2010-07-14
6006001;20100715;0.0;;;;2010-07-15
6006001;20100716;0.0;;;;2010-07-16
6006001;20100717;0.0;;;;2010-07-17
6006001;20100718;0.0;;;;2010-07-18
6006001;20100719;0.0;;;;2010-07-19
6006001;20100720;0.0;;;;2010-07-20
6006001;20100721;0.0;;;;2010-07-21
6006001;20100722;0.0;;;;2010-07-22
6006001;20100723;0.0;;;;2010-07-23
6006001;20100724;0.0;;;;2010-07-24
6006001;20100725;0.0;;;;2010-07-25
6006001;20100726;0.0;;;;2010-07-26
6006001;20100727;0.0;;;;2010-07-27
6006001;20100728;0.0;;;;2010-07-28
6006001;20100729;0.0;;;;2010-07-29
6006001;20100730;0.0;;;;2010-07-30
6006001;20100731;0.0;;;;2010-07-31
6006001;20100801;0.0;;;;2010-08-01
6006001;20100802;0.0;;;;2010-08-02
6006001;20100803;0.0;;;;2010-08-03
6006001;20100804;0.0;;;;2010-08-04
6006001;20100805;9.1;;;;2010-08-05
6006001;20100806;0.0;;;;2010-08-06
6006001;20100807;0.0;;;;2010-08-07
6006001;20100808;0.0;;;;2010-08-08
6006001;20100809;0.0;;;;2010-08-09
6006001;20100810;0.0;;;;2010-08-10
6006001;20100811;0.0;;;;2010-08-11
6006001;20100812;7.2;;;;2010-08-12
6006001;20100813;13.3;;;;2010-08-13
6006001;20100814;26.8;;;;2010-08-14
6006001;20100815;0.0;;;;2010-08-15
6006001;20100816;0.0;;;;2010-08-16
6006001;20100817;0.0;;;;2010-08-17
6006001;20100818;0.0;;;;2010-08-18
6006001;20100819;1.0;;;;2010-08-19
6006001;20100820;4.4;;;;2010-08-20
6006001;20100821;0.0;;;;2010-08-21
6006001;20100822;0.0;;;;2010-08-22
6006001;20100823;0.0;;;;2010-08-23
6006001;20100824;0.0;;;;2010-08-24
6006001;20100825;0.0;;;;2010-08-25
6006001;20100826;0.0;;;;2010-08-26
6006001;20100827;0.0;;;;2010-08-27
6006001;20100828;0.0;;;;2010-08-28
6006001;20100829;0.0;;;;2010-08-29
6006001;20100830;0.0;;;;2010-08-30
6006001;20100831;0.0;;;;2010-08-31
6006001;20100901;0.0;;;;2010-09-01
6006001;20100902;0.0;;;;2010-09-02
6006001;20100903;0.0;;;;2010-09-03
6006001;20100904;0.0;;;;2010-09-04
6006001;20100905;0.0;;;;2010-09-05
6006001;20100906;0.0;;;;2010-09-06
6006001;20100907;17.4;;;;2010-09-07
6006001;20100908;0.0;;;;2010-09-08
6006001;20100909;2.4;;;;2010-09-09
6006001;20100910;0.0;;;;2010-09-10
6006001;20100911;0.0;;;;2010-09-11
6006001;20100912;0.0;;;;2010-09-12
6006001;20100913;3.2;;;;2010-09-13
6006001;20100914;0.0;;;;2010-09-14
6006001;20100915;0.0;;;;2010-09-15
6006001;20100916;2.0;;;;2010-09-16
6006001;20100917;0.0;;;;2010-09-17
6006001;20100918;0.0;;;;2010-09-18
6006001;20100919;0.0;;;;2010-09-19
6006001;20100920;0.0;;;;2010-09-20
6006001;20100921;0.0;;;;2010-09-21
6006001;20100922;0.0;;;;2010-09-22
6006001;20100923;0.0;;;;2010-09-23
6006001;20100924;1.7;;;;2010-09-24
6006001;20100925;0.0;;;;2010-09-25
6006001;20100926;0.0;;;;2010-09-26
6006001;20100927;0.0;;;;2010-09-27
6006001;20100928;0.0;;;;2010-09-28
6006001;20100929;0.0;;;;2010-09-29
6006001;20100930;0.0;;;;2010-09-30
6006001;20101001;0.0;;;;2010-10-01
6006001;20101002;0.0;;;;2010-10-02
6006001;20101003;0.0;;;;2010-10-03
6006001;20101004;22.2;;;;2010-10-04
6006001;20101005;0.0;;;;2010-10-05
6006001;20101006;0.0;;;;2010-10-06
6006001;20101007;0.0;;;;2010-10-07
6006001;20101008;0.0;;;;2010-10-08
6006001;20101009;0.0;;;;2010-10-09
6006001;20101010;0.0;;;;2010-10-10
6006001;20101011;8.8;;;;2010-10-11
6006001;20101012;0.0;;;;2010-10-12
6006001;20101013;0.0;;;;2010-10-13
6006001;20101014;0.0;;;;2010-10-14
6006001;20101015;0.0;;;;2010-10-15
6006001;20101016;20.0;;;;2010-10-16
6006001;20101017;8.4;;;;2010-10-17
6006001;20101018;0.0;;;;2010-10-18
6006001;20101019;0.0;;;;2010-10-19
6006001;20101020;0.0;;;;2010-10-20
6006001;20101021;0.0;;;;2010-10-21
6006001;20101022;0.0;;;;2010-10-22
6006001;20101023;0.0;;;;2010-10-23
6006001;20101024;35.0;;;;2010-10-24
6006001;20101025;6.4;;;;2010-10-25
6006001;20101026;0.0;;;;2010-10-26
6006001;20101027;0.0;;;;2010-10-27
6006001;20101028;0.0;;;;2010-10-28
6006001;20101029;0.0;;;;2010-10-29
6006001;20101030;32.5;;;;2010-10-30
6006001;20101031;85.2;;;;2010-10-31
6006001;20101101;20.2;;;;2010-11-01
6006001;20101102;0.3;;;;2010-11-02
6006001;20101103;0.0;;;;2010-11-03
6006001;20101104;0.0;;;;2010-11-04
6006001;20101105;0.0;;;;2010-11-05
6006001;20101106;0.0;;;;2010-11-06
6006001;20101107;0.0;;;;2010-11-07
6006001;20101108;0.0;;;;2010-11-08
6006001;20101109;0.0;;;;2010-11-09
6006001;20101110;0.9;;;;2010-11-10
6006001;20101111;0.0;;;;2010-11-11
6006001;20101112;0.0;;;;2010-11-12
6006001;20101113;0.0;;;;2010-11-13
6006001;20101114;0.2;;;;2010-11-14
6006001;20101115;84.8;;;;2010-11-15
6006001;20101116;16.8;;;;2010-11-16
6006001;20101117;0.0;;;;2010-11-17
6006001;20101118;1.0;;;;2010-11-18
6006001;20101119;1.6;;;;2010-11-19
6006001;20101120;30.2;;;;2010-11-20
6006001;20101121;16.9;;;;2010-11-21
6006001;20101122;0.0;;;;2010-11-22
6006001;20101123;0.0;;;;2010-11-23
6006001;20101124;0.0;;;;2010-11-24
6006001;20101125;0.6;;;;2010-11-25
6006001;20101126;0.0;;;;2010-11-26
6006001;20101127;5.6;;;;2010-11-27
6006001;20101128;5.6;;;;2010-11-28
6006001;20101129;0.0;;;;2010-11-29
6006001;20101130;13.5;;;;2010-11-30
6006001;20101201;5.6;;;;2010-12-01
6006001;20101202;0.0;;;;2010-12-02
6006001;20101203;0.0;;;;2010-12-03
6006001;20101204;0.0;;;;2010-12-04
6006001;20101205;20.9;;;;2010-12-05
6006001;20101206;3.8;;;;2010-12-06
6006001;20101207;1.0;;;;2010-12-07
6006001;20101208;0.8;;;;2010-12-08
6006001;20101209;0.0;;;;2010-12-09
6006001;20101210;0.0;;;;2010-12-10
6006001;20101211;0.0;;;;2010-12-11
6006001;20101212;0.0;;;;2010-12-12
6006001;20101213;0.0;;;;2010-12-13
6006001;20101214;0.7;;;;2010-12-14
6006001;20101215;0.0;;;;2010-12-15
6006001;20101216;0.0;;;;2010-12-16
6006001;20101217;0.0;;;;2010-12-17
6006001;20101218;0.0;;;;2010-12-18
6006001;20101219;0.0;;;;2010-12-19
6006001;20101220;0.0;;;;2010-12-20
6006001;20101221;40.0;;;;2010-12-21
6006001;20101222;30.0;;;;2010-12-22
6006001;20101223;30.0;;;;2010-12-23
6006001;20101224;3.0;;;;2010-12-24
6006001;20101225;1.2;;;;2010-12-25
6006001;20101226;11.5;;;;2010-12-26
6006001;20101227;0.0;;;;2010-12-27
6006001;20101228;0.0;;;;2010-12-28
6006001;20101229;0.0;;;;2010-12-29
6006001;20101230;0.0;;;;2010-12-30
6006001;20101231;0.0;;;;2010-12-31
6006001;20110101;0.0;;;;2011-01-01
6006001;20110102;0.0;;;;2011-01-02
6006001;20110103;0.0;;;;2011-01-03
6006001;20110104;0.0;;;;2011-01-04
6006001;20110105;2.4;;;;2011-01-05
6006001;20110106;18.9;;;;2011-01-06
6006001;20110107;12.5;;;;2011-01-07
6006001;20110108;0.0;;;;2011-01-08
6006001;20110109;0.0;;;;2011-01-09
6006001;20110110;20.0;;;;2011-01-10
6006001;20110111;0.0;;;;2011-01-11
6006001;20110112;0.0;;;;2011-01-12
6006001;20110113;0.0;;;;2011-01-13
6006001;20110114;0.0;;;;2011-01-14
6006001;20110115;0.0;;;;2011-01-15
6006001;20110116;0.6;;;;2011-01-16
6006001;20110117;0.0;;;;2011-01-17
6006001;20110118;0.0;;;;2011-01-18
6006001;20110119;0.0;;;;2011-01-19
6006001;20110120;0.0;;;;2011-01-20
6006001;20110121;0.0;;;;2011-01-21
6006001;20110122;0.0;;;;2011-01-22
6006001;20110123;0.0;;;;2011-01-23
6006001;20110124;0.0;;;;2011-01-24
6006001;20110125;0.0;;;;2011-01-25
6006001;20110126;0.0;;;;2011-01-26
6006001;20110127;0.0;;;;2011-01-27
6006001;20110128;0.0;;;;2011-01-28
6006001;20110129;20.4;;;;2011-01-29
6006001;20110130;0.0;;;;2011-01-30
6006001;20110131;0.0;;;;2011-01-31
6006001;20110201;0.0;;;;2011-02-01
6006001;20110202;0.0;;;;2011-02-02
6006001;20110203;0.0;;;;2011-02-03
6006001;20110204;0.0;;;;2011-02-04
6006001;20110205;0.0;;;;2011-02-05
6006001;20110206;0.0;;;;2011-02-06
6006001;20110207;0.0;;;;2011-02-07
6006001;20110208;0.0;;;;2011-02-08
6006001;20110209;0.0;;;;2011-02-09
6006001;20110210;0.0;;;;2011-02-10
6006001;20110211;0.0;;;;2011-02-11
6006001;20110212;0.0;;;;2011-02-12
6006001;20110213;1.9;;;;2011-02-13
6006001;20110214;13.1;;;;2011-02-14
6006001;20110215;39.1;;;;2011-02-15
6006001;20110216;13.8;;;;2011-02-16
6006001;20110217;4.4;;;;2011-02-17
6006001;20110218;0.0;;;;2011-02-18
6006001;20110219;0.0;;;;2011-02-19
6006001;20110220;1.7;;;;2011-02-20
6006001;20110221;0.0;;;;2011-02-21
6006001;20110222;0.0;;;;2011-02-22
6006001;20110223;0.0;;;;2011-02-23
6006001;20110224;0.0;;;;2011-02-24
6006001;20110225;0.0;;;;2011-02-25
6006001;20110226;1.9;;;;2011-02-26
6006001;20110227;0.0;;;;2011-02-27
6006001;20110228;0.0;;;;2011-02-28
6006001;20110301;0.5;;;;2011-03-01
6006001;20110302;0.0;;;;2011-03-02
6006001;20110303;0.0;;;;2011-03-03
6006001;20110304;0.0;;;;2011-03-04
6006001;20110305;0.0;;;;2011-03-05
6006001;20110306;0.0;;;;2011-03-06
6006001;20110307;0.0;;;;2011-03-07
6006001;20110308;0.0;;;;2011-03-08
6006001;20110309;0.0;;;;2011-03-09
6006001;20110310;0.0;;;;2011-03-10
6006001;20110311;0.0;;;;2011-03-11
6006001;20110312;30.1;;;;2011-03-12
6006001;20110313;12.9;;;;2011-03-13
6006001;20110314;0.3;;;;2011-03-14
6006001;20110315;38.8;;;;2011-03-15
6006001;20110316;22.2;;;;2011-03-16
6006001;20110317;0.0;;;;2011-03-17
6006001;20110318;0.0;;;;2011-03-18
6006001;20110319;1.2;;;;2011-03-19
6006001;20110320;0.0;;;;2011-03-20
6006001;20110321;0.0;;;;2011-03-21
6006001;20110322;0.0;;;;2011-03-22
6006001;20110323;0.0;;;;2011-03-23
6006001;20110324;0.0;;;;2011-03-24
6006001;20110325;0.0;;;;2011-03-25
6006001;20110326;0.0;;;;2011-03-26
6006001;20110327;26.3;;;;2011-03-27
6006001;20110328;0.0;;;;2011-03-28
6006001;20110329;0.0;;;;2011-03-29
6006001;20110330;0.7;;;;2011-03-30
6006001;20110331;0.0;;;;2011-03-31
6006001;20110401;0.0;;;;2011-04-01
6006001;20110402;0.0;;;;2011-04-02
6006001;20110403;0.0;;;;2011-04-03
6006001;20110404;0.0;;;;2011-04-04
6006001;20110405;0.0;;;;2011-04-05
6006001;20110406;0.0;;;;2011-04-06
6006001;20110407;0.0;;;;2011-04-07
6006001;20110408;0.0;;;;2011-04-08
6006001;20110409;0.0;;;;2011-04-09
6006001;20110410;0.0;;;;2011-04-10
6006001;20110411;0.0;;;;2011-04-11
6006001;20110412;0.0;;;;2011-04-12
6006001;20110413;0.0;;;;2011-04-13
6006001;20110414;3.2;;;;2011-04-14
6006001;20110415;0.0;;;;2011-04-15
6006001;20110416;0.0;;;;2011-04-16
6006001;20110417;0.0;;;;2011-04-17
6006001;20110418;0.0;;;;2011-04-18
6006001;20110419;0.0;;;;2011-04-19
6006001;20110420;0.0;;;;2011-04-20
6006001;20110421;0.0;;;;2011-04-21
6006001;20110422;1.1;;;;2011-04-22
6006001;20110423;16.0;;;;2011-04-23
6006001;20110424;0.0;;;;2011-04-24
6006001;20110425;0.0;;;;2011-04-25
6006001;20110426;0.0;;;;2011-04-26
6006001;20110427;2.0;;;;2011-04-27
6006001;20110428;0.2;;;;2011-04-28
6006001;20110429;0.0;;;;2011-04-29
6006001;20110430;0.0;;;;2011-04-30
6006001;20110501;0.0;;;;2011-05-01
6006001;20110502;0.0;;;;2011-05-02
6006001;20110503;0.0;;;;2011-05-03
6006001;20110504;0.2;;;;2011-05-04
6006001;20110505;0.0;;;;2011-05-05
6006001;20110506;0.0;;;;2011-05-06
6006001;20110507;0.0;;;;2011-05-07
6006001;20110508;0.0;;;;2011-05-08
6006001;20110509;0.0;;;;2011-05-09
6006001;20110510;0.0;;;;2011-05-10
6006001;20110511;0.0;;;;2011-05-11
6006001;20110512;0.0;;;;2011-05-12
6006001;20110513;0.0;;;;2011-05-13
6006001;20110514;3.0;;;;2011-05-14
6006001;20110515;1.0;;;;2011-05-15
6006001;20110516;0.0;;;;2011-05-16
6006001;20110517;0.0;;;;2011-05-17
6006001;20110518;0.0;;;;2011-05-18
6006001;20110519;0.0;;;;2011-05-19
6006001;20110520;0.0;;;;2011-05-20
6006001;20110521;0.0;;;;2011-05-21
6006001;20110522;0.0;;;;2011-05-22
6006001;20110523;0.0;;;;2011-05-23
6006001;20110524;0.0;;;;2011-05-24
6006001;20110525;0.0;;;;2011-05-25
6006001;20110526;0.0;;;;2011-05-26
6006001;20110527;0.0;;;;2011-05-27
6006001;20110528;0.0;;;;2011-05-28
6006001;20110529;0.0;;;;2011-05-29
6006001;20110530;0.2;;;;2011-05-30
6006001;20110531;0.2;;;;2011-05-31
6006001;20110601;6.7;;;;2011-06-01
6006001;20110602;3.0;;;;2011-06-02
6006001;20110603;0.7;;;;2011-06-03
6006001;20110604;8.4;;;;2011-06-04
6006001;20110605;20.4;;;;2011-06-05
6006001;20110606;2.8;;;;2011-06-06
6006001;20110607;1.0;;;;2011-06-07
6006001;20110608;4.0;;;;2011-06-08
6006001;20110609;0.0;;;;2011-06-09
6006001;20110610;0.0;;;;2011-06-10
6006001;20110611;0.0;;;;2011-06-11
6006001;20110612;0.0;;;;2011-06-12
6006001;20110613;0.0;;;;2011-06-13
6006001;20110614;0.7;;;;2011-06-14
6006001;20110615;0.0;;;;2011-06-15
6006001;20110616;0.0;;;;2011-06-16
6006001;20110617;0.0;;;;2011-06-17
6006001;20110618;0.0;;;;2011-06-18
6006001;20110619;0.0;;;;2011-06-19
6006001;20110620;0.0;;;;2011-06-20
6006001;20110621;0.0;;;;2011-06-21
6006001;20110622;0.0;;;;2011-06-22
6006001;20110623;0.0;;;;2011-06-23
6006001;20110624;0.0;;;;2011-06-24
6006001;20110625;0.0;;;;2011-06-25
6006001;20110626;0.0;;;;2011-06-26
6006001;20110627;0.0;;;;2011-06-27
6006001;20110628;0.0;;;;2011-06-28
6006001;20110629;6.3;;;;2011-06-29
6006001;20110630;0.0;;;;2011-06-30
6006001;20110701;0.0;;;;2011-07-01
6006001;20110702;0.0;;;;2011-07-02
6006001;20110703;0.0;;;;2011-07-03
6006001;20110704;4.6;;;;2011-07-04
6006001;20110705;0.0;;;;2011-07-05
6006001;20110706;0.0;;;;2011-07-06
6006001;20110707;0.0;;;;2011-07-07
6006001;20110708;0.0;;;;2011-07-08
6006001;20110709;0.0;;;;2011-07-09
6006001;20110710;0.0;;;;2011-07-10
6006001;20110711;0.0;;;;2011-07-11
6006001;20110712;0.0;;;;2011-07-12
6006001;20110713;0.8;;;;2011-07-13
6006001;20110714;0.0;;;;2011-07-14
6006001;20110715;0.0;;;;2011-07-15
6006001;20110716;0.0;;;;2011-07-16
6006001;20110717;2.7;;;;2011-07-17
6006001;20110718;0.0;;;;2011-07-18
6006001;20110719;15.6;;;;2011-07-19
6006001;20110720;0.0;;;;2011-07-20
6006001;20110721;0.0;;;;2011-07-21
6006001;20110722;0.0;;;;2011-07-22
6006001;20110723;0.0;;;;2011-07-23
6006001;20110724;0.0;;;;2011-07-24
6006001;20110725;0.0;;;;2011-07-25
6006001;20110726;0.0;;;;2011-07-26
6006001;20110727;5.2;;;;2011-07-27
6006001;20110728;0.0;;;;2011-07-28
6006001;20110729;0.0;;;;2011-07-29
6006001;20110730;0.0;;;;2011-07-30
6006001;20110731;0.0;;;;2011-07-31
6006001;20110801;0.0;;;;2011-08-01
6006001;20110802;0.0;;;;2011-08-02
6006001;20110803;0.0;;;;2011-08-03
6006001;20110804;0.0;;;;2011-08-04
6006001;20110805;0.0;;;;2011-08-05
6006001;20110806;3.5;;;;2011-08-06
6006001;20110807;0.0;;;;2011-08-07
6006001;20110808;0.0;;;;2011-08-08
6006001;20110809;0.0;;;;2011-08-09
6006001;20110810;0.0;;;;2011-08-10
6006001;20110811;0.0;;;;2011-08-11
6006001;20110812;0.0;;;;2011-08-12
6006001;20110813;0.0;;;;2011-08-13
6006001;20110814;0.0;;;;2011-08-14
6006001;20110815;0.0;;;;2011-08-15
6006001;20110816;0.0;;;;2011-08-16
6006001;20110817;0.0;;;;2011-08-17
6006001;20110818;0.0;;;;2011-08-18
6006001;20110819;0.0;;;;2011-08-19
6006001;20110820;0.0;;;;2011-08-20
6006001;20110821;0.0;;;;2011-08-21
6006001;20110822;0.0;;;;2011-08-22
6006001;20110823;0.0;;;;2011-08-23
6006001;20110824;0.0;;;;2011-08-24
6006001;20110825;0.0;;;;2011-08-25
6006001;20110826;3.1;;;;2011-08-26
6006001;20110827;0.0;;;;2011-08-27
6006001;20110828;0.0;;;;2011-08-28
6006001;20110829;0.0;;;;2011-08-29
6006001;20110830;0.0;;;;2011-08-30
6006001;20110831;0.0;;;;2011-08-31
6006001;20110901;0.0;;;;2011-09-01
6006001;20110902;0.0;;;;2011-09-02
6006001;20110903;2.1;;;;2011-09-03
6006001;20110904;5.3;;;;2011-09-04
6006001;20110905;0.0;;;;2011-09-05
6006001;20110906;0.0;;;;2011-09-06
6006001;20110907;0.0;;;;2011-09-07
6006001;20110908;0.0;;;;2011-09-08
6006001;20110909;0.0;;;;2011-09-09
6006001;20110910;0.0;;;;2011-09-10
6006001;20110911;0.0;;;;2011-09-11
6006001;20110912;0.0;;;;2011-09-12
6006001;20110913;0.0;;;;2011-09-13
6006001;20110914;0.0;;;;2011-09-14
6006001;20110915;0.0;;;;2011-09-15
6006001;20110916;0.0;;;;2011-09-16
6006001;20110917;0.0;;;;2011-09-17
6006001;20110918;13.3;;;;2011-09-18
6006001;20110919;0.0;;;;2011-09-19
6006001;20110920;0.0;;;;2011-09-20
6006001;20110921;0.0;;;;2011-09-21
6006001;20110922;0.0;;;;2011-09-22
6006001;20110923;0.0;;;;2011-09-23
6006001;20110924;0.0;;;;2011-09-24
6006001;20110925;8.0;;;;2011-09-25
6006001;20110926;0.0;;;;2011-09-26
