cod_nat_catnat;cod_commune;lib_risque_jo;dat_deb;dat_fin;duration_days
IOCE1114093A;11056;Inondations et/ou Coulées de Boue;2011-03-14;2011-03-16;2
IOCE1119701A;81238;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-16;1
IOCE1119701A;65082;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-17;2
IOCE1119701A;81209;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-16;1
IOCE1119701A;81231;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-16;1
IOCE1119701A;81163;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-17;2
IOCE1119701A;65200;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-17;2
IOCE1119701A;65020;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-17;2
IOCE1119701A;81121;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-16;1
IOCE1119701A;65201;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-17;2
IOCE1119701A;65237;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-17;2
IOCE1119701A;65349;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-17;2
IOCE1119701A;65386;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-17;2
IOCE1119701A;81239;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-16;1
IOCE1119701A;81065;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-16;1
IOCE1119701A;81066;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-16;1
IOCE1119701A;81120;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-17;2
IOCE1119701A;81204;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-16;1
IOCE1119701A;81195;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-16;1
IOCE1114093A;11164;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-16;1
IOCE1114093A;11353;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-16;1
IOCE1119701A;34299;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-16;1
IOCE1119701A;34158;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-16;1
IOCE1114093A;11369;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-17;2
IOCE1114093A;11410;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-16;1
IOCE1114093A;11425;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-17;2
IOCE1116635A;11222;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-17;2
IOCE1116635A;11297;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-16;1
IOCE1114093A;11099;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-17;2
IOCE1114093A;11233;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-16;1
IOCE1114093A;11041;Inondations et/ou Coulées de Boue;2011-03-15;2011-03-16;1
IOCE1119701A;81288;Inondations et/ou Coulées de Boue;2011-03-16;2011-03-16;0
IOCE1119701A;81076;Inondations et/ou Coulées de Boue;2011-03-16;2011-03-16;0
IOCE1114093A;11150;Inondations et/ou Coulées de Boue;2011-03-16;2011-03-17;1
IOCE1123049A;13051;Inondations et/ou Coulées de Boue;2011-03-16;2011-03-16;0
IOCE1133767A;06007;Mouvement de Terrain;2011-03-16;2011-03-19;3
INTE1223287A;06027;Mouvement de Terrain;2011-03-17;2011-03-17;0
IOCE1116635A;11052;Inondations et/ou Coulées de Boue;2011-03-17;2011-03-17;0
IOCE1128564A;52007;Inondations et/ou Coulées de Boue;2011-03-27;2011-03-27;0
IOCE1128564A;97414;Inondations et/ou Coulées de Boue;2011-04-17;2011-04-17;0
IOCE1128564A;97401;Inondations et/ou Coulées de Boue;2011-04-17;2011-04-17;0
IOCE1128564A;97414;Mouvement de Terrain;2011-04-17;2011-04-17;0
IOCE1119701A;11430;Inondations et/ou Coulées de Boue;2011-04-23;2011-04-23;0
IOCE1119701A;11225;Inondations et/ou Coulées de Boue;2011-04-23;2011-04-23;0
IOCE1210036A;11399;Inondations et/ou Coulées de Boue;2011-04-23;2011-04-23;0
IOCE1119701A;11076;Inondations et/ou Coulées de Boue;2011-04-23;2011-04-23;0
IOCE1119701A;11178;Inondations et/ou Coulées de Boue;2011-04-23;2011-04-23;0
IOCE1119701A;11284;Inondations et/ou Coulées de Boue;2011-04-23;2011-04-23;0
IOCE1119701A;11275;Inondations et/ou Coulées de Boue;2011-04-23;2011-04-23;0
IOCE1119701A;11313;Inondations et/ou Coulées de Boue;2011-04-23;2011-04-23;0
IOCE1119701A;49235;Inondations et/ou Coulées de Boue;2011-04-24;2011-04-24;0
IOCE1119701A;11064;Inondations et/ou Coulées de Boue;2011-04-25;2011-04-25;0
IOCE1119701A;11251;Inondations et/ou Coulées de Boue;2011-04-25;2011-04-25;0
IOCE1123049A;64021;Inondations et/ou Coulées de Boue;2011-04-25;2011-04-25;0
IOCE1119701A;11311;Inondations et/ou Coulées de Boue;2011-04-25;2011-04-25;0
IOCE1135490A;97224;Mouvement de Terrain;2011-04-28;2011-04-29;1
IOCE1135490A;97224;Mouvement de Terrain;2011-04-28;2011-04-29;1
IOCE1128564A;22157;Inondations et/ou Coulées de Boue;2011-04-30;2011-04-30;0
IOCE1132263A;59097;Inondations et/ou Coulées de Boue;2011-04-30;2011-04-30;0
IOCE1128564A;22137;Inondations et/ou Coulées de Boue;2011-04-30;2011-04-30;0
IOCE1123049A;24538;Inondations et/ou Coulées de Boue;2011-05-01;2011-05-01;0
IOCE1128564A;31348;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1123049A;56141;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1123049A;56165;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1123049A;56174;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1123049A;56249;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1128564A;97209;Mouvement de Terrain;2011-05-02;2011-05-08;6
IOCE1123049A;64335;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1123049A;64348;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1123049A;64348;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1123049A;64417;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1123049A;64417;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1123049A;85016;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1123049A;56139;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1132263A;18036;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1128564A;49292;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1128564A;22185;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1132263A;18190;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1128564A;49009;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1123049A;56122;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1119701A;49218;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1123049A;56083;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1135490A;79270;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1123049A;56103;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1119701A;65416;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1119701A;29049;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1119701A;29274;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1119701A;65329;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1119701A;49023;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1123049A;56023;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1123049A;56039;Inondations et/ou Coulées de Boue;2011-05-02;2011-05-02;0
IOCE1123049A;85188;Inondations et/ou Coulées de Boue;2011-05-03;2011-05-03;0
IOCE1135490A;97224;Mouvement de Terrain;2011-05-04;2011-05-04;0
IOCE1135490A;97224;Mouvement de Terrain;2011-05-04;2011-05-04;0
IOCE1132263A;63124;Inondations et/ou Coulées de Boue;2011-05-11;2011-05-11;0
IOCE1133767A;97129;Mouvement de Terrain;2011-05-17;2011-05-18;1
IOCE1133767A;97129;Inondations et/ou Coulées de Boue;2011-05-17;2011-05-18;1
IOCE1123049A;64348;Inondations et/ou Coulées de Boue;2011-05-19;2011-05-19;0
IOCE1123049A;64348;Inondations et/ou Coulées de Boue;2011-05-19;2011-05-19;0
IOCE1128564A;64068;Inondations et/ou Coulées de Boue;2011-05-19;2011-05-19;0
IOCE1128564A;67298;Inondations et/ou Coulées de Boue;2011-05-19;2011-05-19;0
IOCE1128564A;89025;Inondations et/ou Coulées de Boue;2011-05-19;2011-05-19;0
IOCE1132263A;18079;Inondations et/ou Coulées de Boue;2011-05-19;2011-05-19;0
IOCE1123049A;42206;Inondations et/ou Coulées de Boue;2011-05-21;2011-05-21;0
IOCE1123049A;64478;Inondations et/ou Coulées de Boue;2011-05-30;2011-05-30;0
IOCE1128564A;64207;Inondations et/ou Coulées de Boue;2011-05-30;2011-05-30;0
IOCE1128564A;32283;Inondations et/ou Coulées de Boue;2011-05-30;2011-05-30;0
IOCE1128564A;32256;Inondations et/ou Coulées de Boue;2011-05-30;2011-05-30;0
IOCE1123049A;82040;Inondations et/ou Coulées de Boue;2011-05-30;2011-05-31;1
IOCE1123049A;64478;Inondations et/ou Coulées de Boue;2011-05-30;2011-05-30;0
IOCE1123049A;64344;Inondations et/ou Coulées de Boue;2011-05-30;2011-05-30;0
IOCE1123049A;64452;Inondations et/ou Coulées de Boue;2011-05-30;2011-05-30;0
IOCE1123049A;64463;Inondations et/ou Coulées de Boue;2011-05-30;2011-05-30;0
IOCE1123049A;64398;Inondations et/ou Coulées de Boue;2011-05-30;2011-05-30;0
IOCE1123049A;64324;Inondations et/ou Coulées de Boue;2011-05-30;2011-05-30;0
IOCE1123049A;64302;Inondations et/ou Coulées de Boue;2011-05-30;2011-05-30;0
IOCE1123049A;64417;Inondations et/ou Coulées de Boue;2011-05-30;2011-05-30;0
IOCE1123049A;64238;Inondations et/ou Coulées de Boue;2011-05-30;2011-05-30;0
IOCE1123049A;64219;Inondations et/ou Coulées de Boue;2011-05-30;2011-05-30;0
IOCE1123049A;64191;Inondations et/ou Coulées de Boue;2011-05-30;2011-05-30;0
IOCE1123049A;64137;Inondations et/ou Coulées de Boue;2011-05-30;2011-05-30;0
IOCE1123049A;64109;Inondations et/ou Coulées de Boue;2011-05-30;2011-05-30;0
IOCE1123049A;64417;Inondations et/ou Coulées de Boue;2011-05-30;2011-05-30;0
IOCE1128564A;70311;Inondations et/ou Coulées de Boue;2011-06-04;2011-06-04;0
IOCE1123049A;13016;Inondations et/ou Coulées de Boue;2011-06-04;2011-06-05;1
IOCE1128564A;85289;Inondations et/ou Coulées de Boue;2011-06-04;2011-06-04;0
IOCE1123049A;38542;Inondations et/ou Coulées de Boue;2011-06-04;2011-06-04;0
IOCE1123049A;38453;Inondations et/ou Coulées de Boue;2011-06-04;2011-06-04;0
INTE1225668A;37104;Inondations et/ou Coulées de Boue;2011-06-04;2011-06-04;0
IOCE1123049A;38356;Inondations et/ou Coulées de Boue;2011-06-04;2011-06-04;0
IOCE1123049A;13020;Inondations et/ou Coulées de Boue;2011-06-04;2011-06-04;0
IOCE1123049A;13073;Inondations et/ou Coulées de Boue;2011-06-04;2011-06-05;1
IOCE1123049A;13031;Inondations et/ou Coulées de Boue;2011-06-04;2011-06-05;1
IOCE1123049A;64478;Inondations et/ou Coulées de Boue;2011-06-04;2011-06-04;0
IOCE1123049A;64478;Inondations et/ou Coulées de Boue;2011-06-04;2011-06-04;0
IOCE1123049A;13062;Inondations et/ou Coulées de Boue;2011-06-04;2011-06-04;0
IOCE1123049A;13101;Inondations et/ou Coulées de Boue;2011-06-04;2011-06-04;0
IOCE1123049A;84067;Inondations et/ou Coulées de Boue;2011-06-05;2011-06-05;0
IOCE1123049A;64552;Inondations et/ou Coulées de Boue;2011-06-05;2011-06-05;0
IOCE1123049A;13007;Inondations et/ou Coulées de Boue;2011-06-05;2011-06-05;0
IOCE1128564A;84122;Inondations et/ou Coulées de Boue;2011-06-05;2011-06-05;0
IOCE1123049A;50613;Inondations et/ou Coulées de Boue;2011-06-05;2011-06-05;0
IOCE1128564A;87114;Inondations et/ou Coulées de Boue;2011-06-05;2011-06-05;0
IOCE1128564A;84031;Inondations et/ou Coulées de Boue;2011-06-05;2011-06-05;0
IOCE1133767A;79285;Mouvement de Terrain;2011-06-06;2011-06-06;0
IOCE1128564A;71582;Inondations et/ou Coulées de Boue;2011-06-07;2011-06-07;0
IOCE1128564A;54314;Inondations et/ou Coulées de Boue;2011-06-07;2011-06-07;0
IOCE1128564A;06089;Inondations et/ou Coulées de Boue;2011-06-08;2011-06-08;0
IOCE1128564A;06105;Inondations et/ou Coulées de Boue;2011-06-08;2011-06-08;0
IOCE1202909A;06112;Inondations et/ou Coulées de Boue;2011-06-08;2011-06-09;1
IOCE1128564A;06010;Inondations et/ou Coulées de Boue;2011-06-08;2011-06-08;0
IOCE1128564A;60374;Inondations et/ou Coulées de Boue;2011-06-27;2011-06-27;0
IOCE1128564A;60526;Inondations et/ou Coulées de Boue;2011-06-27;2011-06-27;0
IOCE1133767A;08491;Inondations et/ou Coulées de Boue;2011-06-28;2011-06-28;0
IOCE1133767A;08480;Inondations et/ou Coulées de Boue;2011-06-28;2011-06-28;0
IOCE1123049A;51329;Inondations et/ou Coulées de Boue;2011-06-28;2011-06-28;0
IOCE1123049A;51299;Inondations et/ou Coulées de Boue;2011-06-28;2011-06-28;0
IOCE1123049A;51171;Inondations et/ou Coulées de Boue;2011-06-28;2011-06-28;0
IOCE1133767A;08230;Inondations et/ou Coulées de Boue;2011-06-28;2011-06-28;0
IOCE1133767A;08022;Inondations et/ou Coulées de Boue;2011-06-28;2011-06-28;0
IOCE1133767A;08105;Inondations et/ou Coulées de Boue;2011-06-28;2011-06-28;0
IOCE1133767A;08457;Inondations et/ou Coulées de Boue;2011-06-28;2011-06-28;0
IOCE1133767A;08295;Inondations et/ou Coulées de Boue;2011-06-28;2011-06-28;0
IOCE1133767A;08346;Inondations et/ou Coulées de Boue;2011-06-28;2011-06-28;0
IOCE1132263A;81016;Inondations et/ou Coulées de Boue;2011-07-12;2011-07-12;0
IOCE1132263A;81055;Inondations et/ou Coulées de Boue;2011-07-12;2011-07-12;0
IOCE1132263A;81084;Inondations et/ou Coulées de Boue;2011-07-12;2011-07-12;0
IOCE1202909A;24229;Inondations et/ou Coulées de Boue;2011-07-12;2011-07-12;0
IOCE1132263A;81288;Inondations et/ou Coulées de Boue;2011-07-12;2011-07-12;0
IOCE1128564A;71455;Inondations et/ou Coulées de Boue;2011-07-12;2011-07-12;0
IOCE1132263A;15020;Inondations et/ou Coulées de Boue;2011-07-12;2011-07-12;0
IOCE1128564A;71186;Inondations et/ou Coulées de Boue;2011-07-12;2011-07-12;0
IOCE1128564A;26277;Inondations et/ou Coulées de Boue;2011-07-17;2011-07-17;0
IOCE1128564A;26115;Inondations et/ou Coulées de Boue;2011-07-17;2011-07-17;0
IOCE1128564A;26065;Inondations et/ou Coulées de Boue;2011-07-17;2011-07-17;0
IOCE1132263A;33514;Inondations et/ou Coulées de Boue;2011-07-18;2011-07-19;1
INTE1510045A;38061;Mouvement de Terrain;2011-07-19;2011-07-19;0
IOCE1132263A;70228;Inondations et/ou Coulées de Boue;2011-07-22;2011-07-22;0
INTE1319721A;97213;Inondations et/ou Coulées de Boue;2011-08-01;2011-08-02;1
IOCE1133767A;97209;Mouvement de Terrain;2011-08-01;2011-08-02;1
IOCE1128564A;31523;Inondations et/ou Coulées de Boue;2011-08-02;2011-08-03;1
IOCE1128564A;24520;Inondations et/ou Coulées de Boue;2011-08-02;2011-08-02;0
INTE1225668A;97220;Inondations et/ou Coulées de Boue;2011-08-02;2011-08-02;0
INTE1225668A;97220;Inondations et/ou Coulées de Boue;2011-08-02;2011-08-02;0
IOCE1128564A;31135;Inondations et/ou Coulées de Boue;2011-08-02;2011-08-03;1
IOCE1128564A;31327;Inondations et/ou Coulées de Boue;2011-08-02;2011-08-03;1
IOCE1133767A;33192;Inondations et/ou Coulées de Boue;2011-08-02;2011-08-02;0
IOCE1132263A;33281;Inondations et/ou Coulées de Boue;2011-08-02;2011-08-02;0
IOCE1132263A;33063;Inondations et/ou Coulées de Boue;2011-08-02;2011-08-02;0
IOCE1132263A;31110;Inondations et/ou Coulées de Boue;2011-08-02;2011-08-03;1
IOCE1202909A;97227;Inondations et/ou Coulées de Boue;2011-08-02;2011-08-02;0
IOCE1202909A;97227;Inondations et/ou Coulées de Boue;2011-08-02;2011-08-02;0
IOCE1132263A;19066;Inondations et/ou Coulées de Boue;2011-08-02;2011-08-02;0
IOCE1132263A;16330;Inondations et/ou Coulées de Boue;2011-08-02;2011-08-02;0
IOCE1132263A;16102;Inondations et/ou Coulées de Boue;2011-08-02;2011-08-02;0
IOCE1132263A;16013;Inondations et/ou Coulées de Boue;2011-08-02;2011-08-02;0
IOCE1128564A;31336;Inondations et/ou Coulées de Boue;2011-08-02;2011-08-03;1
IOCE1128564A;31406;Inondations et/ou Coulées de Boue;2011-08-02;2011-08-03;1
IOCE1128564A;31505;Inondations et/ou Coulées de Boue;2011-08-02;2011-08-03;1
IOCE1128564A;24547;Inondations et/ou Coulées de Boue;2011-08-02;2011-08-02;0
IOCE1132263A;67355;Inondations et/ou Coulées de Boue;2011-08-03;2011-08-03;0
IOCE1128564A;31030;Inondations et/ou Coulées de Boue;2011-08-03;2011-08-03;0
IOCE1133767A;27665;Inondations et/ou Coulées de Boue;2011-08-18;2011-08-18;0
IOCE1202909A;49023;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-22;0
IOCE1133767A;59014;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-23;1
IOCE1133767A;59112;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-23;1
IOCE1133767A;59205;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-23;1
IOCE1133767A;59459;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-23;1
IOCE1133767A;59491;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-23;1
IOCE1133767A;59603;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-23;1
IOCE1133767A;59606;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-23;1
INTE1223287A;44035;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-22;0
IOCE1135490A;44130;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-22;0
IOCE1133767A;44041;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-22;0
IOCE1132263A;49301;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-22;0
IOCE1132263A;49099;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-22;0
IOCE1132263A;49092;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-22;0
IOCE1132263A;49023;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-22;0
IOCE1132263A;49007;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-22;0
IOCE1132263A;85151;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-22;0
IOCE1133767A;49193;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-22;0
IOCE1132263A;85017;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-22;0
IOCE1133767A;02822;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-22;0
IOCE1132263A;61345;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-22;0
IOCE1133767A;02810;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-22;0
IOCE1133767A;02628;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-22;0
IOCE1133767A;02598;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-22;0
IOCE1133767A;02506;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-22;0
IOCE1133767A;02415;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-22;0
IOCE1133767A;02201;Inondations et/ou Coulées de Boue;2011-08-22;2011-08-22;0
IOCE1133767A;59032;Inondations et/ou Coulées de Boue;2011-08-23;2011-08-23;0
IOCE1133767A;59557;Inondations et/ou Coulées de Boue;2011-08-23;2011-08-23;0
IOCE1202909A;59544;Inondations et/ou Coulées de Boue;2011-08-23;2011-08-23;0
IOCE1133767A;27242;Inondations et/ou Coulées de Boue;2011-08-25;2011-08-26;1
IOCE1135490A;62033;Mouvement de Terrain;2011-08-26;2011-08-26;0
IOCE1133767A;27693;Inondations et/ou Coulées de Boue;2011-08-26;2011-08-26;0
IOCE1133767A;29055;Inondations et/ou Coulées de Boue;2011-08-26;2011-08-26;0
IOCE1133767A;29124;Inondations et/ou Coulées de Boue;2011-08-26;2011-08-26;0
IOCE1132263A;60585;Mouvement de Terrain;2011-08-27;2011-08-27;0
IOCE1132263A;81060;Inondations et/ou Coulées de Boue;2011-08-31;2011-08-31;0
IOCE1132263A;81114;Inondations et/ou Coulées de Boue;2011-08-31;2011-08-31;0
IOCE1132263A;81170;Inondations et/ou Coulées de Boue;2011-08-31;2011-08-31;0
IOCE1132263A;81230;Inondations et/ou Coulées de Boue;2011-08-31;2011-08-31;0
IOCE1132263A;81244;Inondations et/ou Coulées de Boue;2011-08-31;2011-08-31;0
IOCE1132263A;81249;Inondations et/ou Coulées de Boue;2011-08-31;2011-08-31;0
IOCE1133767A;15063;Inondations et/ou Coulées de Boue;2011-08-31;2011-09-01;1
IOCE1132263A;81291;Inondations et/ou Coulées de Boue;2011-08-31;2011-08-31;0
IOCE1132263A;81068;Inondations et/ou Coulées de Boue;2011-08-31;2011-08-31;0
IOCE1133767A;15003;Inondations et/ou Coulées de Boue;2011-08-31;2011-08-31;0
IOCE1135490A;15220;Inondations et/ou Coulées de Boue;2011-08-31;2011-08-31;0
IOCE1132263A;38336;Inondations et/ou Coulées de Boue;2011-08-31;2011-08-31;0
IOCE1132263A;38546;Inondations et/ou Coulées de Boue;2011-08-31;2011-08-31;0
IOCE1132263A;38525;Inondations et/ou Coulées de Boue;2011-08-31;2011-09-01;1
IOCE1132263A;38512;Inondations et/ou Coulées de Boue;2011-08-31;2011-09-01;1
IOCE1132263A;38458;Inondations et/ou Coulées de Boue;2011-08-31;2011-09-01;1
IOCE1132263A;38455;Inondations et/ou Coulées de Boue;2011-08-31;2011-09-01;1
IOCE1132263A;38374;Inondations et/ou Coulées de Boue;2011-08-31;2011-09-01;1
IOCE1132263A;38351;Inondations et/ou Coulées de Boue;2011-08-31;2011-09-01;1
IOCE1132263A;38348;Inondations et/ou Coulées de Boue;2011-08-31;2011-09-01;1
IOCE1132263A;81033;Inondations et/ou Coulées de Boue;2011-08-31;2011-08-31;0
IOCE1132263A;38276;Inondations et/ou Coulées de Boue;2011-08-31;2011-09-01;1
IOCE1132263A;38231;Inondations et/ou Coulées de Boue;2011-08-31;2011-09-01;1
IOCE1132263A;38223;Inondations et/ou Coulées de Boue;2011-08-31;2011-09-01;1
IOCE1132263A;38053;Inondations et/ou Coulées de Boue;2011-08-31;2011-09-01;1
IOCE1202909A;15261;Inondations et/ou Coulées de Boue;2011-08-31;2011-09-01;1
IOCE1132263A;38029;Inondations et/ou Coulées de Boue;2011-08-31;2011-09-01;1
IOCE1135490A;15120;Inondations et/ou Coulées de Boue;2011-08-31;2011-09-01;1
IOCE1132263A;15174;Inondations et/ou Coulées de Boue;2011-08-31;2011-08-31;0
IOCE1132263A;15202;Inondations et/ou Coulées de Boue;2011-08-31;2011-08-31;0
IOCE1132263A;15218;Inondations et/ou Coulées de Boue;2011-08-31;2011-08-31;0
IOCE1132263A;15006;Inondations et/ou Coulées de Boue;2011-08-31;2011-08-31;0
IOCE1132263A;15219;Inondations et/ou Coulées de Boue;2011-08-31;2011-08-31;0
IOCE1133767A;81292;Inondations et/ou Coulées de Boue;2011-08-31;2011-08-31;0
IOCE1132263A;33395;Inondations et/ou Coulées de Boue;2011-09-01;2011-09-01;0
IOCE1202909A;46045;Inondations et/ou Coulées de Boue;2011-09-01;2011-09-01;0
IOCE1202909A;46049;Inondations et/ou Coulées de Boue;2011-09-01;2011-09-01;0
IOCE1202909A;46155;Inondations et/ou Coulées de Boue;2011-09-01;2011-09-01;0
IOCE1133767A;33194;Inondations et/ou Coulées de Boue;2011-09-01;2011-09-01;0
IOCE1133767A;40290;Inondations et/ou Coulées de Boue;2011-09-02;2011-09-02;0
IOCE1133767A;65353;Inondations et/ou Coulées de Boue;2011-09-02;2011-09-03;1
IOCE1133767A;65370;Inondations et/ou Coulées de Boue;2011-09-02;2011-09-02;0
IOCE1133767A;65226;Inondations et/ou Coulées de Boue;2011-09-02;2011-09-02;0
IOCE1133767A;32424;Inondations et/ou Coulées de Boue;2011-09-02;2011-09-02;0
IOCE1133767A;65101;Inondations et/ou Coulées de Boue;2011-09-02;2011-09-03;1
IOCE1133767A;95543;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1133767A;61100;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1133767A;72160;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1133767A;72173;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1132263A;60528;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1132263A;80668;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1133767A;09324;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-04;1
IOCE1132263A;60268;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1132263A;60140;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1132263A;60039;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1132263A;61006;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1132263A;61462;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1132263A;80214;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1132263A;11417;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1132263A;11410;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1132263A;11328;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1132263A;11216;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1132263A;11099;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1133767A;27213;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1132263A;11069;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1132263A;11037;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1132263A;80390;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1132263A;80499;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1132263A;80570;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1132263A;80571;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1133767A;03238;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-03;0
IOCE1133767A;09003;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-04;1
IOCE1133767A;09104;Inondations et/ou Coulées de Boue;2011-09-03;2011-09-04;1
